,name,year,quarter,sector,Relative Return,국제유가 변화율,매출액 변화율,유동자산 변화율,자산총계 변화율,법인세차감전 순이익 변화율,이익잉여금 변화율,Label,Code
28,SK텔레콤,2017,Q4,커뮤니케이션서비스,-0.019053309746288723,0.18077144502014986,-0.0135030932642618,0.037929439711723134,0.022876677739433138,-0.686903687896249,0.010236818087558275,-0.06036099655273837,017670
28,제일기획,2017,Q4,커뮤니케이션서비스,-0.03791708898999439,0.18077144502014986,0.11581637379242937,0.12500038207036956,0.0723292179156485,0.4519926153559608,0.029247002417571055,0.07672048559557727,030000
28,KT,2017,Q4,커뮤니케이션서비스,0.00493876419356485,0.18077144502014986,0.06105534712021421,-0.04855291914509041,-0.0020104839925118023,-1.6429659026843701,-0.021342152786148927,-0.015919384177789965,030200
28,LG유플러스,2017,Q4,커뮤니케이션서비스,0.0437630148841488,0.18077144502014986,0.08811562622359159,0.023156424105089224,0.01412964967004049,-0.2262192642684414,0.09311402609784758,0.02172645455697799,032640
28,SBS,2017,Q4,커뮤니케이션서비스,0.09360478545121158,0.18077144502014986,0.3850467557566293,0.24284380840669528,0.13121195147383147,-6.05363008647429,0.039268801981318324,0.01635574230050323,034120
28,NAVER,2017,Q4,커뮤니케이션서비스,0.023345685819727034,0.18077144502014986,0.0662093669818633,0.1611955064522974,0.07032016926613194,0.0057577400779051935,0.043008621103411304,-0.09113799412642466,035420
28,엔씨소프트,2017,Q4,커뮤니케이션서비스,0.03490457706709513,0.18077144502014986,-0.3104636016761684,0.08350560013703712,0.10934398210549956,-0.5959295636431599,0.05039118982316526,-0.19370084818128563,036570
