Variable,VIF
const,1.3708509721776425
F_유동자산 변화율,3.8655202439983767
F_비유동자산 변화율,2.9260966893957168
F_자산총계 변화율,8.11621299896108
F_유동부채 변화율,3.9987639360832405
F_비유동부채 변화율,3.886290302244272
F_부채총계 변화율,10.637573154929319
F_이익잉여금 변화율,1.8280019894530541
F_자본총계 변화율,3.099445848809424
F_매출액 변화율,1.3495536561211832
F_영업이익 변화율,1.169434098072511
F_법인세차감전 순이익 변화율,1.4937306875135887
F_당기순이익 변화율,inf
F_당기순이익(손실) 변화율,inf
M_소비자물가지수 변화율,1.6196048659983169
M_환율 변화율,28.01168699596338
M_GDP 변화율,73.17681086870944
M_금리 변화율,2.9558284294535127
M_수출액 변화율,16.02904933373557
M_실업률 변화율,4.780642348288157
M_국제유가 변화율,4.40430010250929
M_주택가격 변화율,56.90196147463159
Relative Return,1.141246440909038
