code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익
066570,LG_Electronics,Technology,2015,Q4,"8,268,810,000,000","17,597,565,000,000","25,866,375,000,000","9,750,390,000,000","7,154,976,000,000","16,905,366,000,000","904,169,000,000","5,046,104,000,000","8,961,009,000,000",28368428000000,-17537000000,-265823000000,-355839000000,-355839000000,
066570,LG_Electronics,Technology,2016,Q1,"9,056,002,000,000","17,589,516,000,000","26,645,518,000,000","10,536,176,000,000","7,275,229,000,000","17,811,405,000,000","904,169,000,000","4,942,236,000,000","8,834,113,000,000",7172793000000,81238000000,29612000000,29180000000,29180000000,
066570,LG_Electronics,Technology,2016,Q2,"8,895,344,000,000","17,782,755,000,000","26,678,099,000,000","10,450,758,000,000","7,194,524,000,000","17,645,282,000,000","904,169,000,000","5,163,511,000,000","9,032,817,000,000",7684554000000,190838000000,362841000000,282271000000,282271000000,
066570,LG_Electronics,Technology,2016,Q3,"8,707,995,000,000","18,059,212,000,000","26,767,207,000,000","10,087,798,000,000","7,695,009,000,000","17,782,807,000,000","904,169,000,000","5,109,208,000,000","8,984,400,000,000",7008767000000,-97891000000,-60907000000,-43575000000,-43575000000,
066570,LG_Electronics,Technology,2016,Q4,"8,311,565,000,000","18,287,510,000,000","26,599,075,000,000","10,543,126,000,000","7,290,497,000,000","17,833,623,000,000","904,169,000,000","4,851,573,000,000","8,765,452,000,000",6877132000000,-464640000000,-505766000000,-544363000000,-544363000000,
066570,LG_Electronics,Technology,2017,Q1,"9,116,929,000,000","18,243,404,000,000","27,360,333,000,000","11,697,261,000,000","6,659,373,000,000","18,356,634,000,000","904,169,000,000","5,084,196,000,000","9,003,699,000,000",7704231000000,297294000000,367832000000,298200000000,298200000000,
066570,LG_Electronics,Technology,2017,Q2,"9,532,035,000,000","18,240,582,000,000","27,772,617,000,000","11,177,527,000,000","7,241,592,000,000","18,419,119,000,000","904,169,000,000","5,432,206,000,000","9,353,498,000,000",7999821000000,401920000000,459573000000,347997000000,347997000000,
066570,LG_Electronics,Technology,2017,Q3,"9,888,826,000,000","18,073,237,000,000","27,962,063,000,000","11,156,954,000,000","7,312,080,000,000","18,469,034,000,000","904,169,000,000","5,560,510,000,000","9,493,029,000,000",8228178000000,123258000000,165884000000,107404000000,107404000000,
066570,LG_Electronics,Technology,2017,Q4,"9,515,895,000,000","18,643,886,000,000","28,159,781,000,000","11,475,924,000,000","7,139,000,000,000","18,614,924,000,000","904,169,000,000","5,602,967,000,000","9,544,857,000,000",8034283000000,-121246000000,-220796000000,4445000000,4445000000,
066570,LG_Electronics,Technology,2018,Q1,"9,342,625,000,000","18,526,450,000,000","27,869,075,000,000","11,009,609,000,000","7,045,591,000,000","18,055,200,000,000","904,169,000,000","5,874,241,000,000","9,813,875,000,000",7668081000000,441104000000,456265000000,322649000000,322649000000,
066570,LG_Electronics,Technology,2018,Q2,"10,540,821,000,000","18,513,401,000,000","29,054,222,000,000","11,382,933,000,000","7,532,229,000,000","18,915,162,000,000","904,169,000,000","6,215,015,000,000","10,139,060,000,000",8109625000000,420035000000,481744000000,355229000000,355229000000,
066570,LG_Electronics,Technology,2018,Q3,"9,228,474,000,000","19,654,607,000,000","28,883,081,000,000","10,736,153,000,000","7,877,658,000,000","18,613,811,000,000","904,169,000,000","6,345,709,000,000","10,269,270,000,000",7732482000000,250716000000,183012000000,169843000000,169843000000,
066570,LG_Electronics,Technology,2018,Q4,"7,838,343,000,000","20,027,120,000,000","27,865,463,000,000","10,758,238,000,000","7,744,345,000,000","18,502,583,000,000","904,169,000,000","5,460,710,000,000","9,362,880,000,000",6471822000000,-624139000000,-1053467000000,-852495000000,-852495000000,
066570,LG_Electronics,Technology,2019,Q1,"8,823,195,000,000","20,078,435,000,000","28,901,630,000,000","11,425,046,000,000","8,167,829,000,000","19,592,875,000,000","904,169,000,000","5,416,299,000,000","9,308,755,000,000",7342066000000,269221000000,171645000000,133194000000,133194000000,
066570,LG_Electronics,Technology,2019,Q2,"8,714,392,000,000","20,003,225,000,000","28,717,617,000,000","10,627,493,000,000","8,563,783,000,000","19,191,276,000,000","904,169,000,000","5,646,437,000,000","9,526,341,000,000",8062005000000,506541000000,430831000000,324804000000,324804000000,
066570,LG_Electronics,Technology,2019,Q3,"8,718,443,000,000","19,722,787,000,000","28,441,230,000,000","10,678,668,000,000","8,485,444,000,000","19,164,112,000,000","904,169,000,000","5,409,391,000,000","9,277,118,000,000",6703747000000,-231036000000,-271279000000,-201997000000,-201997000000,
066570,LG_Electronics,Technology,2019,Q4,"7,700,203,000,000","19,774,688,000,000","27,474,891,000,000","10,540,720,000,000","8,040,841,000,000","18,581,561,000,000","904,169,000,000","5,006,105,000,000","8,893,330,000,000",6546649000000,-378717000000,-490335000000,-452119000000,-452119000000,
066570,LG_Electronics,Technology,2020,Q1,"8,482,423,000,000","19,687,478,000,000","28,169,901,000,000","10,505,377,000,000","8,281,552,000,000","18,786,929,000,000","904,169,000,000","5,526,363,000,000","9,382,972,000,000",6757348000000,337561000000,848093000000,656836000000,656836000000,
066570,LG_Electronics,Technology,2020,Q2,"8,157,900,000,000","19,647,516,000,000","27,805,416,000,000","10,008,570,000,000","8,189,479,000,000","18,198,049,000,000","904,169,000,000","5,744,033,000,000","9,607,367,000,000",6349975000000,97368000000,324051000000,250455000000,250455000000,
066570,LG_Electronics,Technology,2020,Q3,"10,456,580,000,000","19,594,416,000,000","30,050,996,000,000","11,818,240,000,000","8,297,589,000,000","20,115,829,000,000","904,169,000,000","6,046,973,000,000","9,935,167,000,000",7964205000000,396810000000,413247000000,318525000000,318525000000,
066570,LG_Electronics,Technology,2020,Q4,"9,669,743,000,000","20,030,244,000,000","29,699,987,000,000","12,101,343,000,000","7,676,911,000,000","19,778,254,000,000","904,169,000,000","6,018,118,000,000","9,921,733,000,000",7363795000000,-84748000000,-293019000000,-14267000000,-14267000000,
066570,LG_Electronics,Technology,2021,Q1,"9,546,983,000,000","19,955,973,000,000","29,502,956,000,000","12,417,837,000,000","7,316,910,000,000","19,734,747,000,000","904,169,000,000","5,849,853,000,000","9,768,209,000,000",7089731000000,40101000000,-50738000000,-24929000000,-24929000000,
066570,LG_Electronics,Technology,2021,Q2,"9,304,962,000,000","19,861,266,000,000","29,166,228,000,000","12,726,421,000,000","7,552,308,000,000","20,278,729,000,000","904,169,000,000","4,962,462,000,000","8,887,499,000,000",6974587000000,69808000000,145591000000,-889981000000,-889981000000,
066570,LG_Electronics,Technology,2021,Q3,"9,303,935,000,000","19,775,831,000,000","29,079,766,000,000","12,716,626,000,000","7,492,686,000,000","20,209,312,000,000","904,169,000,000","4,935,176,000,000","8,870,454,000,000",7189493000000,-178236000000,-82970000000,-53432000000,-53432000000,
066570,LG_Electronics,Technology,2021,Q4,"10,613,206,000,000","18,980,318,000,000","29,593,524,000,000","13,657,848,000,000","7,045,421,000,000","20,703,269,000,000","904,169,000,000","4,940,122,000,000","8,890,255,000,000",6524236000000,514753000000,621261000000,54804000000,54804000000,
066570,LG_Electronics,Technology,2022,Q1,"11,519,235,000,000","18,437,671,000,000","29,956,906,000,000","13,571,555,000,000","6,685,480,000,000","20,257,035,000,000","904,169,000,000","5,715,663,000,000","9,699,871,000,000",8177002000000,727583000000,1046049000000,780295000000,780295000000,
066570,LG_Electronics,Technology,2022,Q2,"10,433,964,000,000","18,574,203,000,000","29,008,167,000,000","12,142,201,000,000","6,806,263,000,000","18,948,464,000,000","904,169,000,000","6,060,576,000,000","10,059,703,000,000",7098601000000,259059000000,347653000000,184703000000,184703000000,
066570,LG_Electronics,Technology,2022,Q3,"10,771,750,000,000","18,905,312,000,000","29,677,062,000,000","12,723,620,000,000","6,854,017,000,000","19,577,637,000,000","904,169,000,000","6,088,259,000,000","10,099,425,000,000",6871632000000,-230431000000,-245160000000,-126711000000,-126711000000,
066570,LG_Electronics,Technology,2022,Q4,"9,119,623,000,000","19,593,191,000,000","28,712,814,000,000","12,060,574,000,000","6,763,211,000,000","18,823,785,000,000","904,169,000,000","5,890,737,000,000","9,889,029,000,000",5644511000000,-645424000000,-116884000000,16676000000,16676000000,
066570,LG_Electronics,Technology,2023,Q1,"10,399,981,000,000","20,131,290,000,000","30,531,271,000,000","12,898,731,000,000","7,251,636,000,000","20,150,367,000,000","904,169,000,000","6,397,137,000,000","10,380,904,000,000",7194808000000,318486000000,881267000000,716670000000,716670000000,
066570,LG_Electronics,Technology,2023,Q2,"10,660,476,000,000","20,636,562,000,000","31,297,038,000,000","13,176,612,000,000","7,201,723,000,000","20,378,335,000,000","904,169,000,000","6,925,229,000,000","10,918,703,000,000",7507657000000,293799000000,545590000000,478742000000,478742000000,
066570,LG_Electronics,Technology,2023,Q3,"11,736,209,000,000","20,925,786,000,000","32,661,995,000,000","13,317,976,000,000","7,799,724,000,000","21,117,700,000,000","904,169,000,000","7,547,576,000,000","11,544,295,000,000",7412751000000,384426000000,671881000000,564707000000,564707000000,625592000000
066570,LG_Electronics,Technology,2023,Q4,"10,757,937,000,000","20,989,616,000,000","31,747,553,000,000","13,233,469,000,000","7,998,537,000,000","21,232,006,000,000","904,169,000,000","6,566,223,000,000","10,515,547,000,000",6753063000000,-419956000000,-894573000000,-756023000000,-756023000000,127831000000
066570,LG_Electronics,Technology,2024,Q1,"11,648,489,000,000","21,611,010,000,000","33,259,499,000,000","13,896,677,000,000","8,100,273,000,000","21,996,950,000,000","904,169,000,000","7,241,624,000,000","11,262,549,000,000",7750009000000,285516000000,924591000000,821094000000,821094000000,891914000000
066570,LG_Electronics,Technology,2024,Q2,"12,414,144,000,000","21,711,524,000,000","34,125,668,000,000","13,400,426,000,000","8,846,217,000,000","22,246,643,000,000","904,169,000,000","7,900,739,000,000","11,879,025,000,000",8139511000000,593259000000,885005000000,733744000000,733744000000,616476000000
066570,LG_Electronics,Technology,2024,Q3,"12,109,508,000,000","21,853,508,000,000","33,963,016,000,000","13,972,222,000,000","8,730,282,000,000","22,702,504,000,000","904,169,000,000","7,300,130,000,000","11,260,512,000,000",7482191000000,-153748000000,-214145000000,-431560000000,-431560000000,-528480000000
