,name,year,quarter,sector,Relative Return,매출액 변화율,이익잉여금 변화율,부채총계 변화율,비유동자산 변화율,국제유가 변화율,소비자물가지수 변화율,Label,Code
20,하이트진로,2019,Q4,생활소비재,0.038010294575439196,0.05866835754624522,-0.16296750789433656,-0.0364310175520145,-0.015803933380092117,0.023897949297593923,5.380260221408914,0.30181752030032916,000080
20,대림산업,2019,Q4,건설,-0.16662607758445078,0.2952811171764389,0.018537867647057116,-0.004569867400844085,-0.020110822170772424,0.023897949297593923,5.380260221408914,0.19286437081366153,000210
20,현대건설,2019,Q4,건설,-0.2516429718168658,0.1390201916364826,-0.00012961065005956396,-0.03254164161482709,0.03921586617535744,0.023897949297593923,5.380260221408914,0.2557628363509828,000720
20,CJ,2019,Q4,생활소비재,-0.12836156294329962,-0.024324446074168393,0.008625523468160257,0.27409581398444205,0.04463898819980927,0.023897949297593923,5.380260221408914,0.12774314746819232,001040
20,대상,2019,Q4,생활소비재,-0.17116254653552745,-0.09057439999858086,0.02373104038395568,0.03757895647334042,-0.02468428575655912,0.023897949297593923,5.380260221408914,0.6107140407435353,001680
20,오리온,2019,Q4,생활소비재,-0.1504634047634513,-0.11929344676583042,-0.42290713552775494,0.3010996787218281,0.0070893392689685975,0.023897949297593923,5.380260221408914,0.17173407717340772,001800
20,KCC,2019,Q4,건설,-0.17376325794838146,-0.7793335664015021,0.0014501750899551524,0.3699947094662397,-0.05441813686215291,0.023897949297593923,5.380260221408914,0.048837091118526965,002380
20,아모레G,2019,Q4,생활소비재,-0.14143855502809646,-0.02435062532632748,-0.012065246620204362,0.13778726906984073,-0.01485964758394509,0.023897949297593923,5.380260221408914,-0.0450300553801985,002790
20,한일시멘트,2019,Q4,건설,-0.1571609347295915,-0.024394057352028375,-0.03791545391826501,0.05501281530727731,-0.03697653645565524,0.023897949297593923,5.380260221408914,0.2601351701297078,003300
20,남양유업,2019,Q4,생활소비재,-0.21975698492432408,0.027408438748920627,-0.006970197006802903,-0.03631631066540064,0.0037003193138653856,0.023897949297593923,5.380260221408914,-0.003714744304484721,003920
20,농심,2019,Q4,생활소비재,0.2389364481694069,0.027963332618129,0.0022954416870135663,-0.060108234384121495,0.0047835587149041014,0.023897949297593923,5.380260221408914,0.10675410669059096,004370
