,name,year,quarter,sector,Relative Return,매출액 변화율,이익잉여금 변화율,부채총계 변화율,비유동자산 변화율,국제유가 변화율,소비자물가지수 변화율,Label,Code
2,하이트진로,2024,Q2,생활소비재,0.028627711658482734,0.0952911325626229,0.24580088480732942,0.0211601212922512,0.00016175982469013306,0.01979840167061564,-0.110334699467731,0.06823672954739804,000080
2,대림산업,2024,Q2,건설,-0.1396906751773595,-0.03347821246029781,0.0004414926622158255,-0.14289834552690517,-0.0016719761976460301,0.01979840167061564,-0.110334699467731,-0.13955218472851136,000210
2,현대건설,2024,Q2,건설,-0.07875553631097454,0.03668679085043358,0.020975820109975896,0.07022825308212366,0.037989151914656016,0.01979840167061564,-0.110334699467731,0.030099223047776708,000720
2,CJ,2024,Q2,생활소비재,-0.17122467059725835,-0.2934323107426755,0.0833451866729138,-0.11429643101389741,0.04897929944839419,0.01979840167061564,-0.110334699467731,-0.059163245803340925,001040
2,대상,2024,Q2,생활소비재,0.1485137855390761,0.00031224785558281454,0.020950335689395194,-0.0009325486849928177,0.007073145785054358,0.01979840167061564,-0.110334699467731,-0.09678073320051425,001680
2,오리온,2024,Q2,생활소비재,0.1064926806430334,-0.7899815470531018,0.0580691164683147,-0.07392410839670294,0.0010536108177958692,0.01979840167061564,-0.110334699467731,0.12731873388248122,001800
2,KCC,2024,Q2,건설,0.05712589386307248,0.12363268344768064,0.0035699661962449447,0.025959854717018782,0.020714717375258207,0.01979840167061564,-0.110334699467731,-0.125567206032765,002380
2,아모레G,2024,Q2,생활소비재,-0.2562303020917185,-0.9254733221248838,0.0014948848475409005,-0.7494320908599703,-0.02110643985469285,0.01979840167061564,-0.110334699467731,0.0063917608834866135,002790
2,한일시멘트,2024,Q2,건설,0.06061801666025786,-0.8999927828149599,0.00029859745331917154,-0.23062841631696362,0.035877196884772866,0.01979840167061564,-0.110334699467731,0.11181229909402324,003300
2,남양유업,2024,Q2,생활소비재,0.045951548082037684,0.0415587228701042,-0.019939844469459622,-0.019816030122712935,-0.03725721260958326,0.01979840167061564,-0.110334699467731,0.4641145683163189,003920
2,농심,2024,Q2,생활소비재,0.08444982766988073,0.004992931480658269,0.011775325988728547,-0.02671056007928352,-0.007817650460232417,0.01979840167061564,-0.110334699467731,-0.07293287864881526,004370
2,빙그레,2024,Q2,생활소비재,0.12835130908752176,0.22511050956901935,1.188174274963242,-0.04355476540099923,0.029328965966966436,0.01979840167061564,-0.110334699467731,-0.11972007385289135,005180
2,롯데칠성,2024,Q2,생활소비재,0.10864647338456154,0.14531681844868127,0.006379277805625305,0.03628559018341471,0.002583496450661249,0.01979840167061564,-0.110334699467731,-0.12846413187448424,005300
2,현대그린푸드,2024,Q2,생활소비재,-0.0636380536335483,0.05807979472602387,0.004784546178857152,-0.07907888228088544,0.13817436168969133,0.01979840167061564,-0.110334699467731,0.18270638957002555,005440
2,삼립식품,2024,Q2,생활소비재,-0.07848034376593117,0.03677224172098037,0.1221050543554496,0.006959751294713046,0.00027421780842651344,0.01979840167061564,-0.110334699467731,-0.032944255213092855,005610
2,크라운제과,2024,Q2,생활소비재,0.018625563830069178,-0.6122400396019743,-0.0032769239754928403,-0.08300917449380751,-0.00048499109324728895,0.01979840167061564,-0.110334699467731,-0.007127261749040575,005740
2,GS리테일,2024,Q2,생활소비재,0.0586600120846085,0.08999443236600513,0.01859405112564061,0.008130028288675817,-0.10705575293836456,0.01979840167061564,-0.110334699467731,0.08145056787194851,007070
2,오뚜기,2024,Q2,생활소비재,-0.007607883268906927,-0.03618007793864819,0.014554249873378833,-0.020273537941296937,-0.018379229071753933,0.01979840167061564,-0.110334699467731,0.03902453230191315,007310
2,아이에스동서,2024,Q2,건설,-0.12215167583464032,-0.02055258776118285,0.02439198914616103,-0.10837331083579871,0.008030559257473424,0.01979840167061564,-0.110334699467731,-0.054445562463042774,010780
