code,name,sector
000050,경방,경기소비재
000080,하이트진로,생활소비재
000100,유한양행,헬스케어
000120,CJ대한통운,산업재
000150,두산,산업재
000210,대림산업,건설
000230,일동제약,헬스케어
000240,한국타이어월드와이드,경기소비재
000270,기아차,경기소비재
000480,조선내화,철강_소재
000640,동아쏘시오홀딩스,헬스케어
000660,SK하이닉스,정보기술
000670,영풍,철강_소재
000720,현대건설,건설
000880,한화,에너지_화학
001040,CJ,생활소비재
001120,LG상사,산업재
001230,동국제강,철강_소재
001430,세아베스틸,철강_소재
001680,대상,생활소비재
001740,SK네트웍스,경기소비재
001800,오리온,생활소비재
002240,고려제강,철강_소재
002350,넥센타이어,경기소비재
002380,KCC,건설
002790,아모레G,생활소비재
002960,한국쉘석유,에너지_화학
003000,부광약품,헬스케어
003030,세아제강,철강_소재
003200,일신방직,경기소비재
003240,태광산업,에너지_화학
003300,한일시멘트,건설
003490,대한항공,산업재
003520,영진약품,헬스케어
003550,LG,정보기술
003570,S&T중공업,산업재
003620,쌍용차,경기소비재
003920,남양유업,생활소비재
004000,삼성정밀화학,에너지_화학
004020,현대제철,철강_소재
004150,한솔홀딩스,경기소비재
004170,신세계,경기소비재
004370,농심,생활소비재
004490,세방전지,경기소비재
004700,조광피혁,경기소비재
004710,한솔테크닉스,정보기술
004800,효성,에너지_화학
005090,삼광글라스,철강_소재
005180,빙그레,생활소비재
005300,롯데칠성,생활소비재
005380,현대차,경기소비재
005440,현대그린푸드,생활소비재
005490,POSCO,철강_소재
005610,삼립식품,생활소비재
005740,크라운제과,생활소비재
005850,에스엘,경기소비재
005930,삼성전자,정보기술
006120,SK케미칼,에너지_화학
006260,LS,산업재
006280,녹십자,헬스케어
006400,삼성SDI,정보기술
006650,대한유화,에너지_화학
007070,GS리테일,생활소비재
007310,오뚜기,생활소비재
007340,동아타이어,경기소비재
007570,일양약품,헬스케어
007690,국도화학,에너지_화학
007860,서연,경기소비재
008060,대덕전자,정보기술
008490,서흥,헬스케어
008770,호텔신라,경기소비재
009150,삼성전기,정보기술
009240,한샘,경기소비재
009290,광동제약,헬스케어
009540,현대중공업,중공업
009580,무림P&P,철강_소재
009680,모토닉,경기소비재
009830,한화케미칼,에너지_화학
010060,OCI,에너지_화학
010120,LS산전,산업재
010130,고려아연,철강_소재
010140,삼성중공업,중공업
010620,현대미포조선,중공업
010690,화신,경기소비재
010780,아이에스동서,건설
010950,S-Oil,에너지_화학
011070,LG이노텍,정보기술
011170,롯데케미칼,에너지_화학
011200,현대상선,산업재
011210,현대위아,경기소비재
011780,금호석유,에너지_화학
011790,SKC,에너지_화학
012330,현대모비스,경기소비재
012450,한화테크윈,중공업
012630,현대산업,건설
012750,에스원,경기소비재
014680,한솔케미칼,에너지_화학
014820,동원시스템즈,에너지_화학
014830,유니드,에너지_화학
015760,한국전력,생활소비재
017670,SK텔레콤,커뮤니케이션서비스
017800,현대엘리베이,중공업
018260,삼성에스디에스,정보기술
018880,한온시스템,경기소비재
019680,대교,경기소비재
020000,한섬,경기소비재
020150,일진머티리얼즈,정보기술
021240,코웨이,경기소비재
023530,롯데쇼핑,경기소비재
025540,한국단자,산업재
025860,남해화학,에너지_화학
028050,삼성엔지니어링,건설
028260,삼성물산,경기소비재
029530,신도리코,정보기술
030000,제일기획,커뮤니케이션서비스
030200,KT,커뮤니케이션서비스
032640,LG유플러스,커뮤니케이션서비스
033530,세종공업,경기소비재
033780,KT&G,생활소비재
033920,무학,생활소비재
034020,두산중공업,중공업
034120,SBS,커뮤니케이션서비스
034220,LG디스플레이,정보기술
034730,SK,정보기술
035250,강원랜드,경기소비재
035420,NAVER,커뮤니케이션서비스
036460,한국가스공사,생활소비재
036570,엔씨소프트,커뮤니케이션서비스
036580,팜스코,생활소비재
042660,대우조선해양,중공업
042670,두산인프라코어,중공업
042700,한미반도체,정보기술
047040,대우건설,건설
047050,대우인터내셔널,산업재
047810,한국항공우주,산업재
049770,동원F&B,생활소비재
051600,한전KPS,산업재
051900,LG생활건강,생활소비재
051910,LG화학,에너지_화학
052690,한전기술,건설
060980,한라홀딩스,경기소비재
064350,현대로템,중공업
064960,S&T모티브,경기소비재
066570,LG전자,정보기술
069260,휴켐스,에너지_화학
069620,대웅제약,헬스케어
069960,현대백화점,경기소비재
073240,금호타이어,경기소비재
078520,에이블씨엔씨,생활소비재
078930,GS,에너지_화학
079430,현대리바트,경기소비재
079980,휴비스,에너지_화학
082740,두산엔진,중공업
084870,베이직하우스,경기소비재
086280,현대글로비스,산업재
090430,아모레퍼시픽,생활소비재
093050,LF,경기소비재
093370,후성,에너지_화학
096770,SK이노베이션,에너지_화학
097230,한진중공업,중공업
097950,CJ제일제당,생활소비재
103140,풍산,철강_소재
104700,한국철강,철강_소재
105630,한세실업,경기소비재
108670,LG하우시스,건설
111770,영원무역,경기소비재
114090,GKL,경기소비재
120110,코오롱인더,에너지_화학
128940,한미약품,헬스케어
139480,이마트,생활소비재
145990,삼양사,생활소비재
161390,한국타이어,경기소비재
161890,한국콜마,생활소비재
170900,동아에스티,헬스케어
185750,종근당,헬스케어
192820,코스맥스,생활소비재
