code,name,year,quarter,disclosure_date
4150,한솔홀딩스,2020,Q1,2020-05-15
4150,한솔홀딩스,2020,Q2,2020-08-14
4150,한솔홀딩스,2020,Q3,2020-11-13
4150,한솔홀딩스,2020,Q4,2021-03-31
4150,한솔홀딩스,2021,Q1,2021-05-16
4150,한솔홀딩스,2021,Q2,2021-08-12
4150,한솔홀딩스,2021,Q3,2021-11-13
4150,한솔홀딩스,2021,Q4,2022-03-17
4150,한솔홀딩스,2022,Q1,2022-05-13
4150,한솔홀딩스,2022,Q2,2022-08-12
4150,한솔홀딩스,2022,Q3,2022-11-11
4150,한솔홀딩스,2022,Q4,2023-03-21
4150,한솔홀딩스,2023,Q1,2023-05-12
4150,한솔홀딩스,2023,Q2,2023-08-11
4150,한솔홀딩스,2023,Q3,2023-11-14
4150,한솔홀딩스,2023,Q4,2024-03-19
4150,한솔홀딩스,2024,Q1,2024-05-13
4150,한솔홀딩스,2024,Q2,2024-08-13
4150,한솔홀딩스,2024,Q3,2024-11-14
4150,한솔홀딩스,2024,Q4,2025-03-19
4170,신세계,2015,Q4,2016-03-30
4170,신세계,2016,Q1,2016-05-16
4170,신세계,2016,Q2,2016-08-16
4170,신세계,2016,Q3,2016-11-11
4170,신세계,2016,Q4,2017-03-29
4170,신세계,2017,Q1,2017-05-12
4170,신세계,2017,Q2,2017-08-14
4170,신세계,2017,Q3,2017-11-14
4170,신세계,2017,Q4,2018-04-02
4170,신세계,2018,Q1,2018-05-15
4170,신세계,2018,Q2,2018-08-14
4170,신세계,2018,Q3,2018-11-14
4170,신세계,2018,Q4,2019-04-01
4170,신세계,2019,Q1,2019-05-15
4170,신세계,2019,Q2,2019-08-14
4170,신세계,2019,Q3,2019-11-14
4170,신세계,2019,Q4,2020-03-30
4170,신세계,2020,Q1,2020-05-15
4170,신세계,2020,Q2,2020-09-23
4170,신세계,2020,Q3,2020-11-16
4170,신세계,2020,Q4,2021-03-16
4170,신세계,2021,Q1,2021-05-17
4170,신세계,2021,Q2,2021-08-17
4170,신세계,2021,Q3,2021-11-15
4170,신세계,2021,Q4,2022-03-16
4170,신세계,2022,Q1,2022-05-16
4170,신세계,2022,Q2,2022-08-16
4170,신세계,2022,Q3,2022-11-14
4170,신세계,2022,Q4,2023-03-15
4170,신세계,2023,Q1,2023-05-15
4170,신세계,2023,Q2,2023-08-14
4170,신세계,2023,Q3,2023-11-14
4170,신세계,2023,Q4,2024-03-13
4170,신세계,2024,Q1,2024-05-16
4170,신세계,2024,Q2,2024-08-14
4170,신세계,2024,Q3,2024-11-14
4170,신세계,2024,Q4,2025-03-13
4370,농심,2015,Q4,2016-05-16
4370,농심,2016,Q1,2016-05-16
4370,농심,2016,Q2,2016-08-16
4370,농심,2016,Q3,2016-11-14
4370,농심,2016,Q4,2017-03-30
4370,농심,2017,Q1,2017-05-15
4370,농심,2017,Q2,2017-08-14
4370,농심,2017,Q3,2017-11-14
4370,농심,2017,Q4,2018-03-30
4370,농심,2018,Q1,2018-05-15
4370,농심,2018,Q2,2018-08-14
4370,농심,2018,Q3,2018-11-14
4370,농심,2018,Q4,2019-03-29
4370,농심,2019,Q1,2019-05-15
4370,농심,2019,Q2,2019-08-14
4370,농심,2019,Q3,2019-11-14
4370,농심,2019,Q4,2020-03-30
4370,농심,2020,Q1,2020-05-15
4370,농심,2020,Q2,2020-08-14
4370,농심,2020,Q3,2020-11-16
4370,농심,2020,Q4,2021-03-17
4370,농심,2021,Q1,2021-05-17
4370,농심,2021,Q2,2021-08-17
4370,농심,2021,Q3,2021-11-15
4370,농심,2021,Q4,2022-03-17
4370,농심,2022,Q1,2022-05-16
4370,농심,2022,Q2,2022-08-16
4370,농심,2022,Q3,2022-11-14
4370,농심,2022,Q4,2023-03-16
4370,농심,2023,Q1,2023-05-15
4370,농심,2023,Q2,2023-08-11
4370,농심,2023,Q3,2023-11-14
4370,농심,2023,Q4,2024-03-14
4370,농심,2024,Q1,2024-05-16
4370,농심,2024,Q2,2024-08-14
4370,농심,2024,Q3,2024-11-14
4370,농심,2024,Q4,2025-03-14
4490,세방전지,2015,Q4,2016-03-30
4490,세방전지,2016,Q1,2016-05-16
4490,세방전지,2016,Q2,2016-08-12
4490,세방전지,2016,Q3,2016-11-14
4490,세방전지,2016,Q4,2017-03-31
4490,세방전지,2017,Q1,2017-05-15
4490,세방전지,2017,Q2,2017-08-11
4490,세방전지,2017,Q3,2017-11-14
4490,세방전지,2017,Q4,2018-04-02
4490,세방전지,2018,Q1,2018-05-15
4490,세방전지,2018,Q2,2018-08-14
4490,세방전지,2018,Q3,2018-11-14
4490,세방전지,2018,Q4,2019-04-01
4490,세방전지,2019,Q1,2019-05-15
4490,세방전지,2019,Q2,2019-08-14
4490,세방전지,2019,Q3,2019-11-14
4490,세방전지,2019,Q4,2020-03-30
4490,세방전지,2020,Q1,2020-05-15
4490,세방전지,2020,Q2,2020-08-14
4490,세방전지,2020,Q3,2020-11-16
4490,세방전지,2020,Q4,2021-03-16
4490,세방전지,2021,Q1,2021-05-17
4490,세방전지,2021,Q2,2021-08-17
4490,세방전지,2021,Q3,2021-11-15
4490,세방전지,2021,Q4,2022-03-15
4490,세방전지,2022,Q1,2022-05-16
4490,세방전지,2022,Q2,2022-08-16
4490,세방전지,2022,Q3,2022-11-14
4490,세방전지,2022,Q4,2023-03-08
4490,세방전지,2023,Q1,2023-05-15
4490,세방전지,2023,Q2,2023-11-24
4490,세방전지,2023,Q3,2023-11-14
4490,세방전지,2023,Q4,2024-03-13
4490,세방전지,2024,Q1,2024-05-14
4490,세방전지,2024,Q2,2024-08-14
4490,세방전지,2024,Q3,2024-11-14
4490,세방전지,2024,Q4,2025-03-13
4700,조광피혁,2015,Q4,2016-03-30
4700,조광피혁,2016,Q1,2016-05-16
4700,조광피혁,2016,Q2,2016-08-16
4700,조광피혁,2016,Q3,2016-11-14
4700,조광피혁,2016,Q4,2017-03-31
4700,조광피혁,2017,Q1,2017-05-16
4700,조광피혁,2017,Q2,2017-08-12
4700,조광피혁,2017,Q3,2017-11-13
4700,조광피혁,2017,Q4,2018-03-31
4700,조광피혁,2018,Q1,2018-05-16
4700,조광피혁,2018,Q2,2018-08-12
4700,조광피혁,2018,Q3,2018-11-13
4700,조광피혁,2018,Q4,2019-03-31
4700,조광피혁,2019,Q1,2019-05-16
4700,조광피혁,2019,Q2,2019-08-12
4700,조광피혁,2019,Q3,2019-11-13
4700,조광피혁,2019,Q4,2020-03-31
4700,조광피혁,2020,Q1,2020-05-16
4700,조광피혁,2020,Q2,2020-08-12
4700,조광피혁,2020,Q3,2020-11-13
4700,조광피혁,2020,Q4,2021-03-31
4700,조광피혁,2021,Q1,2021-05-16
4700,조광피혁,2021,Q2,2021-08-12
4700,조광피혁,2021,Q3,2021-11-13
4700,조광피혁,2021,Q4,2022-08-18
4700,조광피혁,2022,Q1,2022-08-18
4700,조광피혁,2022,Q2,2022-08-18
4700,조광피혁,2022,Q3,2022-11-14
4700,조광피혁,2022,Q4,2023-03-16
4700,조광피혁,2023,Q1,2023-05-15
4700,조광피혁,2023,Q2,2023-08-14
4700,조광피혁,2023,Q3,2023-11-14
4700,조광피혁,2023,Q4,2024-03-20
4700,조광피혁,2024,Q1,2024-05-16
4700,조광피혁,2024,Q2,2024-08-14
4700,조광피혁,2024,Q3,2024-11-14
4700,조광피혁,2024,Q4,2025-03-20
4710,한솔테크닉스,2015,Q4,2016-04-07
4710,한솔테크닉스,2016,Q1,2016-05-16
4710,한솔테크닉스,2016,Q2,2016-08-12
4710,한솔테크닉스,2016,Q3,2016-11-14
4710,한솔테크닉스,2016,Q4,2017-03-31
4710,한솔테크닉스,2017,Q1,2017-05-12
4710,한솔테크닉스,2017,Q2,2017-08-11
4710,한솔테크닉스,2017,Q3,2017-11-13
4710,한솔테크닉스,2017,Q4,2018-03-23
4710,한솔테크닉스,2018,Q1,2018-05-14
4710,한솔테크닉스,2018,Q2,2018-08-13
4710,한솔테크닉스,2018,Q3,2018-11-12
4710,한솔테크닉스,2018,Q4,2019-06-25
4710,한솔테크닉스,2019,Q1,2019-05-07
4710,한솔테크닉스,2019,Q2,2019-08-13
4710,한솔테크닉스,2019,Q3,2019-11-12
4710,한솔테크닉스,2019,Q4,2020-03-30
4710,한솔테크닉스,2020,Q1,2020-05-11
4710,한솔테크닉스,2020,Q2,2020-08-13
4710,한솔테크닉스,2020,Q3,2020-11-13
4710,한솔테크닉스,2020,Q4,2021-03-16
4710,한솔테크닉스,2021,Q1,2021-05-14
4710,한솔테크닉스,2021,Q2,2021-08-11
4710,한솔테크닉스,2021,Q3,2021-11-12
4710,한솔테크닉스,2021,Q4,2022-03-15
4710,한솔테크닉스,2022,Q1,2022-05-13
4710,한솔테크닉스,2022,Q2,2022-08-16
4710,한솔테크닉스,2022,Q3,2022-11-11
4710,한솔테크닉스,2022,Q4,2023-03-28
4710,한솔테크닉스,2023,Q1,2023-05-15
4710,한솔테크닉스,2023,Q2,2023-08-11
4710,한솔테크닉스,2023,Q3,2023-11-14
4710,한솔테크닉스,2023,Q4,2024-03-13
4710,한솔테크닉스,2024,Q1,2024-05-13
4710,한솔테크닉스,2024,Q2,2024-08-13
4710,한솔테크닉스,2024,Q3,2024-11-13
4710,한솔테크닉스,2024,Q4,2025-03-13
4800,효성,2015,Q4,2016-03-30
4800,효성,2016,Q1,2016-05-16
4800,효성,2016,Q2,2016-08-16
4800,효성,2016,Q3,2016-11-14
4800,효성,2016,Q4,2017-03-31
4800,효성,2017,Q1,2017-05-15
4800,효성,2017,Q2,2017-08-14
4800,효성,2017,Q3,2017-11-14
4800,효성,2017,Q4,2018-03-26
4800,효성,2018,Q1,2018-05-15
4800,효성,2018,Q2,2018-08-14
4800,효성,2018,Q3,2018-11-12
4800,효성,2018,Q4,2019-04-01
4800,효성,2019,Q1,2019-05-15
4800,효성,2019,Q2,2019-08-14
4800,효성,2019,Q3,2019-11-14
4800,효성,2019,Q4,2020-03-30
4800,효성,2020,Q1,2020-05-15
4800,효성,2020,Q2,2020-08-14
4800,효성,2020,Q3,2020-11-16
4800,효성,2020,Q4,2021-03-24
4800,효성,2021,Q1,2021-05-17
4800,효성,2021,Q2,2021-08-17
4800,효성,2021,Q3,2021-11-15
4800,효성,2021,Q4,2022-03-10
4800,효성,2022,Q1,2022-05-16
4800,효성,2022,Q2,2022-08-16
4800,효성,2022,Q3,2022-11-14
4800,효성,2022,Q4,2023-03-09
4800,효성,2023,Q1,2023-05-15
4800,효성,2023,Q2,2023-08-11
4800,효성,2023,Q3,2023-11-14
4800,효성,2023,Q4,2024-03-15
4800,효성,2024,Q1,2024-05-21
4800,효성,2024,Q2,2024-08-14
4800,효성,2024,Q3,2024-11-14
4800,효성,2024,Q4,2025-03-15
5090,삼광글라스,2015,Q4,2016-03-30
5090,삼광글라스,2016,Q1,2016-05-16
5090,삼광글라스,2016,Q2,2016-08-16
5090,삼광글라스,2016,Q3,2016-11-14
5090,삼광글라스,2016,Q4,2017-03-31
5090,삼광글라스,2017,Q1,2017-05-15
5090,삼광글라스,2017,Q2,2017-08-14
5090,삼광글라스,2017,Q3,2017-11-14
5090,삼광글라스,2017,Q4,2018-11-06
5090,삼광글라스,2018,Q1,2018-11-14
5090,삼광글라스,2018,Q2,2018-11-14
5090,삼광글라스,2018,Q3,2018-11-14
5090,삼광글라스,2018,Q4,2019-04-01
5090,삼광글라스,2019,Q1,2019-05-15
5090,삼광글라스,2019,Q2,2019-08-14
5090,삼광글라스,2019,Q3,2019-11-14
5090,삼광글라스,2019,Q4,2020-03-13
5090,삼광글라스,2020,Q1,2020-06-03
5090,삼광글라스,2020,Q2,2020-08-13
5090,삼광글라스,2020,Q3,2020-11-16
5090,삼광글라스,2020,Q4,2021-03-18
5090,삼광글라스,2021,Q1,2021-05-14
5090,삼광글라스,2021,Q2,2021-08-12
5090,삼광글라스,2021,Q3,2021-11-15
5090,삼광글라스,2021,Q4,2022-08-12
5090,삼광글라스,2022,Q1,2022-05-13
5090,삼광글라스,2022,Q2,2022-08-12
5090,삼광글라스,2022,Q3,2022-11-14
5090,삼광글라스,2022,Q4,2023-03-09
5090,삼광글라스,2023,Q1,2023-05-12
5090,삼광글라스,2023,Q2,2023-08-11
5090,삼광글라스,2023,Q3,2023-11-14
5090,삼광글라스,2023,Q4,2024-03-13
5090,삼광글라스,2024,Q1,2024-05-16
5090,삼광글라스,2024,Q2,2024-08-14
5090,삼광글라스,2024,Q3,2024-11-14
5090,삼광글라스,2024,Q4,2025-03-13
5180,빙그레,2015,Q4,2016-03-30
5180,빙그레,2016,Q1,2016-05-13
5180,빙그레,2016,Q2,2016-08-12
5180,빙그레,2016,Q3,2016-11-14
5180,빙그레,2016,Q4,2017-03-31
5180,빙그레,2017,Q1,2017-05-12
5180,빙그레,2017,Q2,2017-08-14
5180,빙그레,2017,Q3,2017-11-14
5180,빙그레,2017,Q4,2018-04-02
5180,빙그레,2018,Q1,2018-08-14
5180,빙그레,2018,Q2,2018-08-14
5180,빙그레,2018,Q3,2018-11-13
5180,빙그레,2018,Q4,2019-04-01
5180,빙그레,2019,Q1,2019-05-15
5180,빙그레,2019,Q2,2019-08-14
5180,빙그레,2019,Q3,2019-11-14
5180,빙그레,2019,Q4,2020-03-30
5180,빙그레,2020,Q1,2020-05-15
5180,빙그레,2020,Q2,2020-08-14
5180,빙그레,2020,Q3,2020-11-16
5180,빙그레,2020,Q4,2021-03-17
5180,빙그레,2021,Q1,2021-05-17
5180,빙그레,2021,Q2,2021-08-17
5180,빙그레,2021,Q3,2021-11-15
5180,빙그레,2021,Q4,2022-08-12
5180,빙그레,2022,Q1,2022-05-16
5180,빙그레,2022,Q2,2022-08-12
5180,빙그레,2022,Q3,2022-11-14
5180,빙그레,2022,Q4,2023-03-15
5180,빙그레,2023,Q1,2023-05-15
5180,빙그레,2023,Q2,2023-08-14
5180,빙그레,2023,Q3,2023-11-14
5180,빙그레,2023,Q4,2024-03-13
5180,빙그레,2024,Q1,2024-05-16
5180,빙그레,2024,Q2,2024-08-14
5180,빙그레,2024,Q3,2024-11-14
5180,빙그레,2024,Q4,2025-03-13
5300,롯데칠성,2015,Q4,2016-06-08
5300,롯데칠성,2016,Q1,2016-06-08
5300,롯데칠성,2016,Q2,2016-08-16
5300,롯데칠성,2016,Q3,2016-11-14
5300,롯데칠성,2016,Q4,2017-03-30
5300,롯데칠성,2017,Q1,2017-05-15
5300,롯데칠성,2017,Q2,2017-12-05
5300,롯데칠성,2017,Q3,2017-12-06
5300,롯데칠성,2017,Q4,2018-03-30
5300,롯데칠성,2018,Q1,2018-05-15
5300,롯데칠성,2018,Q2,2018-08-14
5300,롯데칠성,2018,Q3,2018-11-14
5300,롯데칠성,2018,Q4,2019-04-01
5300,롯데칠성,2019,Q1,2019-05-15
5300,롯데칠성,2019,Q2,2019-08-14
5300,롯데칠성,2019,Q3,2019-11-14
5300,롯데칠성,2019,Q4,2020-03-30
5300,롯데칠성,2020,Q1,2020-05-15
5300,롯데칠성,2020,Q2,2020-08-13
5300,롯데칠성,2020,Q3,2020-11-16
5300,롯데칠성,2020,Q4,2021-03-15
5300,롯데칠성,2021,Q1,2021-05-17
5300,롯데칠성,2021,Q2,2021-08-13
5300,롯데칠성,2021,Q3,2021-11-12
5300,롯데칠성,2021,Q4,2022-03-17
5300,롯데칠성,2022,Q1,2022-05-13
5300,롯데칠성,2022,Q2,2022-08-12
5300,롯데칠성,2022,Q3,2022-11-11
5300,롯데칠성,2022,Q4,2023-03-15
5300,롯데칠성,2023,Q1,2023-05-15
5300,롯데칠성,2023,Q2,2023-08-11
5300,롯데칠성,2023,Q3,2023-11-14
5300,롯데칠성,2023,Q4,2024-03-26
5300,롯데칠성,2024,Q1,2024-05-14
5300,롯데칠성,2024,Q2,2024-08-13
5300,롯데칠성,2024,Q3,2024-11-13
5300,롯데칠성,2024,Q4,2025-03-26
5380,현대차,2015,Q4,2016-03-31
5380,현대차,2016,Q1,2016-05-16
5380,현대차,2016,Q2,2016-08-12
5380,현대차,2016,Q3,2016-11-13
5380,현대차,2016,Q4,2017-03-31
5380,현대차,2017,Q1,2017-05-16
5380,현대차,2017,Q2,2017-08-12
5380,현대차,2017,Q3,2017-11-13
5380,현대차,2017,Q4,2018-03-31
5380,현대차,2018,Q1,2018-05-16
5380,현대차,2018,Q2,2018-08-12
5380,현대차,2018,Q3,2018-11-13
5380,현대차,2018,Q4,2019-03-31
5380,현대차,2019,Q1,2019-05-16
5380,현대차,2019,Q2,2019-08-12
5380,현대차,2019,Q3,2019-11-13
5380,현대차,2019,Q4,2020-03-31
5380,현대차,2020,Q1,2020-05-16
5380,현대차,2020,Q2,2020-08-12
5380,현대차,2020,Q3,2020-11-13
5380,현대차,2020,Q4,2021-03-31
5380,현대차,2021,Q1,2021-05-16
5380,현대차,2021,Q2,2021-08-12
5380,현대차,2021,Q3,2021-11-13
5380,현대차,2021,Q4,2022-02-17
5380,현대차,2022,Q1,2022-05-16
5380,현대차,2022,Q2,2022-08-16
5380,현대차,2022,Q3,2022-11-14
5380,현대차,2022,Q4,2023-03-31
5380,현대차,2023,Q1,2023-05-16
5380,현대차,2023,Q2,2023-08-12
5380,현대차,2023,Q3,2023-11-13
5380,현대차,2023,Q4,2024-03-13
5380,현대차,2024,Q1,2024-05-16
5380,현대차,2024,Q2,2024-08-14
5380,현대차,2024,Q3,2024-11-14
5380,현대차,2024,Q4,2025-03-13
5440,현대그린푸드,2015,Q4,2016-03-30
5440,현대그린푸드,2016,Q1,2016-05-16
5440,현대그린푸드,2016,Q2,2016-08-16
5440,현대그린푸드,2016,Q3,2016-11-14
5440,현대그린푸드,2016,Q4,2017-03-31
5440,현대그린푸드,2017,Q1,2017-05-15
5440,현대그린푸드,2017,Q2,2017-08-14
5440,현대그린푸드,2017,Q3,2017-11-14
5440,현대그린푸드,2017,Q4,2018-04-02
5440,현대그린푸드,2018,Q1,2018-05-15
5440,현대그린푸드,2018,Q2,2018-08-14
5440,현대그린푸드,2018,Q3,2018-11-14
5440,현대그린푸드,2018,Q4,2019-04-01
5440,현대그린푸드,2019,Q1,2019-05-15
5440,현대그린푸드,2019,Q2,2019-08-14
5440,현대그린푸드,2019,Q3,2019-11-14
5440,현대그린푸드,2019,Q4,2020-03-30
5440,현대그린푸드,2020,Q1,2020-05-15
5440,현대그린푸드,2020,Q2,2020-08-14
5440,현대그린푸드,2020,Q3,2020-11-16
5440,현대그린푸드,2020,Q4,2021-03-19
5440,현대그린푸드,2021,Q1,2021-05-17
5440,현대그린푸드,2021,Q2,2021-08-17
5440,현대그린푸드,2021,Q3,2021-11-15
5440,현대그린푸드,2021,Q4,2022-03-21
5440,현대그린푸드,2022,Q1,2022-05-16
5440,현대그린푸드,2022,Q2,2022-08-16
5440,현대그린푸드,2022,Q3,2022-11-14
5440,현대그린푸드,2022,Q4,2023-03-21
5440,현대그린푸드,2023,Q1,2023-05-15
5440,현대그린푸드,2023,Q2,2023-08-14
5440,현대그린푸드,2023,Q3,2023-11-14
5440,현대그린푸드,2023,Q4,2024-03-20
5440,현대그린푸드,2024,Q1,2024-05-16
5440,현대그린푸드,2024,Q2,2024-08-14
5440,현대그린푸드,2024,Q3,2024-11-14
5440,현대그린푸드,2024,Q4,2025-03-20
5490,POSCO,2015,Q4,2016-03-30
5490,POSCO,2016,Q1,2016-05-16
5490,POSCO,2016,Q2,2016-08-16
5490,POSCO,2016,Q3,2016-11-14
5490,POSCO,2016,Q4,2017-03-31
5490,POSCO,2017,Q1,2017-05-15
5490,POSCO,2017,Q2,2017-08-14
5490,POSCO,2017,Q3,2017-11-14
5490,POSCO,2017,Q4,2018-04-30
5490,POSCO,2018,Q1,2018-05-15
5490,POSCO,2018,Q2,2018-09-11
5490,POSCO,2018,Q3,2018-11-14
5490,POSCO,2018,Q4,2019-04-01
5490,POSCO,2019,Q1,2019-05-15
5490,POSCO,2019,Q2,2019-08-14
5490,POSCO,2019,Q3,2019-11-14
5490,POSCO,2019,Q4,2020-03-20
5490,POSCO,2020,Q1,2020-05-15
5490,POSCO,2020,Q2,2020-08-13
5490,POSCO,2020,Q3,2020-11-19
5490,POSCO,2020,Q4,2021-03-04
5490,POSCO,2021,Q1,2021-05-24
5490,POSCO,2021,Q2,2021-08-13
5490,POSCO,2021,Q3,2021-11-15
5490,POSCO,2021,Q4,2022-04-29
5490,POSCO,2022,Q1,2022-05-16
5490,POSCO,2022,Q2,2022-08-16
5490,POSCO,2022,Q3,2022-11-14
5490,POSCO,2022,Q4,2023-03-09
5490,POSCO,2023,Q1,2023-05-15
5490,POSCO,2023,Q2,2023-08-14
5490,POSCO,2023,Q3,2023-11-14
5490,POSCO,2023,Q4,2024-03-22
5490,POSCO,2024,Q1,2024-05-16
5490,POSCO,2024,Q2,2024-08-14
5490,POSCO,2024,Q3,2024-11-14
5490,POSCO,2024,Q4,2025-03-22
5610,삼립식품,2015,Q4,2016-03-30
5610,삼립식품,2016,Q1,2016-05-16
5610,삼립식품,2016,Q2,2016-08-16
5610,삼립식품,2016,Q3,2016-11-14
5610,삼립식품,2016,Q4,2017-03-30
5610,삼립식품,2017,Q1,2017-05-15
5610,삼립식품,2017,Q2,2017-08-14
5610,삼립식품,2017,Q3,2017-11-14
5610,삼립식품,2017,Q4,2018-04-02
5610,삼립식품,2018,Q1,2018-05-15
5610,삼립식품,2018,Q2,2018-08-14
5610,삼립식품,2018,Q3,2018-11-14
5610,삼립식품,2018,Q4,2019-04-01
5610,삼립식품,2019,Q1,2019-05-15
5610,삼립식품,2019,Q2,2019-08-14
5610,삼립식품,2019,Q3,2019-11-14
5610,삼립식품,2019,Q4,2020-03-30
5610,삼립식품,2020,Q1,2020-05-15
5610,삼립식품,2020,Q2,2020-08-14
5610,삼립식품,2020,Q3,2020-11-16
5610,삼립식품,2020,Q4,2021-03-18
5610,삼립식품,2021,Q1,2021-05-17
5610,삼립식품,2021,Q2,2021-08-17
5610,삼립식품,2021,Q3,2021-11-15
5610,삼립식품,2021,Q4,2022-03-17
5610,삼립식품,2022,Q1,2022-05-16
5610,삼립식품,2022,Q2,2022-08-16
5610,삼립식품,2022,Q3,2022-11-14
5610,삼립식품,2022,Q4,2023-03-16
5610,삼립식품,2023,Q1,2023-05-15
5610,삼립식품,2023,Q2,2023-08-11
5610,삼립식품,2023,Q3,2023-11-14
5610,삼립식품,2023,Q4,2024-03-21
5610,삼립식품,2024,Q1,2024-05-14
5610,삼립식품,2024,Q2,2024-08-14
5610,삼립식품,2024,Q3,2024-11-14
5610,삼립식품,2024,Q4,2025-03-21
5740,크라운제과,2015,Q4,2016-03-30
5740,크라운제과,2016,Q1,2016-05-16
5740,크라운제과,2016,Q2,2016-08-12
5740,크라운제과,2016,Q3,2016-11-14
5740,크라운제과,2016,Q4,2017-03-31
5740,크라운제과,2017,Q1,2017-05-16
5740,크라운제과,2017,Q2,2017-08-12
5740,크라운제과,2017,Q3,2017-11-13
5740,크라운제과,2017,Q4,2018-03-31
5740,크라운제과,2018,Q1,2018-05-16
5740,크라운제과,2018,Q2,2018-08-12
5740,크라운제과,2018,Q3,2018-11-13
5740,크라운제과,2018,Q4,2019-03-31
5740,크라운제과,2019,Q1,2019-05-16
5740,크라운제과,2019,Q2,2019-08-12
5740,크라운제과,2019,Q3,2019-11-13
5740,크라운제과,2019,Q4,2020-03-31
5740,크라운제과,2020,Q1,2020-05-16
5740,크라운제과,2020,Q2,2020-08-12
5740,크라운제과,2020,Q3,2020-11-13
5740,크라운제과,2020,Q4,2021-03-18
5740,크라운제과,2021,Q1,2021-05-17
5740,크라운제과,2021,Q2,2021-08-17
5740,크라운제과,2021,Q3,2021-11-15
5740,크라운제과,2021,Q4,2022-05-18
5740,크라운제과,2022,Q1,2022-05-18
5740,크라운제과,2022,Q2,2022-08-16
5740,크라운제과,2022,Q3,2022-11-14
5740,크라운제과,2022,Q4,2023-03-23
5740,크라운제과,2023,Q1,2023-05-15
5740,크라운제과,2023,Q2,2023-08-14
5740,크라운제과,2023,Q3,2023-11-14
5740,크라운제과,2023,Q4,2024-03-21
5740,크라운제과,2024,Q1,2024-05-16
5740,크라운제과,2024,Q2,2024-08-14
5740,크라운제과,2024,Q3,2024-11-14
5740,크라운제과,2024,Q4,2025-03-21
5850,에스엘,2015,Q4,2016-03-31
5850,에스엘,2016,Q1,2016-05-16
5850,에스엘,2016,Q2,2016-08-12
5850,에스엘,2016,Q3,2016-11-13
5850,에스엘,2016,Q4,2017-03-31
5850,에스엘,2017,Q1,2017-05-16
5850,에스엘,2017,Q2,2017-08-12
5850,에스엘,2017,Q3,2017-11-13
5850,에스엘,2017,Q4,2018-03-31
5850,에스엘,2018,Q1,2018-05-16
5850,에스엘,2018,Q2,2018-08-12
5850,에스엘,2018,Q3,2018-11-13
5850,에스엘,2018,Q4,2019-04-19
5850,에스엘,2019,Q1,2019-05-15
5850,에스엘,2019,Q2,2019-08-14
5850,에스엘,2019,Q3,2019-11-14
5850,에스엘,2019,Q4,2020-05-15
5850,에스엘,2020,Q1,2020-06-08
5850,에스엘,2020,Q2,2020-08-14
5850,에스엘,2020,Q3,2020-11-16
5850,에스엘,2020,Q4,2021-03-23
5850,에스엘,2021,Q1,2021-05-21
5850,에스엘,2021,Q2,2021-08-17
5850,에스엘,2021,Q3,2021-11-15
5850,에스엘,2021,Q4,2022-09-30
5850,에스엘,2022,Q1,2022-05-16
5850,에스엘,2022,Q2,2022-08-16
5850,에스엘,2022,Q3,2022-11-14
5850,에스엘,2022,Q4,2023-03-21
5850,에스엘,2023,Q1,2023-05-15
5850,에스엘,2023,Q2,2023-08-14
5850,에스엘,2023,Q3,2023-11-14
5850,에스엘,2023,Q4,2024-03-18
5850,에스엘,2024,Q1,2024-05-16
5850,에스엘,2024,Q2,2024-08-14
5850,에스엘,2024,Q3,2024-11-14
5850,에스엘,2024,Q4,2025-03-18
5930,삼성전자,2015,Q4,2016-03-30
5930,삼성전자,2016,Q1,2016-05-16
5930,삼성전자,2016,Q2,2016-08-16
5930,삼성전자,2016,Q3,2016-11-14
5930,삼성전자,2016,Q4,2017-03-31
5930,삼성전자,2017,Q1,2017-05-15
5930,삼성전자,2017,Q2,2017-08-14
5930,삼성전자,2017,Q3,2017-11-14
5930,삼성전자,2017,Q4,2018-04-02
5930,삼성전자,2018,Q1,2018-05-15
5930,삼성전자,2018,Q2,2018-08-14
5930,삼성전자,2018,Q3,2018-11-14
5930,삼성전자,2018,Q4,2019-04-01
5930,삼성전자,2019,Q1,2019-05-15
5930,삼성전자,2019,Q2,2019-08-14
5930,삼성전자,2019,Q3,2019-11-14
5930,삼성전자,2019,Q4,2020-03-30
5930,삼성전자,2020,Q1,2020-05-15
5930,삼성전자,2020,Q2,2020-08-14
5930,삼성전자,2020,Q3,2020-11-16
5930,삼성전자,2020,Q4,2021-03-09
5930,삼성전자,2021,Q1,2021-05-17
5930,삼성전자,2021,Q2,2021-08-17
5930,삼성전자,2021,Q3,2021-11-15
5930,삼성전자,2021,Q4,2022-03-08
5930,삼성전자,2022,Q1,2022-05-16
5930,삼성전자,2022,Q2,2022-08-16
5930,삼성전자,2022,Q3,2022-11-14
5930,삼성전자,2022,Q4,2023-03-07
5930,삼성전자,2023,Q1,2023-05-15
5930,삼성전자,2023,Q2,2023-08-14
5930,삼성전자,2023,Q3,2023-11-14
5930,삼성전자,2023,Q4,2024-03-12
5930,삼성전자,2024,Q1,2024-05-16
5930,삼성전자,2024,Q2,2024-08-14
5930,삼성전자,2024,Q3,2024-11-14
5930,삼성전자,2024,Q4,2025-03-12
6120,SK케미칼,2015,Q4,2016-05-16
6120,SK케미칼,2016,Q1,2016-05-16
6120,SK케미칼,2016,Q2,2016-08-12
6120,SK케미칼,2016,Q3,2016-11-11
