code,name,year,quarter,disclosure_date
12450,한화테크윈,2019,Q4,2020-03-30
12450,한화테크윈,2020,Q1,2020-05-15
12450,한화테크윈,2020,Q2,2020-08-13
12450,한화테크윈,2020,Q3,2020-11-16
12450,한화테크윈,2020,Q4,2021-03-19
12450,한화테크윈,2021,Q1,2021-05-14
12450,한화테크윈,2021,Q2,2021-08-17
12450,한화테크윈,2021,Q3,2021-11-12
12450,한화테크윈,2021,Q4,2022-08-12
12450,한화테크윈,2022,Q1,2022-05-16
12450,한화테크윈,2022,Q2,2022-08-12
12450,한화테크윈,2022,Q3,2022-11-11
12450,한화테크윈,2022,Q4,2023-03-21
12450,한화테크윈,2023,Q1,2023-05-12
12450,한화테크윈,2023,Q2,2023-08-11
12450,한화테크윈,2023,Q3,2023-11-14
12450,한화테크윈,2023,Q4,2024-03-29
12450,한화테크윈,2024,Q1,2024-05-14
12450,한화테크윈,2024,Q2,2024-08-14
12450,한화테크윈,2024,Q3,2024-11-13
12450,한화테크윈,2024,Q4,2025-03-29
12630,현대산업,2015,Q4,2016-03-30
12630,현대산업,2016,Q1,2016-05-16
12630,현대산업,2016,Q2,2016-08-16
12630,현대산업,2016,Q3,2016-11-14
12630,현대산업,2016,Q4,2017-03-31
12630,현대산업,2017,Q1,2017-05-15
12630,현대산업,2017,Q2,2017-08-11
12630,현대산업,2017,Q3,2017-11-28
12630,현대산업,2017,Q4,2018-04-02
12630,현대산업,2018,Q1,2018-05-31
12630,현대산업,2018,Q2,2018-08-13
12630,현대산업,2018,Q3,2018-11-14
12630,현대산업,2018,Q4,2019-03-31
12630,현대산업,2019,Q1,2019-05-16
12630,현대산업,2019,Q2,2019-08-12
12630,현대산업,2019,Q3,2019-11-13
12630,현대산업,2019,Q4,2020-03-31
12630,현대산업,2020,Q1,2020-05-16
12630,현대산업,2020,Q2,2020-08-12
12630,현대산업,2020,Q3,2020-11-13
12630,현대산업,2020,Q4,2021-02-09
12630,현대산업,2021,Q1,2021-05-17
12630,현대산업,2021,Q2,2021-08-17
12630,현대산업,2021,Q3,2021-11-15
12630,현대산업,2021,Q4,2022-03-21
12630,현대산업,2022,Q1,2022-05-16
12630,현대산업,2022,Q2,2022-08-16
12630,현대산업,2022,Q3,2022-11-14
12630,현대산업,2022,Q4,2023-03-16
12630,현대산업,2023,Q1,2023-05-15
12630,현대산업,2023,Q2,2023-08-14
12630,현대산업,2023,Q3,2023-11-14
12630,현대산업,2023,Q4,2024-03-21
12630,현대산업,2024,Q1,2024-05-16
12630,현대산업,2024,Q2,2024-08-14
12630,현대산업,2024,Q3,2024-11-14
12630,현대산업,2024,Q4,2025-03-21
12750,에스원,2015,Q4,2016-03-31
12750,에스원,2016,Q1,2016-05-16
12750,에스원,2016,Q2,2016-08-12
12750,에스원,2016,Q3,2016-11-13
12750,에스원,2016,Q4,2017-03-16
12750,에스원,2017,Q1,2017-05-15
12750,에스원,2017,Q2,2017-08-11
12750,에스원,2017,Q3,2017-11-14
12750,에스원,2017,Q4,2018-04-02
12750,에스원,2018,Q1,2018-05-15
12750,에스원,2018,Q2,2018-08-14
12750,에스원,2018,Q3,2018-11-14
12750,에스원,2018,Q4,2019-04-01
12750,에스원,2019,Q1,2019-05-15
12750,에스원,2019,Q2,2019-08-14
12750,에스원,2019,Q3,2019-11-14
12750,에스원,2019,Q4,2020-03-30
12750,에스원,2020,Q1,2020-05-15
12750,에스원,2020,Q2,2020-08-14
12750,에스원,2020,Q3,2020-11-16
12750,에스원,2020,Q4,2021-03-10
12750,에스원,2021,Q1,2021-05-17
12750,에스원,2021,Q2,2021-08-17
12750,에스원,2021,Q3,2021-11-15
12750,에스원,2021,Q4,2022-03-08
12750,에스원,2022,Q1,2022-05-16
12750,에스원,2022,Q2,2022-08-16
12750,에스원,2022,Q3,2022-11-14
12750,에스원,2022,Q4,2023-03-07
12750,에스원,2023,Q1,2023-05-15
12750,에스원,2023,Q2,2023-08-14
12750,에스원,2023,Q3,2023-11-14
12750,에스원,2023,Q4,2024-03-13
12750,에스원,2024,Q1,2024-05-16
12750,에스원,2024,Q2,2024-08-14
12750,에스원,2024,Q3,2024-11-14
12750,에스원,2024,Q4,2025-03-13
14680,한솔케미칼,2015,Q4,2016-03-23
14680,한솔케미칼,2016,Q1,2016-05-13
14680,한솔케미칼,2016,Q2,2016-08-16
14680,한솔케미칼,2016,Q3,2016-11-14
14680,한솔케미칼,2016,Q4,2017-03-31
14680,한솔케미칼,2017,Q1,2017-05-15
14680,한솔케미칼,2017,Q2,2017-08-11
14680,한솔케미칼,2017,Q3,2017-11-13
14680,한솔케미칼,2017,Q4,2018-03-26
14680,한솔케미칼,2018,Q1,2018-05-15
14680,한솔케미칼,2018,Q2,2018-08-14
14680,한솔케미칼,2018,Q3,2018-11-12
14680,한솔케미칼,2018,Q4,2019-03-29
14680,한솔케미칼,2019,Q1,2019-05-15
14680,한솔케미칼,2019,Q2,2019-08-14
14680,한솔케미칼,2019,Q3,2019-11-14
14680,한솔케미칼,2019,Q4,2020-03-31
14680,한솔케미칼,2020,Q1,2020-05-15
14680,한솔케미칼,2020,Q2,2020-08-14
14680,한솔케미칼,2020,Q3,2020-11-12
14680,한솔케미칼,2020,Q4,2021-03-17
14680,한솔케미칼,2021,Q1,2021-05-12
14680,한솔케미칼,2021,Q2,2021-08-12
14680,한솔케미칼,2021,Q3,2021-11-12
14680,한솔케미칼,2021,Q4,2022-03-15
14680,한솔케미칼,2022,Q1,2022-05-12
14680,한솔케미칼,2022,Q2,2022-08-12
14680,한솔케미칼,2022,Q3,2022-11-11
14680,한솔케미칼,2022,Q4,2023-03-13
14680,한솔케미칼,2023,Q1,2023-05-15
14680,한솔케미칼,2023,Q2,2023-08-11
14680,한솔케미칼,2023,Q3,2023-11-10
14680,한솔케미칼,2023,Q4,2024-03-12
14680,한솔케미칼,2024,Q1,2024-05-14
14680,한솔케미칼,2024,Q2,2024-08-13
14680,한솔케미칼,2024,Q3,2024-11-13
14680,한솔케미칼,2024,Q4,2025-03-12
14820,동원시스템즈,2015,Q4,2016-03-29
14820,동원시스템즈,2016,Q1,2016-05-13
14820,동원시스템즈,2016,Q2,2016-08-08
14820,동원시스템즈,2016,Q3,2016-11-14
14820,동원시스템즈,2016,Q4,2017-03-30
14820,동원시스템즈,2017,Q1,2017-05-12
14820,동원시스템즈,2017,Q2,2017-10-13
14820,동원시스템즈,2017,Q3,2017-11-14
14820,동원시스템즈,2017,Q4,2018-03-29
14820,동원시스템즈,2018,Q1,2018-05-15
14820,동원시스템즈,2018,Q2,2018-08-14
14820,동원시스템즈,2018,Q3,2018-11-14
14820,동원시스템즈,2018,Q4,2019-03-29
14820,동원시스템즈,2019,Q1,2019-05-15
14820,동원시스템즈,2019,Q2,2019-08-14
14820,동원시스템즈,2019,Q3,2019-11-14
14820,동원시스템즈,2019,Q4,2020-03-30
14820,동원시스템즈,2020,Q1,2020-05-14
14820,동원시스템즈,2020,Q2,2020-08-13
14820,동원시스템즈,2020,Q3,2020-11-13
14820,동원시스템즈,2020,Q4,2021-03-17
14820,동원시스템즈,2021,Q1,2021-05-14
14820,동원시스템즈,2021,Q2,2021-08-13
14820,동원시스템즈,2021,Q3,2021-11-15
14820,동원시스템즈,2021,Q4,2022-05-10
14820,동원시스템즈,2022,Q1,2022-05-16
14820,동원시스템즈,2022,Q2,2022-08-12
14820,동원시스템즈,2022,Q3,2022-11-14
14820,동원시스템즈,2022,Q4,2023-03-20
14820,동원시스템즈,2023,Q1,2023-05-12
14820,동원시스템즈,2023,Q2,2023-08-11
14820,동원시스템즈,2023,Q3,2023-11-13
14820,동원시스템즈,2023,Q4,2024-03-19
14820,동원시스템즈,2024,Q1,2024-05-13
14820,동원시스템즈,2024,Q2,2024-08-09
14820,동원시스템즈,2024,Q3,2024-11-12
14820,동원시스템즈,2024,Q4,2025-03-19
14830,유니드,2015,Q4,2016-03-30
14830,유니드,2016,Q1,2016-05-16
14830,유니드,2016,Q2,2016-08-16
14830,유니드,2016,Q3,2016-11-14
14830,유니드,2016,Q4,2017-07-21
14830,유니드,2017,Q1,2017-05-15
14830,유니드,2017,Q2,2017-08-11
14830,유니드,2017,Q3,2017-11-14
14830,유니드,2017,Q4,2018-03-30
14830,유니드,2018,Q1,2018-05-15
14830,유니드,2018,Q2,2018-08-14
14830,유니드,2018,Q3,2018-11-14
14830,유니드,2018,Q4,2019-03-29
14830,유니드,2019,Q1,2019-05-15
14830,유니드,2019,Q2,2019-08-14
14830,유니드,2019,Q3,2019-11-14
14830,유니드,2019,Q4,2020-03-30
14830,유니드,2020,Q1,2020-05-15
14830,유니드,2020,Q2,2020-08-14
14830,유니드,2020,Q3,2020-11-13
14830,유니드,2020,Q4,2021-03-10
14830,유니드,2021,Q1,2021-05-14
14830,유니드,2021,Q2,2021-08-13
14830,유니드,2021,Q3,2021-11-12
14830,유니드,2021,Q4,2022-03-08
14830,유니드,2022,Q1,2022-05-16
14830,유니드,2022,Q2,2022-08-12
14830,유니드,2022,Q3,2022-11-11
14830,유니드,2022,Q4,2023-03-08
14830,유니드,2023,Q1,2023-05-15
14830,유니드,2023,Q2,2023-08-11
14830,유니드,2023,Q3,2023-11-13
14830,유니드,2023,Q4,2024-03-20
14830,유니드,2024,Q1,2024-05-14
14830,유니드,2024,Q2,2024-08-14
14830,유니드,2024,Q3,2024-11-13
14830,유니드,2024,Q4,2025-03-20
15760,한국전력,2015,Q4,2016-05-02
15760,한국전력,2016,Q1,2016-05-13
15760,한국전력,2016,Q2,2016-09-01
15760,한국전력,2016,Q3,2016-11-14
15760,한국전력,2016,Q4,2017-05-02
15760,한국전력,2017,Q1,2017-05-15
15760,한국전력,2017,Q2,2017-08-14
15760,한국전력,2017,Q3,2017-11-14
15760,한국전력,2017,Q4,2018-05-02
15760,한국전력,2018,Q1,2018-05-15
15760,한국전력,2018,Q2,2018-08-14
15760,한국전력,2018,Q3,2018-11-14
15760,한국전력,2018,Q4,2019-05-02
15760,한국전력,2019,Q1,2019-05-15
15760,한국전력,2019,Q2,2019-08-14
15760,한국전력,2019,Q3,2019-11-14
15760,한국전력,2019,Q4,2020-05-04
15760,한국전력,2020,Q1,2020-05-15
15760,한국전력,2020,Q2,2020-08-14
15760,한국전력,2020,Q3,2020-11-16
15760,한국전력,2020,Q4,2021-05-14
15760,한국전력,2021,Q1,2021-05-17
15760,한국전력,2021,Q2,2021-08-17
15760,한국전력,2021,Q3,2021-11-15
15760,한국전력,2021,Q4,2022-05-16
15760,한국전력,2022,Q1,2022-05-16
15760,한국전력,2022,Q2,2022-08-16
15760,한국전력,2022,Q3,2022-11-14
15760,한국전력,2022,Q4,2023-05-25
15760,한국전력,2023,Q1,2023-05-25
15760,한국전력,2023,Q2,2023-08-14
15760,한국전력,2023,Q3,2023-11-14
15760,한국전력,2023,Q4,2024-05-02
15760,한국전력,2024,Q1,2024-05-16
15760,한국전력,2024,Q2,2024-08-14
15760,한국전력,2024,Q3,2024-11-14
15760,한국전력,2024,Q4,2025-05-02
17670,SK텔레콤,2015,Q4,2016-05-16
17670,SK텔레콤,2016,Q1,2016-05-17
17670,SK텔레콤,2016,Q2,2016-08-16
17670,SK텔레콤,2016,Q3,2016-11-14
17670,SK텔레콤,2016,Q4,2017-04-28
17670,SK텔레콤,2017,Q1,2017-05-15
17670,SK텔레콤,2017,Q2,2017-08-14
17670,SK텔레콤,2017,Q3,2017-11-14
17670,SK텔레콤,2017,Q4,2018-04-30
17670,SK텔레콤,2018,Q1,2018-05-15
17670,SK텔레콤,2018,Q2,2018-08-14
17670,SK텔레콤,2018,Q3,2018-11-14
17670,SK텔레콤,2018,Q4,2019-04-30
17670,SK텔레콤,2019,Q1,2019-05-15
17670,SK텔레콤,2019,Q2,2019-08-14
17670,SK텔레콤,2019,Q3,2019-11-14
17670,SK텔레콤,2019,Q4,2020-05-04
17670,SK텔레콤,2020,Q1,2020-05-15
17670,SK텔레콤,2020,Q2,2020-08-14
17670,SK텔레콤,2020,Q3,2020-11-16
17670,SK텔레콤,2020,Q4,2021-04-30
17670,SK텔레콤,2021,Q1,2021-05-17
17670,SK텔레콤,2021,Q2,2021-08-18
17670,SK텔레콤,2021,Q3,2021-11-15
17670,SK텔레콤,2021,Q4,2022-08-12
17670,SK텔레콤,2022,Q1,2022-05-13
17670,SK텔레콤,2022,Q2,2022-08-12
17670,SK텔레콤,2022,Q3,2022-11-11
17670,SK텔레콤,2022,Q4,2023-04-28
17670,SK텔레콤,2023,Q1,2023-05-12
17670,SK텔레콤,2023,Q2,2023-08-11
17670,SK텔레콤,2023,Q3,2023-11-14
17670,SK텔레콤,2023,Q4,2024-04-30
17670,SK텔레콤,2024,Q1,2024-05-16
17670,SK텔레콤,2024,Q2,2024-08-14
17670,SK텔레콤,2024,Q3,2024-11-14
17670,SK텔레콤,2024,Q4,2025-04-30
17800,현대엘리베이,2015,Q4,2016-03-30
17800,현대엘리베이,2016,Q1,2016-05-16
17800,현대엘리베이,2016,Q2,2016-08-12
17800,현대엘리베이,2016,Q3,2016-11-14
17800,현대엘리베이,2016,Q4,2017-03-31
17800,현대엘리베이,2017,Q1,2017-05-15
17800,현대엘리베이,2017,Q2,2017-08-11
17800,현대엘리베이,2017,Q3,2017-11-14
17800,현대엘리베이,2017,Q4,2018-08-14
17800,현대엘리베이,2018,Q1,2018-05-15
17800,현대엘리베이,2018,Q2,2018-08-14
17800,현대엘리베이,2018,Q3,2018-11-14
17800,현대엘리베이,2018,Q4,2019-04-01
17800,현대엘리베이,2019,Q1,2019-05-15
17800,현대엘리베이,2019,Q2,2019-08-13
17800,현대엘리베이,2019,Q3,2019-11-14
17800,현대엘리베이,2019,Q4,2020-03-30
17800,현대엘리베이,2020,Q1,2020-05-15
17800,현대엘리베이,2020,Q2,2020-08-14
17800,현대엘리베이,2020,Q3,2020-11-16
17800,현대엘리베이,2020,Q4,2021-03-19
17800,현대엘리베이,2021,Q1,2021-05-17
17800,현대엘리베이,2021,Q2,2021-08-17
17800,현대엘리베이,2021,Q3,2021-11-15
17800,현대엘리베이,2021,Q4,2022-03-21
17800,현대엘리베이,2022,Q1,2022-05-16
17800,현대엘리베이,2022,Q2,2022-08-16
17800,현대엘리베이,2022,Q3,2022-11-14
17800,현대엘리베이,2022,Q4,2023-03-21
17800,현대엘리베이,2023,Q1,2023-05-15
17800,현대엘리베이,2023,Q2,2023-08-14
17800,현대엘리베이,2023,Q3,2023-11-14
17800,현대엘리베이,2023,Q4,2024-03-20
17800,현대엘리베이,2024,Q1,2024-05-16
17800,현대엘리베이,2024,Q2,2024-08-14
17800,현대엘리베이,2024,Q3,2024-11-14
17800,현대엘리베이,2024,Q4,2025-03-20
18260,삼성에스디에스,2015,Q4,2016-03-30
18260,삼성에스디에스,2016,Q1,2016-05-16
18260,삼성에스디에스,2016,Q2,2016-08-16
18260,삼성에스디에스,2016,Q3,2016-11-14
18260,삼성에스디에스,2016,Q4,2017-03-31
18260,삼성에스디에스,2017,Q1,2017-05-15
18260,삼성에스디에스,2017,Q2,2017-08-14
18260,삼성에스디에스,2017,Q3,2017-11-14
18260,삼성에스디에스,2017,Q4,2018-04-02
18260,삼성에스디에스,2018,Q1,2018-05-15
18260,삼성에스디에스,2018,Q2,2018-08-14
18260,삼성에스디에스,2018,Q3,2018-11-14
18260,삼성에스디에스,2018,Q4,2019-04-01
18260,삼성에스디에스,2019,Q1,2019-05-15
18260,삼성에스디에스,2019,Q2,2019-08-14
18260,삼성에스디에스,2019,Q3,2019-11-14
18260,삼성에스디에스,2019,Q4,2020-03-30
18260,삼성에스디에스,2020,Q1,2020-05-15
18260,삼성에스디에스,2020,Q2,2020-08-14
18260,삼성에스디에스,2020,Q3,2020-11-16
18260,삼성에스디에스,2020,Q4,2021-03-09
18260,삼성에스디에스,2021,Q1,2021-05-17
18260,삼성에스디에스,2021,Q2,2021-08-17
18260,삼성에스디에스,2021,Q3,2021-11-15
18260,삼성에스디에스,2021,Q4,2022-03-08
18260,삼성에스디에스,2022,Q1,2022-05-16
18260,삼성에스디에스,2022,Q2,2022-08-16
18260,삼성에스디에스,2022,Q3,2022-11-14
18260,삼성에스디에스,2022,Q4,2023-03-07
18260,삼성에스디에스,2023,Q1,2023-05-15
18260,삼성에스디에스,2023,Q2,2023-08-14
18260,삼성에스디에스,2023,Q3,2023-11-14
18260,삼성에스디에스,2023,Q4,2024-03-29
18260,삼성에스디에스,2024,Q1,2024-05-16
18260,삼성에스디에스,2024,Q2,2024-08-14
18260,삼성에스디에스,2024,Q3,2024-11-14
18260,삼성에스디에스,2024,Q4,2025-03-29
18880,한온시스템,2015,Q4,2016-03-30
18880,한온시스템,2016,Q1,2016-05-16
18880,한온시스템,2016,Q2,2016-08-16
18880,한온시스템,2016,Q3,2016-11-14
18880,한온시스템,2016,Q4,2017-03-31
18880,한온시스템,2017,Q1,2017-05-15
18880,한온시스템,2017,Q2,2017-08-14
18880,한온시스템,2017,Q3,2017-11-14
18880,한온시스템,2017,Q4,2018-03-30
18880,한온시스템,2018,Q1,2018-05-15
18880,한온시스템,2018,Q2,2018-08-14
18880,한온시스템,2018,Q3,2018-11-14
18880,한온시스템,2018,Q4,2019-04-09
18880,한온시스템,2019,Q1,2019-05-15
18880,한온시스템,2019,Q2,2019-08-14
18880,한온시스템,2019,Q3,2019-11-14
18880,한온시스템,2019,Q4,2020-03-30
18880,한온시스템,2020,Q1,2020-05-15
18880,한온시스템,2020,Q2,2020-08-14
18880,한온시스템,2020,Q3,2020-11-16
18880,한온시스템,2020,Q4,2021-03-19
18880,한온시스템,2021,Q1,2021-05-17
18880,한온시스템,2021,Q2,2021-08-17
18880,한온시스템,2021,Q3,2021-11-15
18880,한온시스템,2021,Q4,2022-08-16
18880,한온시스템,2022,Q1,2022-05-16
18880,한온시스템,2022,Q2,2022-08-16
18880,한온시스템,2022,Q3,2022-11-14
18880,한온시스템,2022,Q4,2023-05-15
18880,한온시스템,2023,Q1,2023-05-15
18880,한온시스템,2023,Q2,2023-08-14
18880,한온시스템,2023,Q3,2023-11-14
18880,한온시스템,2023,Q4,2024-03-20
18880,한온시스템,2024,Q1,2024-05-16
18880,한온시스템,2024,Q2,2024-08-14
18880,한온시스템,2024,Q3,2024-11-14
18880,한온시스템,2024,Q4,2025-03-20
19680,대교,2015,Q4,2016-03-30
19680,대교,2016,Q1,2016-05-16
19680,대교,2016,Q2,2016-08-16
19680,대교,2016,Q3,2016-11-14
19680,대교,2016,Q4,2017-03-30
19680,대교,2017,Q1,2017-05-15
19680,대교,2017,Q2,2017-08-14
19680,대교,2017,Q3,2017-11-14
19680,대교,2017,Q4,2018-04-02
19680,대교,2018,Q1,2018-05-15
19680,대교,2018,Q2,2018-08-14
19680,대교,2018,Q3,2018-11-14
19680,대교,2018,Q4,2019-04-01
19680,대교,2019,Q1,2019-05-15
19680,대교,2019,Q2,2019-08-14
19680,대교,2019,Q3,2019-11-14
19680,대교,2019,Q4,2020-03-30
19680,대교,2020,Q1,2020-05-15
19680,대교,2020,Q2,2020-08-14
19680,대교,2020,Q3,2020-11-16
19680,대교,2020,Q4,2021-03-18
19680,대교,2021,Q1,2021-05-14
19680,대교,2021,Q2,2021-08-13
19680,대교,2021,Q3,2021-11-15
19680,대교,2021,Q4,2022-03-31
19680,대교,2022,Q1,2022-05-16
19680,대교,2022,Q2,2022-08-12
19680,대교,2022,Q3,2022-11-13
19680,대교,2022,Q4,2023-07-13
19680,대교,2023,Q1,2023-05-15
19680,대교,2023,Q2,2023-08-21
19680,대교,2023,Q3,2023-11-22
19680,대교,2023,Q4,2024-03-14
19680,대교,2024,Q1,2024-05-16
19680,대교,2024,Q2,2024-08-14
19680,대교,2024,Q3,2024-11-14
19680,대교,2024,Q4,2025-03-14
20000,한섬,2015,Q4,2016-03-30
20000,한섬,2016,Q1,2016-05-16
20000,한섬,2016,Q2,2016-08-16
20000,한섬,2016,Q3,2016-11-14
20000,한섬,2016,Q4,2017-03-31
20000,한섬,2017,Q1,2017-05-15
20000,한섬,2017,Q2,2017-08-14
20000,한섬,2017,Q3,2017-11-14
20000,한섬,2017,Q4,2018-04-02
20000,한섬,2018,Q1,2018-05-15
20000,한섬,2018,Q2,2018-08-14
20000,한섬,2018,Q3,2018-11-14
20000,한섬,2018,Q4,2019-04-01
20000,한섬,2019,Q1,2019-05-15
20000,한섬,2019,Q2,2019-08-14
20000,한섬,2019,Q3,2019-11-14
20000,한섬,2019,Q4,2020-03-30
20000,한섬,2020,Q1,2020-05-15
20000,한섬,2020,Q2,2020-08-14
20000,한섬,2020,Q3,2020-11-16
20000,한섬,2020,Q4,2021-03-15
20000,한섬,2021,Q1,2021-05-17
20000,한섬,2021,Q2,2021-08-17
20000,한섬,2021,Q3,2021-11-15
20000,한섬,2021,Q4,2022-08-16
20000,한섬,2022,Q1,2022-05-16
20000,한섬,2022,Q2,2022-08-16
20000,한섬,2022,Q3,2022-11-14
20000,한섬,2022,Q4,2023-03-15
20000,한섬,2023,Q1,2023-05-15
20000,한섬,2023,Q2,2023-08-14
20000,한섬,2023,Q3,2023-11-14
20000,한섬,2023,Q4,2024-03-15
20000,한섬,2024,Q1,2024-05-14
20000,한섬,2024,Q2,2024-08-14
20000,한섬,2024,Q3,2024-11-14
20000,한섬,2024,Q4,2025-03-15
20150,일진머티리얼즈,2015,Q4,2016-03-30
20150,일진머티리얼즈,2016,Q1,2016-05-16
20150,일진머티리얼즈,2016,Q2,2016-08-16
20150,일진머티리얼즈,2016,Q3,2016-11-14
20150,일진머티리얼즈,2016,Q4,2017-03-31
20150,일진머티리얼즈,2017,Q1,2017-05-15
20150,일진머티리얼즈,2017,Q2,2017-08-10
20150,일진머티리얼즈,2017,Q3,2017-11-15
20150,일진머티리얼즈,2017,Q4,2018-03-30
20150,일진머티리얼즈,2018,Q1,2018-05-15
20150,일진머티리얼즈,2018,Q2,2018-08-14
20150,일진머티리얼즈,2018,Q3,2018-11-14
20150,일진머티리얼즈,2018,Q4,2019-03-29
20150,일진머티리얼즈,2019,Q1,2019-05-15
20150,일진머티리얼즈,2019,Q2,2019-08-14
20150,일진머티리얼즈,2019,Q3,2019-11-14
20150,일진머티리얼즈,2019,Q4,2020-03-31
20150,일진머티리얼즈,2020,Q1,2020-05-16
20150,일진머티리얼즈,2020,Q2,2020-08-12
20150,일진머티리얼즈,2020,Q3,2020-11-13
20150,일진머티리얼즈,2020,Q4,2021-03-23
20150,일진머티리얼즈,2021,Q1,2021-05-17
20150,일진머티리얼즈,2021,Q2,2021-08-17
20150,일진머티리얼즈,2021,Q3,2021-11-15
20150,일진머티리얼즈,2021,Q4,2022-03-18
20150,일진머티리얼즈,2022,Q1,2022-05-16
20150,일진머티리얼즈,2022,Q2,2022-08-16
20150,일진머티리얼즈,2022,Q3,2022-11-14
20150,일진머티리얼즈,2022,Q4,2023-03-23
20150,일진머티리얼즈,2023,Q1,2023-05-15
20150,일진머티리얼즈,2023,Q2,2023-08-11
20150,일진머티리얼즈,2023,Q3,2023-11-14
20150,일진머티리얼즈,2023,Q4,2024-03-15
20150,일진머티리얼즈,2024,Q1,2024-05-14
20150,일진머티리얼즈,2024,Q2,2024-08-14
20150,일진머티리얼즈,2024,Q3,2024-11-13
20150,일진머티리얼즈,2024,Q4,2025-03-15
21240,코웨이,2015,Q4,2016-03-30
21240,코웨이,2016,Q1,2016-05-16
21240,코웨이,2016,Q2,2016-08-16
21240,코웨이,2016,Q3,2016-11-14
21240,코웨이,2016,Q4,2017-03-31
21240,코웨이,2017,Q1,2017-05-15
21240,코웨이,2017,Q2,2017-08-14
21240,코웨이,2017,Q3,2017-11-14
21240,코웨이,2017,Q4,2018-04-02
21240,코웨이,2018,Q1,2018-05-15
21240,코웨이,2018,Q2,2018-08-14
21240,코웨이,2018,Q3,2018-11-14
21240,코웨이,2018,Q4,2019-08-14
21240,코웨이,2019,Q1,2019-08-14
21240,코웨이,2019,Q2,2019-08-14
21240,코웨이,2019,Q3,2019-11-14
21240,코웨이,2019,Q4,2020-03-30
21240,코웨이,2020,Q1,2020-05-15
21240,코웨이,2020,Q2,2020-08-31
21240,코웨이,2020,Q3,2020-11-16
21240,코웨이,2020,Q4,2021-03-23
21240,코웨이,2021,Q1,2021-05-17
21240,코웨이,2021,Q2,2021-08-17
21240,코웨이,2021,Q3,2021-11-15
21240,코웨이,2021,Q4,2022-08-16
21240,코웨이,2022,Q1,2022-08-16
21240,코웨이,2022,Q2,2022-08-16
21240,코웨이,2022,Q3,2022-11-14
21240,코웨이,2022,Q4,2023-03-21
21240,코웨이,2023,Q1,2023-05-15
21240,코웨이,2023,Q2,2023-08-14
21240,코웨이,2023,Q3,2023-11-14
21240,코웨이,2023,Q4,2024-03-29
21240,코웨이,2024,Q1,2024-05-14
21240,코웨이,2024,Q2,2024-08-14
21240,코웨이,2024,Q3,2024-11-14
21240,코웨이,2024,Q4,2025-03-29
23530,롯데쇼핑,2015,Q4,2016-06-09
23530,롯데쇼핑,2016,Q1,2016-06-09
23530,롯데쇼핑,2016,Q2,2016-08-16
23530,롯데쇼핑,2016,Q3,2016-11-14
23530,롯데쇼핑,2016,Q4,2017-06-01
23530,롯데쇼핑,2017,Q1,2017-06-01
23530,롯데쇼핑,2017,Q2,2017-08-02
23530,롯데쇼핑,2017,Q3,2017-11-14
23530,롯데쇼핑,2017,Q4,2018-04-02
23530,롯데쇼핑,2018,Q1,2018-05-14
23530,롯데쇼핑,2018,Q2,2018-08-14
23530,롯데쇼핑,2018,Q3,2018-11-14
23530,롯데쇼핑,2018,Q4,2019-03-31
23530,롯데쇼핑,2019,Q1,2019-05-16
23530,롯데쇼핑,2019,Q2,2019-08-12
23530,롯데쇼핑,2019,Q3,2019-11-13
23530,롯데쇼핑,2019,Q4,2020-08-14
23530,롯데쇼핑,2020,Q1,2020-08-14
23530,롯데쇼핑,2020,Q2,2020-08-14
23530,롯데쇼핑,2020,Q3,2020-11-16
23530,롯데쇼핑,2020,Q4,2021-03-15
23530,롯데쇼핑,2021,Q1,2021-05-17
23530,롯데쇼핑,2021,Q2,2021-08-13
23530,롯데쇼핑,2021,Q3,2021-11-15
23530,롯데쇼핑,2021,Q4,2022-03-15
23530,롯데쇼핑,2022,Q1,2022-06-07
23530,롯데쇼핑,2022,Q2,2022-08-16
23530,롯데쇼핑,2022,Q3,2022-11-14
23530,롯데쇼핑,2022,Q4,2023-03-15
23530,롯데쇼핑,2023,Q1,2023-05-15
23530,롯데쇼핑,2023,Q2,2023-08-14
23530,롯데쇼핑,2023,Q3,2023-12-01
23530,롯데쇼핑,2023,Q4,2024-03-15
23530,롯데쇼핑,2024,Q1,2024-05-14
23530,롯데쇼핑,2024,Q2,2024-08-13
23530,롯데쇼핑,2024,Q3,2024-11-14
23530,롯데쇼핑,2024,Q4,2025-03-15
25540,한국단자,2015,Q4,2016-03-29
25540,한국단자,2016,Q1,2016-05-16
25540,한국단자,2016,Q2,2016-08-16
25540,한국단자,2016,Q3,2016-11-14
25540,한국단자,2016,Q4,2017-03-31
25540,한국단자,2017,Q1,2017-05-15
25540,한국단자,2017,Q2,2017-08-14
25540,한국단자,2017,Q3,2017-11-14
25540,한국단자,2017,Q4,2018-03-30
25540,한국단자,2018,Q1,2018-05-15
25540,한국단자,2018,Q2,2018-08-13
25540,한국단자,2018,Q3,2018-11-14
25540,한국단자,2018,Q4,2019-03-29
25540,한국단자,2019,Q1,2019-05-15
25540,한국단자,2019,Q2,2019-08-14
25540,한국단자,2019,Q3,2019-11-14
25540,한국단자,2019,Q4,2020-03-30
25540,한국단자,2020,Q1,2020-05-15
25540,한국단자,2020,Q2,2020-08-14
25540,한국단자,2020,Q3,2020-11-16
25540,한국단자,2020,Q4,2021-03-11
25540,한국단자,2021,Q1,2021-05-17
