날짜,시가,고가,저가,종가,거래량,등락률,SMA_20,SMA_60,EMA_20,RSI,BB_UPPER,BB_MIDDLE,BB_LOWER,MACD,MACD_SIGNAL,MACD_HIST,STOCH_SLOWK,STOCH_SLOWD,OBV
2020-03-02,134500,135500,130000,132000,46323,-1.1235955056179776,,,,,,,,,,,,,46323.0
2020-03-03,134500,137000,133000,135000,57397,2.272727272727273,,,,,,,,,,,,,103720.0
2020-03-04,136000,142500,135000,142000,71964,5.185185185185185,,,,,,,,,,,,,175684.0
2020-03-05,143000,143000,140000,142000,45374,0.0,,,,,,,,,,,,,175684.0
2020-03-06,141500,141500,138000,140500,32271,-1.056338028169014,,,,,,,,,,,,,143413.0
2020-03-09,141000,141500,134000,135500,64111,-3.558718861209965,,,,,,,,,,,,,79302.0
2020-03-10,135500,138500,135500,137000,44224,1.107011070110701,,,,,,,,,,,,,123526.0
2020-03-11,136500,139000,134500,136500,52057,-0.364963503649635,,,,,,,,,,,,,71469.0
2020-03-12,138000,138000,130000,132000,64481,-3.296703296703297,,,,,,,,,,,26.167471819645737,33.74623229695694,6988.0
2020-03-13,122000,125000,110000,122000,145289,-7.575757575757576,,,,,,,,,,,27.754773406947322,27.541982976765592,-138301.0
2020-03-16,126500,129000,118000,119500,89164,-2.0491803278688523,,,,,,,,,,,29.415054377573124,27.779099868055397,-227465.0
2020-03-17,113000,120500,112000,118500,110094,-0.8368200836820083,,,,,,,,,,,33.3880678708265,30.185965218448985,-337559.0
2020-03-18,122000,131000,121500,125500,112702,5.907172995780591,,,,,,,,,,,39.14203612479475,33.98171945773146,-224857.0
2020-03-19,128000,137000,118000,127000,181614,1.195219123505976,,,,,,,,,,,49.21015021589735,40.58008473717286,-43243.0
2020-03-20,130500,133500,124500,133500,109678,5.118110236220472,,,,51.45631067961165,,,,,,,68.10670194003528,52.15296276024245,66435.0
2020-03-23,127000,134500,123500,132000,76485,-1.1235955056179776,,,,49.8913830557567,,,,,,,76.32098765432099,64.54594660341787,-10050.0
2020-03-24,133000,134500,130500,132000,99427,0.0,,,,49.891383055756705,,,,,,,79.89473684210526,74.77414214548718,-10050.0
2020-03-25,133500,135000,128500,131000,122132,-0.7575757575757576,,,,48.745170108465864,,,,,,,74.03508771929825,76.75027073857483,-132182.0
2020-03-26,131500,132500,129000,129500,77888,-1.1450381679389312,,,,47.00086845850014,,,,,,,64.75972540045767,72.89651665395371,-210070.0
2020-03-27,132000,132500,126500,129500,103550,0.0,131625.0,,131625.0,47.00086845850014,144720.32359279448,131625.0,118529.67640720551,,,,57.58962623951182,65.46147978642257,-210070.0
2020-03-30,126500,133000,125500,132500,67910,2.3166023166023164,131650.0,,131708.33333333334,51.062764428652905,144750.0,131650.0,118550.0,,,,59.344012204424104,60.56445461479785,-142160.0
2020-03-31,133500,136000,132000,136000,83500,2.6415094339622645,131700.0,,132117.0634920635,55.361142273284855,144858.26736314473,131700.0,118541.73263685526,,,,75.28604118993135,64.07322654462241,-58660.0
2020-04-01,135500,136000,128000,128000,72016,-5.88235294117647,131000.0,,131724.96220710507,45.519468506953785,143357.18414526546,131000.0,118642.81585473454,,,,65.83124477861321,66.82043272432288,-130676.0
2020-04-02,129000,133000,126000,131000,68311,2.34375,130450.0,,131655.91818738077,49.1687758606557,141732.2870021995,130450.0,119167.7129978005,,,,58.730158730158735,66.61581489956775,-62365.0
2020-04-03,130000,130500,125500,127000,105709,-3.0534351145038165,129775.0,,131212.49740763023,44.854584864872294,140150.33132001094,129775.0,119399.66867998906,,,,30.158730158730165,51.573377889167354,-168074.0
2020-04-06,128500,131500,127500,131500,74357,3.543307086614173,129575.0,,131239.87860690354,50.15344356949283,139651.0855494582,129575.0,119498.91445054182,,,,41.26984126984127,43.38624338624337,-93717.0
2020-04-07,133000,136000,131500,135000,93191,2.6615969581749046,129475.0,,131597.98540624607,53.86648415361179,139290.67623752943,129475.0,119659.32376247057,,,,53.968253968253975,41.79894179894179,-526.0
2020-04-08,134500,138000,133500,136000,70682,0.7407407407407408,129450.0,,132017.22489136548,54.90016420411262,139196.28134213248,129450.0,119703.7186578675,,,,77.20634920634922,57.48148148148147,70156.0
2020-04-09,137000,137000,134500,136500,89270,0.3676470588235294,129675.0,,132444.15585409256,55.43780332207703,139844.93116987523,129675.0,119505.06883012476,,,,87.4920634920635,72.88888888888887,159426.0
2020-04-10,136000,136000,132500,135000,51587,-1.098901098901099,130325.0,,132687.5695822742,53.38183993644384,140103.93143446665,130325.0,120546.06856553335,,,,81.14285714285715,81.94708994708994,107839.0
