날짜,시가,고가,저가,종가,거래량,등락률,SMA_20,SMA_60,EMA_20,RSI,BB_UPPER,BB_MIDDLE,BB_LOWER,MACD,MACD_SIGNAL,MACD_HIST,STOCH_SLOWK,STOCH_SLOWD,OBV
2020-03-02,54300,55500,53600,55000,30403412,1.4760147601476017,,,,,,,,,,,,,30403412.0
2020-03-03,56700,56900,55100,55400,30330295,0.7272727272727273,,,,,,,,,,,,,60733707.0
2020-03-04,54800,57600,54600,57400,24765728,3.610108303249097,,,,,,,,,,,,,85499435.0
2020-03-05,57600,58000,56700,57800,21698990,0.6968641114982579,,,,,,,,,,,,,107198425.0
2020-03-06,56500,57200,56200,56500,18716656,-2.249134948096886,,,,,,,,,,,,,88481769.0
2020-03-09,54700,55000,53600,54200,30261485,-4.070796460176991,,,,,,,,,,,,,58220284.0
2020-03-10,53800,54900,53700,54600,32106554,0.7380073800738007,,,,,,,,,,,,,90326838.0
2020-03-11,54300,54400,52000,52100,45707281,-4.5787545787545785,,,,,,,,,,,,,44619557.0
2020-03-12,51000,51900,49300,50800,48149999,-2.495201535508637,,,,,,,,,,,14.460427055363766,20.409367941013514,-3530442.0
2020-03-13,47450,51600,46850,49950,59462933,-1.673228346456693,,,,,,,,,,,19.563606084923162,15.566933605684872,-62993375.0
2020-03-16,50100,50900,48800,48900,33339821,-2.1021021021021022,,,,,,,,,,,27.49666336580653,20.506898835364485,-96333196.0
2020-03-17,46900,49650,46700,47300,51218151,-3.2719836400818,,,,,,,,,,,23.764952039158498,23.608407163296064,-147551347.0
2020-03-18,47750,48350,45600,45600,40152623,-3.5940803382663846,,,,,,,,,,,11.086015433841524,20.782543612935516,-187703970.0
2020-03-19,46400,46650,42300,42950,56925513,-5.81140350877193,,,,,,,,,,,4.927151701345252,13.259373058115093,-244629483.0
2020-03-20,44150,45500,43550,45400,49730008,5.70430733410943,,,,27.033492822966508,,,,,,,14.345252979911647,10.119473371699476,-194899475.0
