날짜,시가,고가,저가,종가,거래량,등락률,SMA_20,SMA_60,EMA_20,RSI,BB_UPPER,BB_MIDDLE,BB_LOWER,MACD,MACD_SIGNAL,MACD_HIST,STOCH_SLOWK,STOCH_SLOWD,OBV
2020-03-02,128500,132000,125500,131000,1286047,3.968253968253968,,,,,,,,,,,,,1286047.0
2020-03-03,136000,136500,130000,131000,1219380,0.0,,,,,,,,,,,,,1286047.0
2020-03-04,129000,133500,128500,133000,873616,1.5267175572519085,,,,,,,,,,,,,2159663.0
2020-03-05,134500,135500,132000,134500,820724,1.1278195488721805,,,,,,,,,,,,,2980387.0
2020-03-06,132000,133000,130000,131500,555435,-2.2304832713754648,,,,,,,,,,,,,2424952.0
2020-03-09,128000,128000,121500,123000,1271059,-6.4638783269961975,,,,,,,,,,,,,1153893.0
2020-03-10,122500,129500,121500,128500,1377581,4.471544715447155,,,,,,,,,,,,,2531474.0
2020-03-11,128500,129000,120000,122000,1375292,-5.058365758754864,,,,,,,,,,,,,1156182.0
2020-03-12,119500,121000,110000,113500,2613065,-6.967213114754098,,,,,,,,,,,26.040205703599813,29.5076997180784,-1456883.0
2020-03-13,105500,113500,103000,111000,2181665,-2.202643171806168,,,,,,,,,,,19.436432118694153,23.259237697037054,-3638548.0
2020-03-16,112500,114000,103000,103000,1640758,-7.207207207207207,,,,,,,,,,,15.13535684987695,20.20399822405697,-5279306.0
2020-03-17,98700,106000,98700,103000,2058052,0.0,,,,,,,,,,,14.79336612906574,16.45505169921228,-5279306.0
2020-03-18,102500,104500,96900,96900,1992989,-5.922330097087379,,,,,,,,,,,4.730473047304734,11.553065342082471,-7272295.0
2020-03-19,100000,101000,81700,85700,2639619,-11.55830753353973,,,,,,,,,,,8.858440023568924,9.46075973331313,-9911914.0
2020-03-20,88400,97400,86100,96400,2158834,12.485414235705951,,,,26.62162162162162,,,,,,,19.298245614035093,10.962386228302913,-7753080.0
2020-03-23,89400,93200,87000,89200,1434217,-7.468879668049793,,,,24.096725630410237,,,,,,,29.58631145765649,19.247665698420164,-9187297.0
2020-03-24,92600,99200,92000,99000,1608106,10.986547085201794,,,,33.36108075134077,,,,,,,50.75074214221101,33.2117664046342,-7579191.0
2020-03-25,103500,106000,99600,102500,1745306,3.535353535353535,,,,36.34911638208747,,,,,,,64.11269944408346,48.149917681316985,-5833885.0
2020-03-26,102000,104000,99100,99200,1408917,-3.2195121951219514,,,,34.7662430309085,,,,,,,75.76768217667647,63.54370792099031,-7242802.0
2020-03-27,104000,104500,97000,99200,1165563,0.0,111655.0,,111655.0,34.766243030908505,143200.04556978797,111655.0,80109.95443021202,,,,71.87879328778759,70.5863916361825,-7242802.0
2020-03-30,96000,99700,94600,98300,894013,-0.9072580645161292,110020.0,,110383.09523809524,34.293889688964704,140764.46942134472,110020.0,79275.53057865529,,,,58.34655734814424,68.66434427086942,-8136815.0
2020-03-31,99700,100500,96600,97700,901129,-0.6103763987792472,108355.0,,109175.1814058957,33.962603274140356,137960.03166693123,108355.0,78749.96833306878,,,,45.46783625730995,58.56439563108059,-9037944.0
2020-04-01,96600,101000,95300,95500,913940,-2.2517911975435005,106480.0,,107872.78317676276,32.714686127166246,134300.32350638648,106480.0,78659.67649361352,,,,27.09463051568315,43.63634137371245,-9951884.0
2020-04-02,96200,97200,93700,96800,627117,1.3612565445026177,104595.0,,106818.23239802345,34.25203505710621,129524.37825137241,104595.0,79665.62174862759,,,,21.66253175025105,31.408332841081386,-9324767.0
2020-04-03,96900,98000,94600,95400,649893,-1.4462809917355373,102790.0,,105730.78169344978,33.36783693443064,124712.03457710985,102790.0,80867.96542289015,,,,20.360761342496502,23.039307869476904,-9974660.0
2020-04-06,96400,102500,95600,102000,1642997,6.918238993710692,101740.0,,105375.46915121647,41.08864574614613,121604.5815460583,101740.0,81875.4184539417,,,,48.769852251587416,30.264381781444996,-8331663.0
2020-04-07,106000,107000,102000,105000,1710652,2.941176470588235,100565.0,,105339.71018443395,44.25077572568347,116312.54266544466,100565.0,84817.45733455534,,,,67.52275302203205,45.551122205371996,-6621011.0
2020-04-08,104500,106000,102000,103000,1133563,-1.9047619047619049,99615.0,,105116.88064305928,42.60877558508833,112011.33413554184,99615.0,87218.66586445816,,,,83.06846662109821,66.45369063157257,-7754574.0
2020-04-09,105500,105500,102500,104000,677842,0.9708737864077668,99140.0,,105010.51105800601,43.73301963604793,110005.24735107305,99140.0,88274.75264892695,,,,76.89788988600536,75.82970317637854,-7076732.0
2020-04-10,104000,104500,101500,103000,607319,-0.9615384615384616,98740.0,,104819.03381438639,42.82948940494167,108345.29020904626,98740.0,89134.70979095374,,,,70.21451478157762,76.72695709622707,-7684051.0
2020-04-13,103000,103500,99400,99500,804527,-3.3980582524271843,98565.0,,104312.45916539722,39.73519719887355,107979.09050307039,98565.0,89150.90949692961,,,,47.344840596113954,64.81908175456566,-8488578.0
2020-04-14,101000,102500,100000,101500,614527,2.010050251256281,98490.0,,104044.60591154986,42.30049137857298,107784.70817185778,98490.0,89195.29182814222,,,,32.682083997873484,50.080479791855026,-7874051.0
2020-04-16,100500,106000,100000,105000,1030649,3.4482758620689653,98895.0,,104135.59582473559,46.58553320558953,108575.18078343582,98895.0,89214.81921656418,,,,39.32748538011697,39.78480332470148,-6843402.0
2020-04-17,109500,116000,108500,114000,2444154,8.571428571428571,100310.0,,105075.06288904649,55.696772712172724,110133.82817439311,100310.0,90486.17182560689,-3509.048788333035,-6990.3484005043465,3481.2996121713113,68.20615796519412,46.738575781061535,-4399248.0
