날짜,시가,고가,저가,종가,거래량,등락률,SMA_20,SMA_60,EMA_20,RSI,BB_UPPER,BB_MIDDLE,BB_LOWER,MACD,MACD_SIGNAL,MACD_HIST,STOCH_SLOWK,STOCH_SLOWD,OBV
2020-03-02,55900,57100,55900,56700,42579,1.6129032258064515,,,,,,,,,,,,,42579.0
2020-03-03,57400,58400,57200,57300,45352,1.058201058201058,,,,,,,,,,,,,87931.0
2020-03-04,56900,60200,56900,59500,56967,3.8394415357766154,,,,,,,,,,,,,144898.0
2020-03-05,59900,60300,58500,60200,37103,1.1764705882352942,,,,,,,,,,,,,182001.0
2020-03-06,59800,59800,58700,59300,36114,-1.495016611295681,,,,,,,,,,,,,145887.0
2020-03-09,58500,58700,57200,57500,54172,-3.0354131534569984,,,,,,,,,,,,,91715.0
2020-03-10,57500,58200,55700,55700,121398,-3.130434782608696,,,,,,,,,,,,,-29683.0
2020-03-11,56000,56100,45200,46350,644998,-16.786355475763017,,,,,,,,,,,,,-674681.0
2020-03-12,45650,46800,41550,42050,367920,-9.277238403451996,,,,,,,,,,,3.4518733557107844,14.504262114072617,-1042601.0
2020-03-13,38100,38500,34000,36500,445066,-13.198573127229489,,,,,,,,,,,6.825692519003631,6.232850054156419,-1487667.0
2020-03-16,37150,39150,35700,37550,207187,2.8767123287671232,,,,,,,,,,,9.1768683349597,6.484811403224707,-1280480.0
2020-03-17,35350,36900,34800,35900,181710,-4.394141145139813,,,,,,,,,,,11.12938801511838,9.043982956360571,-1462190.0
2020-03-18,36050,36450,32400,32400,153797,-9.749303621169917,,,,,,,,,,,7.755568851825532,9.353941733967872,-1615987.0
2020-03-19,32600,33400,25700,26050,286987,-19.59876543209877,,,,,,,,,,,3.7331718503815554,7.539376239108491,-1902974.0
2020-03-20,26800,27950,26050,27950,190652,7.293666026871401,,,,15.486194477791116,,,,,,,6.443618339529116,5.977453013912069,-1712322.0
2020-03-23,27500,27500,26400,27050,110420,-3.2200357781753133,,,,15.134013175706162,,,,,,,10.461475482386257,6.879421890765644,-1822742.0
2020-03-24,27950,32600,27550,32600,129758,20.51756007393715,,,,26.26938224101224,,,,,,,30.9894141585051,15.964835993473491,-1692984.0
2020-03-25,34800,37250,34000,35250,228536,8.128834355828221,,,,30.929542549617565,,,,,,,52.97453354139399,31.475141060761782,-1464448.0
2020-03-26,36000,37500,33750,36600,213075,3.829787234042553,,,,33.24434340264964,,,,,,,79.66992239562565,54.544623365174914,-1251373.0
2020-03-27,41000,42500,37250,38950,294236,6.420765027322404,43070.0,,43070.0,37.19042390521772,66894.53357360853,43070.0,19245.46642639147,,,,84.25801041141841,72.30082211614602,-957137.0
2020-03-30,36250,36600,33650,35500,316367,-8.857509627727858,42010.0,,42349.04761904762,34.01177150866045,65192.31222289959,42010.0,18827.687777100404,,,,74.42243535845206,79.45012272183205,-1273504.0
2020-03-31,35700,35900,33400,33400,347969,-5.915492957746479,40815.0,,41496.75736961451,32.20729574368186,63170.695023863605,40815.0,18459.304976136395,,,,43.709189361363265,67.46321171041126,-1621473.0
2020-04-01,33150,39800,32900,35000,521830,4.790419161676647,39590.0,,40878.018572508365,35.03532839633044,60343.592460101936,39590.0,18836.407539898064,,,,25.017419175027864,47.716347964947744,-1099643.0
2020-04-02,35700,36300,34050,35050,172104,0.1428571428571428,38332.5,,40322.96918465043,35.126404435521245,56867.71715545842,38332.5,19797.282844541583,,,,14.756944444444438,27.82785099361187,-927539.0
2020-04-03,35400,37200,34900,35450,233380,1.1412268188302426,37140.0,,39858.876881350385,35.9006085317105,53001.922960347525,37140.0,21278.077039652475,,,,27.075785024154584,22.28338288120898,-694159.0
2020-04-06,35700,36400,35450,36050,185040,1.692524682651622,36067.5,,39496.12670217416,37.1129491793469,48886.676065566775,36067.5,23248.323934433225,,,,35.00150966183574,25.61141304347827,-509119.0
2020-04-07,37950,37950,36000,36850,265726,2.219140083217753,35125.0,,39244.11463530043,38.775665848077814,44279.971327098734,35125.0,25970.028672901266,,,,46.6183574879227,36.23188405797102,-243393.0
2020-04-08,36950,38800,36100,38200,274443,3.6635006784260513,34717.5,,39144.675146224195,41.58257216487627,42453.14961719441,34717.5,26981.85038280559,,,,63.422323925756416,48.34739702517163,31050.0
2020-04-09,39000,41800,38550,41500,293091,8.638743455497382,34690.0,,39368.99179896475,47.87366239981847,42324.435146099546,34690.0,27055.564853900454,,,,80.08899059242309,63.37655733536741,324141.0
2020-04-10,42200,42200,39100,40500,249875,-2.409638554216868,34890.0,,39476.70686573001,46.24830075235155,42903.7756394848,34890.0,26876.2243605152,,,,85.94513659349661,76.48548370389204,74266.0
2020-04-13,40400,40400,39100,39300,117266,-2.9629629629629632,34977.5,,39459.87764042239,44.304434062847406,43142.3315965487,34977.5,26812.668403451302,,,,74.56426505982373,80.19946408191448,-43000.0
2020-04-14,39300,39950,39000,39150,139137,-0.381679389312977,35140.0,,39430.36548419169,44.05516851302061,43498.86355912094,35140.0,26781.13644087906,,,,59.346873755475904,73.28542513626543,-182137.0
2020-04-16,39150,39150,36600,37500,171479,-4.21455938697318,35395.0,,39246.52115236391,41.302411696082956,43715.030048022665,35395.0,27074.969951977335,,,,39.765745007680486,57.892294607660055,-353616.0
2020-04-17,37500,38650,37400,38100,176959,1.6,35997.5,,39137.328661662585,42.70439952966445,43192.53127164851,35997.5,28802.468728351487,-2584.458337737342,-4433.611002526376,1849.1526647890341,30.952380952380945,43.35499990517912,-176657.0
2020-04-20,38400,39950,38150,38650,178218,1.4435695538057742,36532.5,,39090.91640817091,44.02423604317897,42783.7618726142,36532.5,30281.2381273858,-2305.482564444872,-4007.9853149100754,1702.5027504652035,32.268170426065154,34.328765462042206,1561.0
2020-04-21,38200,38600,36550,37850,126431,-2.069857697283312,37072.5,,38972.73389310701,42.49100416860863,41575.32966588788,37072.5,32569.670334112117,-2124.456160133741,-3631.2794839548087,1506.8233238210678,39.656125608137984,34.2922256621947,-124870.0
2020-04-22,38000,38000,36050,37000,109343,-2.2457067371202117,37292.5,,38784.85447471587,40.86262371200829,41302.77118783755,37292.5,33282.22881216245,-2026.2222973813332,-3310.2680466401134,1284.0457492587802,38.84721229922468,36.92383611114261,-234213.0
2020-04-23,37150,38500,36800,38150,103147,3.1081081081081083,37437.5,,38724.392143790545,43.99005400624363,41350.41132023204,37437.5,33524.58867976796,-1834.429700667839,-3015.1003774456585,1180.6706767778196,38.81347410759175,39.105604004984805,-131066.0
2020-04-24,37600,37950,36700,36850,100773,-3.407601572739188,37450.0,,38545.878606286686,41.32924758275626,41353.71617820763,37450.0,33546.28382179237,-1766.9633676225858,-2765.472975481044,998.5096078584584,32.9059829059829,36.85555643759978,-231839.0
2020-04-27,36850,37900,36850,37600,76934,2.03527815468114,37382.5,,38455.794929497475,43.45425905409954,41226.36199023847,37382.5,33538.63800976153,-1634.1397349788967,-2539.2063273806148,905.066592401718,45.04776269482151,38.92240656946539,-154905.0
2020-04-28,38350,40750,38250,40650,267451,8.111702127659575,37640.0,,38664.766840973905,51.1956871257892,41632.06713370404,37640.0,33647.93286629596,-1268.1481169819453,-2284.994685300881,1016.8465683189356,59.72315822128087,45.892301274028426,112546.0
2020-04-29,40750,40750,38950,40350,107610,-0.7380073800738007,37987.5,,38825.26523707163,50.4638612518004,41638.09926587403,37987.5,34336.90073412597,-990.8823408648823,-2026.1722164136813,1035.289875548799,82.92670364704851,62.56587485438363,4936.0
2020-05-04,39250,39350,38200,38500,125954,-4.584882280049566,38162.5,,38794.28759544576,46.08860858839256,41549.515648029985,38162.5,34775.484351970015,-909.93756082029,-1802.925285295003,892.9877244747131,77.48008055336659,73.37664747389867,-121018.0
2020-05-06,38600,39350,38550,38700,81031,0.5194805194805194,38345.0,,38785.30782445093,46.62735493389029,41420.53247422296,38345.0,35269.46752577704,-820.1952110893981,-1606.379270453882,786.184059364484,60.6679328901551,73.6915723635234,-39987.0
2020-05-07,38700,39350,38550,38800,60272,0.2583979328165375,38512.5,,38786.70707926513,46.91301304558936,41289.52628723604,38512.5,35735.47371276396,-732.5600913732924,-1431.615434637764,699.0553432644717,38.469917881682576,58.872643775068106,20285.0
2020-05-08,39150,40650,38650,40100,131053,3.350515463917526,38715.0,,38911.78259552559,50.613541551354466,41330.1672986637,38715.0,36099.8327013363,-551.8481304404631,-1255.661973798304,703.8138433578408,48.49170437405731,49.20985171529835,151338.0
2020-05-11,40000,41050,38900,40300,152967,0.4987531172069825,38887.5,,39043.993776904106,51.177397195972866,41442.27494116409,38887.5,36332.72505883591,-388.0214017273902,-1082.1338593841213,694.1124576567311,57.24114207086344,48.067588108867795,304305.0
2020-05-12,40300,40450,38850,38950,90336,-3.349875930521092,38925.0,,39035.04198862753,47.25546112324099,41460.25146681744,38925.0,36389.74853318256,-362.9375384709638,-938.2945952014898,575.357056730526,54.73133814929481,53.48806153140521,213969.0
2020-05-13,38500,40200,38200,39500,97209,1.4120667522464698,38825.0,,39079.323703996335,48.97120032007773,41089.39837484485,38825.0,36560.60162515515,-295.2742548544338,-809.6905271320786,514.4162722776448,45.099415204678365,52.35729847494556,311178.0
2020-05-14,38200,39300,38100,38250,98707,-3.1645569620253164,38712.5,,39000.34049409192,45.35979014954606,40853.03147605916,38712.5,36571.96852394084,-338.6118616522581,-715.4747940361145,376.86293238385645,22.23292695014372,40.68789343470565,212471.0
2020-05-15,37700,37700,35550,35750,256963,-6.535947712418301,38535.0,,38690.78425655936,39.14252258896507,41013.326047960596,38535.0,36056.673952039404,-568.1372018881375,-686.0072756065191,117.8700737183816,18.1117148289316,28.481352327917907,-44492.0
2020-05-18,35750,35950,34200,35250,144069,-1.3986013986013983,38340.0,,38363.090517839424,38.02009985828232,41181.23212708853,38340.0,35498.76787291147,-781.3762895158143,-705.0810783883782,-76.29521112743612,8.507036466358498,16.283892748477953,-188561.0
2020-05-19,35550,36800,35550,36800,120304,4.397163120567376,38305.0,,38214.22475423567,43.4351292545706,41203.43060983009,38305.0,35406.56939016991,-815.8926540159518,-727.2433935138929,-88.64926050205895,21.256565656565655,15.95843898395193,-68257.0
2020-05-20,36750,37400,36200,36900,57454,0.2717391304347826,38245.0,,38089.060491927514,43.776417590469045,41206.908168731774,38245.0,35283.091831268226,-825.6602597751335,-746.926766766141,-78.73349300899247,37.69150326797385,22.485035130299348,-10803.0
2020-05-21,37350,37950,37050,37300,95057,1.084010840108401,38177.5,,38013.9118736487,45.20069431576916,41160.86638715395,38177.5,35194.13361284605,-791.9948767115275,-755.9403887552182,-36.05448795630923,59.64705882352941,39.53170924935632,84254.0
2020-05-22,37900,37900,36100,36500,67584,-2.1447721179624666,38110.0,,37869.729790444064,42.86205354495494,41179.78826631414,38110.0,35040.21173368586,-820.4109455168364,-768.8345001075419,-51.57644540929448,65.6470588235294,54.328540305010904,16670.0
2020-05-25,36500,37250,36100,36950,46862,1.2328767123287672,38107.5,,37782.13647706844,44.59844475012417,41180.97929877525,38107.5,35034.02070122475,-797.4273989054127,-774.553079867116,-22.874319038296676,67.44444444444444,64.24618736383444,63532.0
2020-05-26,37100,38350,37050,37950,122426,2.706359945872801,38097.5,,37798.1234792524,48.35446479837221,41171.66248757284,38097.5,35023.33751242716,-690.5607752194846,-757.7546189375897,67.19384371810509,67.2962962962963,66.79593318809006,185958.0
2020-05-27,38000,39750,38000,39200,179101,3.293807641633729,38215.0,,37931.63552884741,52.673666643680924,41269.03012427841,38215.0,35160.96987572159,-499.2486253206007,-706.0534202141919,206.80479489359118,75.16235413495689,69.96769829189923,365059.0
2020-05-28,39600,39750,37350,37700,146114,-3.826530612244898,38220.0,39557.5,37909.57500229051,47.53607089098867,41270.311459507044,38220.0,35169.688540492956,-463.3288654246644,-657.5085092562864,194.179643831622,70.32978183663116,70.92947742262812,218945.0
2020-05-29,37800,38300,36950,37600,144044,-0.2652519893899204,38067.5,39239.166666666664,37880.091668739035,47.20550922433519,40914.82769452341,38067.5,35220.17230547659,-437.8837103446567,-613.5835494739605,175.69983912930377,56.62100456621005,67.3710468459327,74901.0
2020-06-01,37650,38500,37650,37800,74928,0.5319148936170213,37940.0,38914.166666666664,37872.46389076389,47.984578378377456,40588.50901452119,37940.0,35291.49098547881,-397.00350382504985,-570.2675403441783,173.26403651912847,38.429549902152644,55.12677876833129,149829.0
2020-06-02,38000,39600,38000,38550,159336,1.984126984126984,37942.5,38565.0,37936.991139262565,50.91005035260011,40593.212168455866,37942.5,35291.787831544134,-300.6215357105466,-516.338339417452,215.71680370690535,42.86529680365297,45.97195042400523,309165.0
2020-06-03,38900,39600,38650,39550,186317,2.594033722438392,37985.0,38220.833333333336,38090.61103076137,54.57823543774598,40709.169598244574,37985.0,35260.830401755426,-141.91063151017443,-441.4527978359964,299.542166325822,60.11904761904762,47.13796477495109,495482.0
2020-06-04,39950,41550,38900,39450,237671,-0.2528445006321113,38017.5,37890.0,38220.07664687934,54.142541043871105,40794.77834399075,38017.5,35240.22165600925,-23.924474298939458,-357.94713312858505,334.0226588296456,68.11594202898551,57.03342881722872,257811.0
2020-06-05,39400,47700,39250,44550,1066872,12.927756653992397,38240.0,37674.166666666664,38822.926490033686,68.12016619697583,42136.48559602111,38240.0,34343.51440397889,475.62507308078784,-191.23269188671046,666.8577649674983,71.95389512066994,66.72962825623438,1324683.0
2020-06-08,45950,49450,45400,49250,684824,10.549943883277216,38687.5,37566.666666666664,39815.98111003048,75.52425591152314,44833.7895310911,38687.5,32541.210468908903,1236.5185922748133,94.31756494559428,1142.201027329219,73.75260587134575,71.27414767366709,2009507.0
2020-06-09,49300,50000,46800,47250,328212,-4.060913705583756,39102.5,37581.666666666664,40523.982909075195,68.25928046514848,46295.376684609575,39102.5,31909.623315390425,1659.024698853893,407.25899172725406,1251.765707126639,80.89363887907096,75.53337995702891,1681295.0
2020-06-10,46550,47800,45700,47000,184966,-0.5291005291005291,39477.5,37664.166666666664,41140.74644154422,67.38667799259434,47453.55635637061,39477.5,31501.44364362939,1951.1987174118185,716.046936864167,1235.1517805476515,82.3323910640918,78.9928786048362,1496329.0
2020-06-11,46200,46500,43250,43700,266832,-7.021276595744681,39750.0,37784.166666666664,41384.484875682865,57.02401973406261,47909.9632352113,39750.0,31590.036764788703,1894.626239445388,951.7627973804113,942.8634420649767,63.379748973438126,75.535259638867,1229497.0
2020-06-12,41000,42900,40650,42600,184406,-2.517162471395881,40092.5,37868.333333333336,41500.24822085592,54.040818982898195,48126.19622278563,40092.5,32058.803777214376,1740.962602982283,1109.6027585007855,631.3598444814975,45.07464559448142,63.59559521067049,1045091.0
2020-06-15,42000,42050,40000,40000,145824,-6.103286384976526,40330.0,37936.666666666664,41357.367437917266,47.69016020122819,48051.813258555274,40330.0,32608.186741444726,1393.3234279415847,1166.3468923889454,226.97653555263923,20.750321270157098,43.068238612692255,899267.0
2020-06-16,41200,47200,40300,46350,541916,15.875,40807.5,38169.166666666664,41832.85625335372,60.04100087155469,48774.32339455319,40807.5,32840.67660544681,1611.6309297992557,1255.4036998710076,356.2272299282481,34.088623794506134,33.30453021971493,1441183.0
2020-06-17,45750,45950,41800,42550,332994,-8.198489751887811,41090.0,38444.166666666664,41901.15565779622,52.11157278472931,48881.315678369094,41090.0,33298.684321630906,1461.1695032797797,1296.556860552762,164.61264272701783,38.94230769230768,31.260417585657013,1108189.0
2020-06-18,42550,43400,41200,41900,141989,-1.527614571092832,41320.0,38676.666666666664,41901.04559514896,50.8739067450217,48919.43418946437,41320.0,33720.56581053563,1274.7832630918128,1292.202141060572,-17.41887796875926,47.73860398860398,40.256511825139306,966200.0
2020-06-19,42250,42500,40300,40500,218205,-3.341288782816229,41520.0,38900.833333333336,41767.61268132525,48.2176230670409,48805.56106281459,41520.0,34234.43893718541,1002.5458012568852,1234.2708730998347,-231.72507184294955,22.916666666666654,36.532526115859476,747995.0
2020-06-22,40200,41100,40000,40150,58447,-0.8641975308641975,41680.0,39026.666666666664,41613.55433072284,47.5492063111346,48692.517379657605,41680.0,34667.482620342395,749.909091257934,1137.3985167314545,-387.48942547352044,11.805555555555543,27.486942070275433,689548.0
2020-06-23,40500,41250,39500,40400,69924,0.62266500622665,41802.5,39112.5,41497.97772779686,48.102612074906745,48633.347312010425,41802.5,34971.652687989575,563.3713943498369,1022.593092255131,-459.22169790529404,7.660422049956921,14.127548090726414,759472.0
2020-06-24,40200,40750,39900,40450,73734,0.1237623762376237,41865.0,39176.666666666664,41398.17032514954,48.22028213424988,48621.92977616313,41865.0,35108.07022383687,414.79204327540356,901.0328824591854,-486.2408391837819,13.465265354800225,10.977080986770938,833206.0
2020-06-25,39400,39850,38550,38650,76825,-4.449938195302843,41912.5,39171.666666666664,41136.43981799244,44.32403128734052,48564.18211808111,41912.5,35260.81788191889,150.06700134215498,750.8397062357793,-600.7727048936243,13.614702766895865,11.580130057217714,756381.0
2020-06-26,39500,39500,38000,38700,56667,0.129366106080207,41967.5,39225.0,40904.397930564584,44.45828263356518,48492.62643555663,41967.5,35442.37356444337,-55.06021956101904,589.6597210764196,-644.7199406374386,16.14302715568537,14.407665092460528,813048.0
2020-06-29,38150,39250,37400,37550,77590,-2.9715762273901807,41955.0,39294.166666666664,40584.931460987005,41.952620661794306,48512.88837965393,41955.0,35397.11162034607,-306.88285451864795,410.3512059574061,-717.2340604760541,9.322070334728549,13.02660008576997,735458.0
2020-06-30,38050,38450,37850,38000,54973,1.1984021304926764,41927.5,39344.166666666664,40338.74751232158,43.299279948057276,48546.599258962655,41927.5,35308.400741037345,-464.78511433424137,235.32394189907657,-700.1090562333179,14.448337731919807,13.304478407444618,790431.0
2020-07-01,38100,38350,37450,37550,38204,-1.1842105263157896,41827.5,39385.833333333336,40073.152511148095,42.24386452264388,48644.71900777729,41827.5,35010.28099222271,-619.0984504936423,64.4394634205328,-683.5379139141751,9.30966687896324,11.02669164853724,752227.0
