날짜,시가,고가,저가,종가,거래량,등락률,SMA_20,SMA_60,EMA_20,RSI,BB_UPPER,BB_MIDDLE,BB_LOWER,MACD,MACD_SIGNAL,MACD_HIST,STOCH_SLOWK,STOCH_SLOWD,OBV
2020-03-02,90000,93100,88300,92100,6382279,4.778156996587031,,,,,,,,,,,,,6382279.0
2020-03-03,95000,95100,92400,92800,5573006,0.760043431053203,,,,,,,,,,,,,11955285.0
2020-03-04,91300,95000,91300,94300,4984561,1.6163793103448276,,,,,,,,,,,,,16939846.0
2020-03-05,95200,95900,93800,94900,4028776,0.6362672322375398,,,,,,,,,,,,,20968622.0
2020-03-06,93300,94300,92000,92600,3281612,-2.423603793466807,,,,,,,,,,,,,17687010.0
2020-03-09,89500,89700,86400,86900,6196552,-6.155507559395248,,,,,,,,,,,,,11490458.0
2020-03-10,86900,89400,86600,89100,6579153,2.5316455696202533,,,,,,,,,,,,,18069611.0
2020-03-11,88200,88500,85100,85500,5226251,-4.040404040404041,,,,,,,,,,,,,12843360.0
2020-03-12,83800,84600,79600,82800,8191818,-3.1578947368421053,,,,,,,,,,,17.964487939425283,20.171615104781356,4651542.0
2020-03-13,76900,84700,76000,82500,8160758,-0.3623188405797101,,,,,,,,,,,24.305888887049818,18.24433830104942,-3509216.0
2020-03-16,83700,84800,80400,80600,5097762,-2.3030303030303028,,,,,,,,,,,34.51410705546699,25.594827960647365,-8606978.0
2020-03-17,77500,83100,77000,80400,7107436,-0.2481389578163771,,,,,,,,,,,38.99120456113592,32.60373350121758,-15714414.0
2020-03-18,81600,82500,73000,73100,7949482,-9.07960199004975,,,,,,,,,,,23.45860527869129,32.32130563176474,-23663896.0
2020-03-19,75500,75800,65800,69000,11140367,-5.60875512995896,,,,,,,,,,,17.629854296758847,26.693221378862024,-34804263.0
2020-03-20,71800,76200,70100,74800,8750101,8.405797101449275,,,,27.76349614395887,,,,,,,21.68599464763604,20.924818074362065,-26054162.0
2020-03-23,69700,71600,68000,69400,8192363,-7.219251336898395,,,,24.152761052812664,,,,,,,28.339924956900926,22.551924633765278,-34246525.0
2020-03-24,73000,78800,72100,78700,7247345,13.40057636887608,,,,38.89250189238463,,,,,,,48.4743928631936,32.83343748924353,-26999180.0
2020-03-25,82000,84700,79800,84500,8787217,7.369758576874205,,,,45.947481090131184,,,,,,,65.66551882624938,47.493278882114645,-18211963.0
2020-03-26,85000,87900,80400,80700,7895289,-4.497041420118343,,,,42.486549737656105,,,,,,,80.00213446707393,64.71401538550565,-26107252.0
2020-03-27,85700,85700,80500,83300,8085695,3.22180916976456,83400.0,,83400.0,45.51078955569543,98768.27901881014,83400.0,68031.72098118986,,,,79.88177217657955,75.18314182330096,-18021557.0
2020-03-30,81000,84900,80000,83700,5270037,0.4801920768307323,82980.0,,83428.57142857143,45.98139988724587,97824.47371919935,82980.0,68135.52628080065,,,,71.37374636897567,77.08588433754305,-12751520.0
2020-03-31,84000,85500,82000,83300,5333479,-0.4778972520908005,82505.0,,83416.32653061225,45.55766223496663,96653.84800964376,82505.0,68356.15199035624,,,,64.50400672424998,71.91984175660173,-18084999.0
2020-04-01,82100,83200,78400,78400,6845675,-5.88235294117647,81710.0,,82938.58114674441,40.61945074490309,94870.83583971778,81710.0,68549.16416028222,,,,38.875866020732396,58.25120637131934,-24930674.0
2020-04-02,78800,80000,76500,80000,5394371,2.0408163265306123,80965.0,,82658.7162756259,42.79974352821659,92660.17421845438,80965.0,69269.82578154562,,,,27.084451601359802,43.48810811544738,-19536303.0
2020-04-03,80000,80800,78500,79600,3755301,-0.5,80315.0,,82367.40996366153,42.3807914379235,90725.81649055443,80315.0,69904.18350944557,,,,24.162640901771326,30.040986174621167,-23291604.0
2020-04-06,81000,83300,80200,83100,5784159,4.396984924623116,80125.0,,82437.18044331281,47.24671661870807,90180.81921078537,80125.0,70069.18078921463,,,,48.60708534621577,33.28472594978229,-17507445.0
2020-04-07,86600,86700,83700,85800,6188649,3.2490974729241877,79960.0,,82757.44897252112,50.705155033256766,89517.27994776756,79960.0,70402.72005223244,,,,66.318082788671,46.36260301221936,-11318796.0
2020-04-08,85800,86500,84500,84500,3749575,-1.5151515151515151,79910.0,,82923.4062132334,49.03817973772278,89360.69309627607,79910.0,70459.30690372393,,,,80.98039215686272,65.30185343058317,-15068371.0
2020-04-09,86200,86500,84500,85000,3555538,0.591715976331361,80020.0,,83121.1770500683,49.72281511515778,89652.15448381098,80020.0,70387.84551618902,,,,82.95871194006055,76.75239562853142,-11512833.0
2020-04-10,84000,84400,83000,84100,3675338,-1.0588235294117647,80100.0,,83214.39828339513,48.46080675091842,89839.19914572035,80100.0,70360.80085427965,,,,72.56655507731546,78.83521972474624,-15188171.0
2020-04-13,83200,83400,81100,81400,3615318,-3.2104637336504163,80140.0,,83041.59844688131,44.78818715652056,89893.64547233495,80140.0,70386.35452766505,,,,48.20847851335654,67.91124851024418,-18803489.0
2020-04-14,82200,83700,81200,82300,3344109,1.1056511056511056,80235.0,,82970.9700233688,46.25044385042169,90033.8315629977,80235.0,70436.1684370023,,,,29.193121693121668,49.98938509459788,-15459380.0
2020-04-16,80600,82300,80600,81300,4470072,-1.2150668286755772,80645.0,,82811.8300211432,44.82975126417227,89885.66556044531,80645.0,71404.33443955469,,,,13.147923953008673,30.18317471982895,-19929452.0
2020-04-17,83600,85900,83200,84100,6205624,3.4440344403444034,81400.0,,82934.51287627242,49.5066809716261,89040.4188366869,81400.0,73759.5811633131,-777.5244503253198,-1504.1734564158105,726.6490060904907,33.37478828364659,25.23861130992563,-13723828.0
2020-04-20,83900,83900,82000,82000,5027876,-2.4970273483947683,81760.0,,82845.51164996075,46.33416929922192,88775.5256396082,81760.0,74744.4743603918,-748.7354954292678,-1353.085864218502,604.3503687892342,34.77241232278006,27.0983748531451,-18751704.0
2020-04-21,80600,82200,80200,81300,5090721,-0.853658536585366,82355.0,,82698.3200642502,45.292267214834595,86513.11255258921,82355.0,78196.88744741079,-773.4879040385858,-1237.1662721825187,463.67836814393286,37.250358600904754,35.13251973577712,-23842425.0
2020-04-22,80600,83900,80000,83900,5335787,3.198031980319803,82615.0,,82812.76577241685,49.80696776505566,86465.3376475317,82615.0,78764.6623524683,-576.6587323901767,-1105.0647642240504,528.4060318338736,37.2716782896373,36.43148307110736,-18506638.0
2020-04-23,85200,85200,82000,82600,6519481,-1.5494636471990464,82520.0,,82792.50236552,47.68790806538277,86272.1194010852,82520.0,78767.8805989148,-519.5799371398316,-987.9677988072066,468.387861667375,43.15591237981959,39.225983090120536,-25026119.0
2020-04-24,82000,82500,80800,81400,3193144,-1.452784503631961,82555.0,,82659.88309261334,45.75285078242017,86251.20075212372,82555.0,78858.79924787628,-564.6654401529231,-903.3073270763499,338.6418869234268,45.69752281616687,42.04170449520791,-28219263.0
2020-04-27,81700,83200,81200,82600,3235430,1.4742014742014742,82520.0,,82654.17994093588,48.02413740641829,86200.5434381352,82520.0,78839.4565618648,-497.8274104320881,-822.2113437474975,324.3839333154094,40.330291177748784,43.061242124578406,-24983833.0
2020-04-28,82500,83900,82400,83400,3205535,0.9685230024213076,82505.0,,82725.21042275151,49.54093505173689,86168.5911343926,82505.0,78841.4088656074,-375.97052207039087,-732.9631794120762,356.99265734168534,47.435897435897424,44.487903809937684,-21778298.0
