날짜,시가,고가,저가,종가,거래량,등락률,SMA_20,SMA_60,EMA_20,RSI,BB_UPPER,BB_MIDDLE,BB_LOWER,MACD,MACD_SIGNAL,MACD_HIST,STOCH_SLOWK,STOCH_SLOWD,OBV
2020-03-02,25650,25950,24700,25000,660040,-2.53411306042885,,,,,,,,,,,,,660040.0
2020-03-03,25550,26300,25450,25550,441582,2.2,,,,,,,,,,,,,1101622.0
2020-03-04,25050,26200,25050,25750,355935,0.7827788649706457,,,,,,,,,,,,,1457557.0
2020-03-05,25900,26700,25750,26650,403012,3.4951456310679614,,,,,,,,,,,,,1860569.0
2020-03-06,26300,26300,25750,25950,317879,-2.6266416510318957,,,,,,,,,,,,,1542690.0
2020-03-09,25450,25500,24650,24700,475175,-4.816955684007708,,,,,,,,,,,,,1067515.0
2020-03-10,24200,25000,24200,24650,516032,-0.2024291497975708,,,,,,,,,,,,,551483.0
2020-03-11,24700,25150,23700,23900,436473,-3.042596348884381,,,,,,,,,,,,,115010.0
2020-03-12,23600,24100,22200,22500,854536,-5.857740585774058,,,,,,,,,,,10.661246612466124,15.780939476061427,-739526.0
2020-03-13,20250,21550,20050,21050,1151590,-6.444444444444445,,,,,,,,,,,10.77745456353646,10.157977176102037,-1891116.0
2020-03-16,21300,22050,20350,20400,570800,-3.0878859857482186,,,,,,,,,,,10.842814040660643,10.760505072221077,-2461916.0
2020-03-17,19100,20400,19100,19700,677517,-3.431372549019608,,,,,,,,,,,11.709574774383684,11.109947792860263,-3139433.0
2020-03-18,20000,20200,18550,18600,645476,-5.583756345177665,,,,,,,,,,,5.893667123613649,9.482018646219327,-3784909.0
2020-03-19,18550,19000,16300,16400,1294787,-11.827956989247312,,,,,,,,,,,4.18579556919478,7.263012489064039,-5079696.0
2020-03-20,16450,18000,16350,18000,872172,9.75609756097561,,,,24.074074074074076,,,,,,,10.735082908995954,6.938181867268129,-4207524.0
2020-03-23,16300,17100,16150,16350,984506,-9.166666666666666,,,,21.273917421953673,,,,,,,12.003410059676044,8.974762845955594,-5192030.0
2020-03-24,16850,17800,16400,17800,573719,8.868501529051988,,,,29.080600139567338,,,,,,,25.003946828328754,15.914146599000253,-4618311.0
2020-03-25,18800,20850,18650,20850,1551938,17.134831460674157,,,,42.08903899428411,,,,,,,48.482207697893976,28.496521528632925,-3066373.0
2020-03-26,21350,21900,20550,20550,967744,-1.4388489208633095,,,,41.28684768630729,,,,,,,72.42082662372518,48.63566038331597,-4034117.0
2020-03-27,21350,21800,20100,20900,729919,1.70316301703163,21762.5,,21762.5,42.65993636323338,28271.02325800561,21762.5,15253.976741994387,,,,86.37681159420289,69.09328197194068,-3304198.0
2020-03-30,20250,21150,19900,20900,557595,0.0,21557.5,,21680.35714285714,42.65993636323338,27901.416377128564,21557.5,15213.583622871436,,,,80.31620553359683,79.70461458384163,-3304198.0
2020-03-31,21700,21700,20750,20950,747780,0.2392344497607655,21327.5,,21610.79931972789,42.881252555425164,27403.639810768018,21327.5,15251.360189231982,,,,78.39870274652883,81.6972399581095,-2556418.0
2020-04-01,20800,21850,20250,20250,722604,-3.341288782816229,21052.5,,21481.19938451571,40.523107687514816,26791.617963589873,21052.5,15313.382036410125,,,,56.69580419580419,71.80357082530995,-3279022.0
2020-04-02,20100,20550,19700,20500,514916,1.2345679012345678,20745.0,,21387.75182408564,41.755043266474715,25878.604971167922,20745.0,15611.395028832078,,,,41.826177698270726,58.973561546867906,-2764106.0
2020-04-03,20550,20700,19900,20300,568670,-0.975609756097561,20462.5,,21284.15641226796,41.022991609123494,25007.37348558791,20462.5,15917.62651441209,,,,27.538759689922482,42.02024719466579,-3332776.0
2020-04-06,20450,21050,20300,20850,471693,2.70935960591133,20270.0,,21242.808182528155,43.934040034145305,24386.600539279952,20270.0,16153.399460720048,,,,39.53488372093023,36.299940369707805,-2861083.0
