날짜,시가,고가,저가,종가,거래량,등락률,SMA_20,SMA_60,EMA_20,RSI,BB_UPPER,BB_MIDDLE,BB_LOWER,MACD,MACD_SIGNAL,MACD_HIST,STOCH_SLOWK,STOCH_SLOWD,OBV
2020-03-02,33500,33500,32250,32550,22949,0.9302325581395348,,,,,,,,,,,,,22949.0
2020-03-03,32700,33300,31550,31850,42245,-2.1505376344086025,,,,,,,,,,,,,-19296.0
2020-03-04,32450,33100,31850,32550,29887,2.197802197802198,,,,,,,,,,,,,10591.0
2020-03-05,32550,32800,32100,32700,29558,0.4608294930875576,,,,,,,,,,,,,40149.0
2020-03-06,32750,32850,31500,32000,32472,-2.140672782874617,,,,,,,,,,,,,7677.0
2020-03-09,31550,31650,30000,30700,32043,-4.0625,,,,,,,,,,,,,-24366.0
2020-03-10,30700,31300,30150,30900,32421,0.6514657980456027,,,,,,,,,,,,,8055.0
2020-03-11,30700,31150,29650,29650,27668,-4.045307443365696,,,,,,,,,,,,,-19613.0
2020-03-12,29650,29950,27100,28300,64475,-4.5531197301854975,,,,,,,,,,,16.633941093969145,19.487842426131348,-84088.0
2020-03-13,25500,26300,23700,26150,71934,-7.597173144876325,,,,,,,,,,,17.229058426761465,16.870375315425463,-156022.0
2020-03-16,26150,26800,24600,25050,47131,-4.2065009560229445,,,,,,,,,,,23.15011105834041,19.004370193023675,-203153.0
2020-03-17,22600,29800,22600,24300,58040,-2.9940119760479043,,,,,,,,,,,22.821269631100815,21.066813038734235,-261193.0
2020-03-18,24300,24550,22350,22500,68550,-7.4074074074074066,,,,,,,,,,,13.206627680311891,19.726002789917708,-329743.0
2020-03-19,22950,23200,19650,21350,73661,-5.111111111111112,,,,,,,,,,,12.86849787303508,16.298798394815933,-403404.0
2020-03-20,21750,24550,20900,24550,55667,14.988290398126464,,,,25.757575757575758,,,,,,,22.332771584132747,16.135965712493242,-347737.0
2020-03-23,23500,23650,20950,20950,51270,-14.663951120162931,,,,20.856927142317854,,,,,,,25.944170771756983,20.38181340964161,-399007.0
2020-03-24,21100,22400,20850,21850,62497,4.295942720763723,,,,24.713405707024666,,,,,,,35.32723434201267,27.868058899300806,-336510.0
2020-03-25,22000,24400,21900,23100,105387,5.720823798627003,,,,29.827811920073355,,,,,,,42.70466807412621,34.65869106263196,-231123.0
2020-03-26,23150,23900,22650,23150,76632,0.2164502164502164,,,,30.032559242433287,,,,,,,59.15609487038059,45.729332428839825,-154491.0
2020-03-27,24400,24600,22800,24000,63046,3.67170626349892,26907.5,,26907.5,33.580546991422935,35300.43006047352,26907.5,18514.569939526482,,,,72.19010847582277,58.01695714010986,-91445.0
2020-03-30,23100,24200,22900,23950,44452,-0.2083333333333333,26477.5,,26625.833333333332,33.47302017589377,34544.93298701638,26477.5,18410.06701298362,,,,76.27627627627629,69.20749320749321,-135897.0
2020-03-31,25000,25000,24050,24350,57755,1.670146137787056,26102.5,,26409.0873015873,35.25902618619628,33826.066209983575,26102.5,18378.93379001643,,,,81.89964157706095,76.78867544305334,-78142.0
2020-04-01,24100,26300,24100,25050,71324,2.8747433264887063,25727.5,,26279.650415721844,38.37685112620522,32868.82165638826,25727.5,18586.178343611737,,,,75.81744979623903,77.99778921652542,-6818.0
2020-04-02,24600,26750,24400,26450,56443,5.588822355289421,25415.0,,26295.874185653098,44.16806806608049,31817.2730338529,25415.0,19012.7269661471,,,,79.06358200439655,78.92689112589885,49625.0
2020-04-03,26050,26650,25750,26650,47470,0.7561436672967864,25147.5,,26329.600453686136,44.96378960349651,30833.929020044125,25147.5,19461.070979955875,,,,85.18702845042365,80.02268675035309,97095.0
2020-04-06,27300,28450,26700,28200,46495,5.816135084427768,25022.5,,26507.733743811266,50.81441972185349,30311.212036025405,25022.5,19733.787963974595,,,,94.7086141706395,86.31974154181991,143590.0
2020-04-07,29500,29950,28650,29950,58902,6.205673758865248,24975.0,,26835.56862535305,56.444196599758655,30065.039292579182,24975.0,19884.960707420818,,,,97.24025974025976,92.37863412044099,202492.0
2020-04-08,29950,31300,29100,30000,62475,0.1669449081803005,24992.5,,27136.943041986095,56.597054968778416,30148.68802993064,24992.5,19836.31197006936,,,,91.82586736934564,94.59158042674831,264967.0
2020-04-09,30300,30850,30000,30650,37502,2.166666666666667,25110.0,,27471.519895130277,58.62969266479197,30654.781330223945,25110.0,19565.218669776055,,,,89.81590285938114,92.96067665632886,302469.0
2020-04-10,30650,30650,29550,30050,49670,-1.957585644371941,25305.0,,27717.089428927393,56.02162384576431,31242.75209991121,25305.0,19367.24790008879,,,,80.75793184488839,87.46656735787172,252799.0
2020-04-13,29350,29600,28800,28800,44171,-4.159733777038269,25492.5,,27820.223769029544,50.937857844616666,31620.00152998757,25492.5,19364.99847001243,,,,55.591584201100225,75.38847296845658,208628.0
2020-04-14,28550,29800,28550,29000,39148,0.6944444444444444,25727.5,,27932.58341007435,51.693198409789986,32012.51988859224,25727.5,19442.48011140776,,,,31.61670022621625,55.98873875740162,247776.0
2020-04-16,29000,29200,27900,29200,34343,0.6896551724137931,26062.5,,28053.289751972028,52.48105607724687,32337.918312750153,26062.5,19787.081687249847,,,,22.030603444098833,36.4129626238051,282119.0
