날짜,시가,고가,저가,종가,거래량,등락률,SMA_20,SMA_60,EMA_20,RSI,BB_UPPER,BB_MIDDLE,BB_LOWER,MACD,MACD_SIGNAL,MACD_HIST,STOCH_SLOWK,STOCH_SLOWD,OBV
2020-03-02,46750,48000,45550,48000,598285,3.559870550161812,,,,,,,,,,,,,598285.0
2020-03-03,49900,49950,47800,48000,526329,0.0,,,,,,,,,,,,,598285.0
2020-03-04,47150,49200,47150,48700,441229,1.4583333333333333,,,,,,,,,,,,,1039514.0
2020-03-05,49200,49250,47000,47350,744098,-2.772073921971253,,,,,,,,,,,,,295416.0
2020-03-06,46700,47150,45950,46700,553302,-1.372756071805702,,,,,,,,,,,,,-257886.0
2020-03-09,45100,45400,43250,43750,731563,-6.316916488222699,,,,,,,,,,,,,-989449.0
2020-03-10,43300,44400,42650,44000,794638,0.5714285714285714,,,,,,,,,,,,,-194811.0
2020-03-11,44150,44150,41350,41900,701605,-4.772727272727273,,,,,,,,,,,,,-896416.0
2020-03-12,40950,42100,38750,39450,1095180,-5.847255369928401,,,,,,,,,,,11.916634701444828,13.853639677841452,-1991596.0
2020-03-13,36000,38300,33300,36450,1431418,-7.604562737642586,,,,,,,,,,,13.776138833676233,12.439730882614278,-3423014.0
2020-03-16,37150,37700,33900,33950,808511,-6.858710562414267,,,,,,,,,,,13.407415680142954,13.033396405088004,-4231525.0
2020-03-17,31750,34500,31450,33350,1021655,-1.7673048600883652,,,,,,,,,,,15.616514542785124,14.26668968553477,-5253180.0
2020-03-18,33800,34050,28650,28700,1267427,-13.943028485757122,,,,,,,,,,,7.0627443296705374,12.02889151753287,-6520607.0
2020-03-19,29250,29900,21700,22550,2306945,-21.428571428571427,,,,,,,,,,,6.817619686955534,9.832292853137064,-8827552.0
2020-03-20,23900,25450,23050,25050,1569859,11.086474501108649,,,,11.557788944723617,,,,,,,8.809909713202252,7.56342457660944,-7257693.0
2020-03-23,22800,25350,22700,23900,1085539,-4.590818363273453,,,,11.097364839787208,,,,,,,14.41516064257028,10.014230014242687,-8343232.0
2020-03-24,24950,27950,24400,27800,1691246,16.317991631799163,,,,22.389026892752998,,,,,,,29.17257085020243,17.46588040199165,-6651986.0
2020-03-25,29900,31050,29000,31050,1734685,11.690647482014388,,,,30.330307934400796,,,,,,,55.5267375168691,33.03815633654727,-4917301.0
2020-03-26,31300,34000,30200,31100,1683655,0.1610305958132045,,,,30.44821695502808,,,,,,,74.57633191214933,53.09188009307362,-3233646.0
2020-03-27,33200,33300,30050,31850,1172248,2.4115755627009645,36680.0,,36680.0,32.29907738528743,53994.947299948675,36680.0,19365.05270005132,,,,85.10324483775811,71.7354380889255,-2061398.0
2020-03-30,30400,32400,30250,32200,745682,1.098901098901099,35890.0,,36253.333333333336,33.192551048466385,52494.113948055165,35890.0,19285.88605194484,,,,78.85324483775811,79.51094052922184,-1315716.0
2020-03-31,32650,32850,30600,31400,962023,-2.484472049689441,35060.0,,35791.11111111112,32.148190803484205,50796.66419543863,35060.0,19323.335804561375,,,,70.0744837758112,78.01032448377579,-2277739.0
2020-04-01,31000,32500,30450,30850,825742,-1.751592356687898,34167.5,,35320.52910052911,31.416339802566597,48686.152657874285,34167.5,19648.847342125715,,,,49.83438818565401,66.25403893307443,-3103481.0
2020-04-02,31000,31350,29600,31300,714761,1.4586709886547813,33365.0,,34937.62156714538,32.76498024311058,46597.69058052821,33365.0,20132.309419471792,,,,38.06637016763599,52.65841404303372,-2388720.0
2020-04-03,32650,32700,30850,31400,828294,0.3194888178913738,32600.0,,34600.70522741725,33.07990314874489,44346.10573764769,32600.0,20853.89426235231,,,,40.52790862917445,42.80955566082147,-1560426.0
2020-04-06,31350,32250,31000,32250,840363,2.707006369426752,32025.0,,34376.8285390918,35.83119264175978,42598.95384896303,32025.0,21451.04615103697,,,,60.956340956340945,46.51687325105044,-720063.0
2020-04-07,33450,34500,32400,33350,1243052,3.4108527131782944,31492.5,,34279.03534489258,39.30867390337544,40566.92973414859,31492.5,22418.070265851413,,,,71.15122972265829,57.545159769391205,522989.0
2020-04-08,33350,37200,32900,35250,1962604,5.697151424287856,31160.0,,34371.50816918853,44.86646558615989,39101.25934597278,31160.0,23218.74065402722,,,,77.47039301550579,69.85932123150165,2485593.0
2020-04-09,36350,36900,35500,36200,979640,2.695035460992908,30997.5,,34545.65024831343,47.45731736436107,38365.91061559411,30997.5,23629.08938440589,,,,78.37489533733094,75.66550602516499,3465233.0
2020-04-10,36450,36800,34750,36200,886382,0.0,30985.0,,34703.207367521674,47.45731736436106,38317.12793123524,30985.0,23652.87206876476,,,,80.82168050301011,78.8889896186156,3465233.0
2020-04-13,35750,35900,34000,34050,713305,-5.939226519337017,30990.0,,34640.99714204342,42.24654445586673,38330.34059155296,30990.0,23649.659408447045,,,,67.49931208195748,75.5652959740995,2751928.0
2020-04-14,35500,36100,35150,35600,641833,4.552129221732746,31102.5,,34732.33074756309,46.78310214481202,38650.11386134717,31102.5,23554.886138652826,,,,60.34555513878468,69.55551590791741,3393761.0
2020-04-16,36000,38400,35800,38300,1314387,7.584269662921349,31582.5,,35072.108771604704,53.61776210103072,39660.326130834954,31582.5,23504.673869165046,,,,64.96432346723043,64.26973022932418,4708148.0
2020-04-17,39850,41650,39700,40650,1577286,6.135770234986945,32487.5,,35603.33650764235,58.60135199912475,40367.97428775705,32487.5,24607.02571224295,-887.6800534593422,-3060.2865539605887,2172.6065005012465,82.48202499228489,69.26396786609997,6285434.0
2020-04-20,40900,41750,40150,40750,788886,0.2460024600246002,33272.5,,36093.494935485935,58.80419517924659,41160.939326001055,33272.5,25384.060673998945,-369.278344041988,-2522.0849119768686,2152.8065679348806,90.58405049866148,79.34346631939225,7074320.0
2020-04-21,40300,41300,37500,40500,1226510,-0.6134969325153374,34102.5,,36513.162084487274,58.03857097390485,41337.86281052996,34102.5,26867.137189470042,21.1421216729359,-2013.4395052469076,2034.5816269198435,85.02849494310591,86.0315234780174,5847810.0
2020-04-22,39300,40700,38900,40650,616764,0.3703703703703704,34745.0,,36907.14664786944,58.388641201036016,41909.41902738805,34745.0,27580.580972611944,338.75197804021445,-1543.0012085894832,1881.7531866296977,83.22332843205704,86.27862462460813,6464574.0
2020-04-23,41550,41600,40200,40450,494819,-0.4920049200492005,35215.0,,37244.56125283425,57.69747084574169,42578.70151486329,35215.0,27851.298485136704,567.7767717406095,-1120.8456125234648,1688.6223842640743,77.3283252695017,81.86004954822153,5969755.0
2020-04-24,39550,40100,38950,39150,589627,-3.2138442521631645,35617.5,,37426.031609707185,53.2823917774884,42917.24485855499,35617.5,28317.75514144501,637.0380571555652,-769.2688785876587,1406.306935743224,63.249299719887915,74.60031780714887,5380128.0
2020-04-27,39250,39750,38650,39650,386475,1.277139208173691,36007.5,,37637.8381230684,54.717624240201715,43293.87598535788,36007.5,28721.124014642122,723.9289439375789,-470.6293140826112,1194.5582580201901,53.558106169296956,64.71191038622884,5766603.0
2020-04-28,40700,40750,39250,39450,424702,-0.5044136191677175,36370.0,,37810.42496849046,54.00295701748193,43583.62599529529,36370.0,29156.374004704707,767.8015310865958,-222.94314504876976,990.7446761353656,39.46039928993504,52.08926839303996,5341901.0
2020-04-29,39600,40200,39500,39850,341009,1.0139416983523446,36792.5,,38004.670209586606,55.261513182823975,43778.505654163186,36792.5,29806.494345836814,825.3335975869777,-13.287796521620265,838.621394108598,40.07854485324511,44.36568343749236,5682910.0
2020-05-04,38650,39500,38600,39200,313485,-1.631116687578419,37210.0,,38118.51114200693,52.73634247306739,43706.42978873781,37210.0,30713.570211262188,809.1512155278833,151.20000588828046,657.9512096396029,31.90119563789249,37.14671326035754,5369425.0
