날짜,시가,고가,저가,종가,거래량,등락률,SMA_20,SMA_60,EMA_20,RSI,BB_UPPER,BB_MIDDLE,BB_LOWER,MACD,MACD_SIGNAL,MACD_HIST,STOCH_SLOWK,STOCH_SLOWD,OBV
2020-03-02,11150,11350,10900,11100,285490,-1.3333333333333337,,,,,,,,,,,,,285490.0
2020-03-03,11350,11550,11100,11250,148792,1.351351351351351,,,,,,,,,,,,,434282.0
2020-03-04,11250,11450,11200,11350,150622,0.8888888888888888,,,,,,,,,,,,,584904.0
2020-03-05,11500,11700,11250,11650,223205,2.643171806167401,,,,,,,,,,,,,808109.0
2020-03-06,11500,11500,11100,11200,192546,-3.862660944206009,,,,,,,,,,,,,615563.0
2020-03-09,10900,10950,10300,10500,408845,-6.25,,,,,,,,,,,,,206718.0
2020-03-10,10350,10450,10050,10200,465296,-2.857142857142857,,,,,,,,,,,,,-258578.0
2020-03-11,10250,10400,9990,10050,347446,-1.4705882352941175,,,,,,,,,,,,,-606024.0
2020-03-12,9950,10050,9300,9350,502655,-6.965174129353234,,,,,,,,,,,4.957469431153642,11.403825219614694,-1108679.0
2020-03-13,8440,8980,8330,8760,532719,-6.310160427807486,,,,,,,,,,,7.397904314336617,7.1057240603243015,-1641398.0
2020-03-16,9000,9020,8540,8630,421218,-1.4840182648401825,,,,,,,,,,,10.945294803137235,7.766889516209164,-2062616.0
2020-03-17,8010,8580,8010,8550,281717,-0.9269988412514484,,,,,,,,,,,17.719099798699553,12.020766305391135,-2344333.0
2020-03-18,8510,8600,7860,7860,322739,-8.070175438596491,,,,,,,,,,,12.248361885213548,13.637585495683444,-2667072.0
2020-03-19,7900,8050,6650,6650,565421,-15.394402035623408,,,,,,,,,,,7.531380753138076,12.499614145683722,-3232493.0
2020-03-20,6720,7900,6590,7900,483650,18.79699248120301,,,,26.47058823529412,,,,,,,17.969821673525377,12.583188103958998,-2748843.0
2020-03-23,7120,7270,6700,6710,470084,-15.063291139240508,,,,22.272986864648775,,,,,,,19.959871424769158,15.153691283810867,-3218927.0
2020-03-24,6950,7250,6820,7210,358467,7.451564828614009,,,,27.476806623946224,,,,,,,30.24179513952869,22.72382941260774,-2860460.0
2020-03-25,7520,8100,7330,8100,452648,12.343966712898752,,,,35.72564306772296,,,,,,,45.60530679933665,31.93565778787816,-2407812.0
2020-03-26,8120,8650,7900,8200,473694,1.2345679012345678,,,,36.598236199435625,,,,,,,69.66703698336795,48.504712974077755,-1934118.0
2020-03-27,8600,8780,8140,8450,324687,3.048780487804878,9183.5,,9183.5,38.833915086008,12337.191646309131,9183.5,6029.808353690869,,,,87.42998506348022,67.56744294872827,-1609431.0
2020-03-30,8210,8740,8050,8590,236270,1.656804733727811,9058.0,,9126.97619047619,40.10757274056566,12094.218700950247,9058.0,6021.781299049753,,,,84.19869254647341,80.43190486444051,-1373161.0
