,name,sector,year,quarter,자본총계변화율,Relative Return,매출액변화율,이익잉여금변화율,비유동부채변화율,유동자산변화율,Label,Code
31,Kyungbang,Materials_&_Chemicals,2016,Q4,0.002178178783791229,0.08081360102361555,-0.08836293544289497,0.0021947110680120563,0.024634978649678896,-0.057030813597370056,-0.20297109444964215,000050
32,Chosun_Refractories,Materials_&_Chemicals,2016,Q4,-0.030559662433801815,0.03177562090774402,0.0040120400693193226,-0.0162658941913012,-0.009871878359963837,-0.062408710660015076,-0.03683661793657555,000480
31,S_hynix,Technology,2016,Q4,-0.07395957274557574,0.21299973503567776,-0.3068127848232687,-0.11006855425269446,0.03727215359766056,-0.1790316880424001,0.07518172570827412,000660
31,Youngpoong,Materials_&_Chemicals,2016,Q4,-0.003938833725357638,0.04552165425256671,-0.17273065661911802,-0.0039462044052551715,0.018480466848932453,-0.019344881444874673,0.016255738858044173,000670
31,Dongkuk_Steel,Materials_&_Chemicals,2016,Q4,0.024041252724883555,-0.0782173539677277,-0.09099191754581115,0.055431784565136644,0.0620330860441064,-0.008778943993220656,0.3951015237712541,001230
31,SeAH_Besteel,Materials_&_Chemicals,2016,Q4,-0.011458986916975,-0.05314324023305862,-0.052401527568183504,-0.015248611007558699,0.37423083134649826,-0.043796763977874464,0.018033371813653724,001430
31,KIS_Wire,Materials_&_Chemicals,2016,Q4,-0.0058655059996324255,0.0002429076201886579,-0.12932866407562926,-0.005797279844001357,0.039470402184831554,-0.09912303905968356,0.0356018252653992,002240
31,KCC,Materials_&_Chemicals,2016,Q4,0.0474361893502272,-0.011726798753804904,-0.09676041035380378,0.0007441986588236915,0.01657924196818139,-0.1110530098034046,-0.09180006004576664,002380
31,Korea_Shell_Petroleum,Energy_&_Utilities,2016,Q4,-0.06821038505563148,-0.03990261443478939,0.024364612942405772,-0.07368824119957407,0.7566340845019369,-0.0774338714963212,-0.011982573948453349,002960
31,SeAH_Steel,Materials_&_Chemicals,2016,Q4,0.006537310732305901,-0.1114378935415812,-0.2470862567498182,0.0072307915758352825,-0.7462406878190724,-0.13263718886235298,0.4540690132672741,003030
31,Ilshin_Spinning,Materials_&_Chemicals,2016,Q4,-0.008806276179756267,-0.04713514410352055,0.0024990735167219613,-0.008369385395650575,-0.004704441745903676,-0.034267722288457536,-0.009958836540721864,003200
31,Hanil_Cement,Materials_&_Chemicals,2016,Q4,-0.04629759129273414,-0.12326458893578834,-0.08379066771164778,-0.05240102062076257,0.14148658821706783,-0.10483643917024987,0.0008778690431122383,003300
31,Ssangyong_Cement,Materials_&_Chemicals,2016,Q4,-0.02432270775472789,-0.18187175363805597,-0.15103516837112685,-0.14314873459513922,0.18253810061959275,-0.5508523811931594,-0.1102577500943038,003410
31,Samsung_Fine Chemicals,Materials_&_Chemicals,2016,Q4,-0.0030833804636565265,-0.04475120836054866,0.13150000148683805,-0.01819042408435778,0.0037977999201328494,-0.03823644479565935,-0.019554913154870766,004000
31,Hyundai_Steel,Materials_&_Chemicals,2016,Q4,-0.006075580076098763,0.05199754299667175,-0.1550476651594448,-0.014277709254098214,0.0034712765651599975,-0.0261409133210051,0.12902567292571532,004020
32,Hansol_Technics,Technology,2016,Q4,0.23424465274237227,-0.19666738001562994,0.12368211009380647,24.43507816089667,0.2097522642211247,-0.05736958529500691,-0.05110484513745009,004710
31,POSCO_Holdings,Materials_&_Chemicals,2016,Q4,-0.011498461190453169,0.06983644596043899,-0.054884459210046366,-0.009765042998288509,-0.0012376526718533842,-0.04330269360357675,0.13243452545351056,005490
32,Samsung_Electronics,Technology,2016,Q4,-0.042758375605147725,0.06868060663594748,-0.08371564451258218,-0.034306285834921235,0.20118347654335622,-0.04795237778628336,0.11732795035842752,005930
32,Samsung_SDI,Technology,2016,Q4,0.03809371786442828,-0.15812795254659517,0.018872464709970838,-0.01542161904380901,0.18399093026862168,0.20975967551359054,0.12410634982457402,006400
32,Korea_Petrochemical_Ind,Materials_&_Chemicals,2016,Q4,-0.07080957974786739,-0.16525909217797605,-0.21180776890937603,-0.0957836441215334,-0.009780311556540022,-0.024235769205630753,0.28545646954342785,006650
32,Kukdo_Chemical,Materials_&_Chemicals,2016,Q4,-0.0068964169739573755,-0.12339645167298222,0.05449131022459541,-0.007415536268364775,-0.03409987241552859,0.10235158426073232,-0.010897721168617359,007690
31,Daeduck_Electronics,Technology,2016,Q4,-0.0058345047479579915,0.003716048276619477,-0.10293212608916225,-0.09122384288590957,0.07075926722488513,0.10209659072382149,0.05791560811654232,008060
32,Samsung_Electro-Mechanics,Technology,2016,Q4,0.00860699224640471,-0.07898421034862024,0.14327205005233168,0.897888212482228,0.27361317577434807,0.14883219215723043,0.031643993906192956,009150
31,Moorim_P&P,Materials_&_Chemicals,2016,Q4,0.016994354175033366,-0.06690878411812443,-0.05238954505931259,0.03454349538767354,0.03986257773514934,-0.013425850212250623,-0.011706659126910138,009580
