,name,sector,year,quarter,자본총계변화율,Relative Return,매출액변화율,이익잉여금변화율,비유동부채변화율,유동자산변화율,Label,Code
20,Kyungbang,Materials_&_Chemicals,2019,Q3,-0.006460939046047276,0.03792202610225473,0.0908777024518671,-0.008618372036872213,0.009162380024417272,-0.318874065321358,-0.04506360504071451,000050
21,Chosun_Refractories,Materials_&_Chemicals,2019,Q3,0.0036745920607662574,0.04070817428229012,0.03795445193158342,-0.013453926118402793,-0.6372232778833598,0.03423618019058139,0.019280181254291297,000480
20,S_hynix,Technology,2019,Q3,-0.00900733823004285,-0.07741926993211061,-0.06677504410234447,-0.010179056964029431,-0.05390192609822253,0.05092587765135326,0.1793495404991916,000660
20,Youngpoong,Materials_&_Chemicals,2019,Q3,-0.001033846607429778,-0.09447499276259504,0.06767249275096132,-0.001026945375974364,0.008623899036796057,0.04336455244485504,-0.1397749995019071,000670
20,Dongkuk_Steel,Materials_&_Chemicals,2019,Q3,0.012232711934238027,-0.09240702929655302,0.059688266739921,0.04065896588193629,-0.278747290337477,0.07013416043514376,-0.02097959373149981,001230
20,SeAH_Besteel,Materials_&_Chemicals,2019,Q3,0.006789550468450978,-0.03589593010589873,0.14704193177747826,0.009394106420538062,-0.12635223101804982,-0.06286921670604406,-0.08709259054796088,001430
20,KIS_Wire,Materials_&_Chemicals,2019,Q3,-0.002067590525315577,0.07058943132202675,0.137657211994467,-0.002726227117547886,-0.007376409109812521,0.032552288593977186,-0.09522872062162115,002240
20,KCC,Materials_&_Chemicals,2019,Q3,0.011667555932228457,-0.12489349814201989,0.046688310862271765,0.012743550981878626,0.12970045393273688,-0.027062042387038465,-0.1928090157539985,002380
20,Korea_Shell_Petroleum,Energy_&_Utilities,2019,Q3,-0.05946600935820778,0.045456060755720076,0.04834237975782807,-0.06504781472711563,0.19589062319298312,0.01131418177328758,0.018609049649904254,002960
20,SeAH_Steel,Materials_&_Chemicals,2019,Q3,0.0014465635751159667,0.0990540013687469,-0.606989824781458,-0.004590828162763794,0.024300951335158083,-0.04241150447903208,-0.10339693837404784,003030
20,Ilshin_Spinning,Materials_&_Chemicals,2019,Q3,0.0004007790058333516,-0.03309507560791629,0.06286212327315432,-0.0007342027422769792,-0.098444212987719,0.08151734932282662,-0.14523959940889472,003200
20,Hanil_Cement,Materials_&_Chemicals,2019,Q3,0.010270228461613184,-0.03499400635018524,-0.30836360467949997,7.013769151176241e-05,-1.5091836366538334,-0.01127023044975295,-0.04222032021047534,003300
20,Ssangyong_Cement,Materials_&_Chemicals,2019,Q3,0.013388345551733294,-0.02734941677236982,0.12794823579012948,0.04290392106671059,0.0751836373795356,-0.10217065230638944,-0.03545526466314336,003410
20,Samsung_Fine Chemicals,Materials_&_Chemicals,2019,Q3,-0.029875982594499417,0.19514214992050563,0.020205818353839278,-0.04484674645948106,-0.23573150423993927,-0.07670996407043651,-0.126060489775917,004000
20,Hyundai_Steel,Materials_&_Chemicals,2019,Q3,-0.0009447696250997062,-0.06784255035539104,0.1113385366684494,0.004507150868397036,-0.023264205626819745,0.028487896296362503,-0.06310282072698901,004020
21,Hansol_Technics,Technology,2019,Q3,-0.3212267906320341,0.04041051857756458,-0.3899521690821708,-0.9305731994700099,-0.05711087944598492,-0.48401874466663974,0.08096379221955946,004710
20,POSCO_Holdings,Materials_&_Chemicals,2019,Q3,0.0012302400398354063,-0.03602417008907364,-0.034784114886201145,-0.007239720428508178,-0.2195101750710271,-0.006653689814615671,-0.05936859829307618,005490
21,Samsung_Electronics,Technology,2019,Q3,-0.012326159202728393,0.043091569605277595,-0.10629807740952124,-0.012914860324851674,0.016681434263203898,-0.06667203921020337,0.057505912734716676,005930
21,Samsung_SDI,Technology,2019,Q3,-0.010049019773554546,0.088130946076821,-0.05881921991854755,-0.01711332787797737,0.06256526518753847,0.07633402333628547,-0.04729046655776392,006400
21,Korea_Petrochemical_Ind,Materials_&_Chemicals,2019,Q3,-0.031095798023154764,-0.1892780230952116,-0.4497102960062369,-0.03803086443760462,-0.03174044700340706,-0.029898998314985104,-0.005114495625956238,006650
21,Kukdo_Chemical,Materials_&_Chemicals,2019,Q3,-0.02093115119626643,-0.03312142394760494,0.0681912706342217,-0.024261678888175542,-0.25666106844236847,0.001448306516956488,-0.012876815828441378,007690
20,Daeduck_Electronics,Technology,2019,Q3,-0.02317377530480358,0.23503668874242276,-0.01024699407881724,-0.23048452294962707,0.21409233465839872,0.0965027696076255,-0.058855739082490116,008060
21,Samsung_Electro-Mechanics,Technology,2019,Q3,-0.027942616889657712,-0.06971722123480126,-0.11999227548834912,-0.3267228269430811,-0.11506118644821584,-0.08183057681547501,0.06622780807625642,009150
20,Moorim_P&P,Materials_&_Chemicals,2019,Q3,-0.0055684609186268386,-0.10281839576601906,0.09729627817080866,-0.009909477493208696,-0.07360608223306975,0.10179441838854109,-0.11589693837404785,009580
20,Hanwha_Solutions,Materials_&_Chemicals,2019,Q3,-0.013332670661649226,0.0842719473824823,-0.021613049775152993,-0.018884962124732896,0.025543273071992556,-0.006448226785853883,-0.19621907731898874,009830
20,OCI,Materials_&_Chemicals,2019,Q3,0.012707781762773762,8.217750238243525e-05,-0.005805477307788909,0.017870032984960815,0.28762922176067474,0.10964348953785552,-0.23902320181166914,010060
20,Korea_Zinc,Materials_&_Chemicals,2019,Q3,-0.02362079357225899,0.02913062972123731,0.048441178936174834,-0.02421250824795229,0.004248842451485713,-0.04048310050574755,-0.04311510121329627,010130
20,IS_Dongseo,Technology,2019,Q3,-0.013143910178828433,0.234160280500943,0.02852727465707905,-0.021470786337603798,-0.1041824679471488,-0.046471738233048177,-0.20391240229157362,010780
20,S-Oil,Energy_&_Utilities,2019,Q3,-0.005822888759827949,-0.06569695648565924,0.0036161559241302266,-0.008238140472229372,0.027396983517456786,0.03862279414537961,0.2035293398661424,010950
20,LG_Innotek,Technology,2019,Q3,-0.04664537692583548,-0.06907186477619481,-0.61546665174393,-0.1502700579413636,0.012830934888766965,-0.37135322719505814,0.03045261914807605,011070
20,Lotte_Chemical,Materials_&_Chemicals,2019,Q3,-0.00556773097265939,-0.14368771733082994,0.04639890166406102,-0.006190101478311227,0.09356575053031846,0.18180779285065252,-0.06010645739820693,011170
20,Kumho_Petrochemical,Materials_&_Chemicals,2019,Q3,-0.018835149861941014,0.029612080249924497,0.02821985726277554,-0.03008892292396359,0.11936199591701246,0.11137779419857219,-0.24252849027538392,011780
20,SKC,Materials_&_Chemicals,2019,Q3,-0.010881047393497933,0.1002214693429777,0.0576664827272908,-0.013285896800760755,0.00843226992359336,0.12357176872665643,0.024121953313609588,011790
21,Hansol_Chemical,Materials_&_Chemicals,2019,Q3,-0.054175430339245434,-0.04804408840895773,-0.052786476637427304,-0.07218764038942083,-0.005052078379952807,0.003909718867207035,0.01536086437251895,014680
20,Korea_Electric_Power_Corporation_(KEPCO),Energy_&_Utilities,2019,Q3,0.0005839973816548216,-0.13790790983251522,-0.2137079634292378,0.0007755803989889509,-0.015482355669758086,0.028963703397351326,0.03332181162595216,015760
21,Samsung_SDS,Technology,2019,Q3,-0.016257631510033344,-0.07988708956410935,0.11395045447091612,-0.021223054119902995,-0.04303576859702973,-0.037157663204791413,-0.0964524939296034,018260
20,Iljin_Materials,Materials_&_Chemicals,2019,Q3,-0.02106466991341005,0.0073008188202362,-0.08518821603927984,-0.12444346231912529,-0.009322587671531268,-0.07801687411666247,0.007110308002763752,020150
20,Korea_Electric_Terminal,Energy_&_Utilities,2019,Q3,0.0026960039816248393,0.10294176337009917,0.020866594102559866,-0.0027394171662156186,-0.03587680879844757,0.10798767072849935,-0.28987234821011343,025540
