,name,sector,year,quarter,자본총계변화율,Relative Return,매출액변화율,이익잉여금변화율,비유동부채변화율,유동자산변화율,Label,Code
1,Kyungbang,Materials_&_Chemicals,2024,Q2,-0.010040417110154465,-0.10196689696707023,0.06174044028547543,-0.009816867442777433,0.007398367104436199,0.02474484416675793,-0.08954614631205246,000050
2,Chosun_Refractories,Materials_&_Chemicals,2024,Q2,-0.0014117044960986203,-0.11865024524434639,-1.9151439177056715,0.008217002768979631,-0.05614579852403856,0.22186332194334846,-0.005308419199089465,000480
1,S_hynix,Technology,2024,Q2,-0.06713922790504001,0.25888797303555333,-0.30875638193665944,-0.07474399103729734,0.05209893716712133,-0.1924429838862669,0.25193627962931453,000660
1,Youngpoong,Materials_&_Chemicals,2024,Q2,-0.003647045115084957,-0.12738229748597135,0.08148975058864272,-0.0033656630800080745,-0.008648734139491188,-0.003879802177858105,-0.30614620216875343,000670
1,Dongkuk_Steel,Materials_&_Chemicals,2024,Q2,0.00035732066878602087,-0.12053800159606043,0.7519814912826384,-0.0004821933912808607,0.548096682261119,0.12064133945098865,0.01620719121309478,001230
1,SeAH_Besteel,Materials_&_Chemicals,2024,Q2,-0.0013337749132982246,-0.12044967469354542,0.9544491535315431,-0.0020168437016854224,0.05427409373693781,0.554520436238171,-0.10874426431749293,001430
1,KIS_Wire,Materials_&_Chemicals,2024,Q2,-0.009061245664254924,-0.03907597208168853,-0.06419856003169744,-0.009308956966955328,-0.006379405352848755,0.00825933824247016,0.03260051250554883,002240
1,KCC,Materials_&_Chemicals,2024,Q2,-0.003368438911364624,0.09716816890407062,-0.12363268344768064,-0.0035699661962449447,-0.18567559660913613,0.011375237044282893,0.16289176917050555,002380
1,Korea_Shell_Petroleum,Energy_&_Utilities,2024,Q2,-0.1061295043225936,0.0728318857182299,-0.09248229452932444,-0.1149495836272858,-0.010272694607664778,0.15128991157361227,0.1639060174810308,002960
1,SeAH_Steel,Materials_&_Chemicals,2024,Q2,-0.0048622069735106965,-0.12606191959150462,0.547892934018484,-0.00562222250163158,0.002334814005662489,0.424902112708498,-0.1510747786392545,003030
1,Ilshin_Spinning,Materials_&_Chemicals,2024,Q2,-0.022675680875093196,-0.04880966733925236,0.0954530475888361,-0.022777932847070304,-0.5412553654765879,-0.02845631842369145,-0.028076499461200048,003200
1,Hanil_Cement,Materials_&_Chemicals,2024,Q2,0.0005105683502311109,0.06911745260580479,0.8999927828149599,-0.00029859745331917154,0.0509193842561696,0.32139341486054207,0.054075790256334307,003300
