,name,sector,year,quarter,자본총계변화율,Relative Return,매출액변화율,이익잉여금변화율,비유동부채변화율,유동자산변화율,Label,Code
14,Kyungbang,Materials_&_Chemicals,2021,Q1,-0.0038431445999105307,-0.09287435685754566,0.01131079518045841,-0.007986112516090271,0.000498158475641941,0.23819348017048325,0.007599486521180948,000050
15,Chosun_Refractories,Materials_&_Chemicals,2021,Q1,-0.009528814153178411,-0.1545944264772704,-0.022494598823164624,0.024829593665782634,-1.0353821612396037,0.09592111448122842,-0.04696082334990784,000480
14,S_hynix,Technology,2021,Q1,-0.0033684789603904974,0.1705172376896572,-0.09299234168558068,-0.003783213585088152,-0.40710867845215737,-0.07232491132204144,-0.0013142170736863273,000660
14,Youngpoong,Materials_&_Chemicals,2021,Q1,-0.027529836172543343,-0.11372769970983929,0.02289427665969901,-0.027301152863509426,-0.0034893955877168814,-0.10302968595515205,0.028413936089019418,000670
14,Dongkuk_Steel,Materials_&_Chemicals,2021,Q1,-0.018517518879397565,0.021540430962470825,-0.07049577404460172,-0.07239056888047757,-0.042629607907343825,-0.11276145294336293,0.6154245573902136,001230
14,SeAH_Besteel,Materials_&_Chemicals,2021,Q1,-0.03653376568477018,-0.17001411850434958,-0.1381482981241069,-0.055994828533661556,0.07981589245302168,0.0895127562514556,0.668073614626948,001430
14,KIS_Wire,Materials_&_Chemicals,2021,Q1,-0.006734033689602015,0.017615554621506768,0.06359769386635572,-0.002548515683694852,-0.017948696603333314,-0.06028754048142737,0.3871646786838084,002240
14,KCC,Materials_&_Chemicals,2021,Q1,-0.02246055016054016,0.08634380928214963,-0.26217025988814857,0.14635272304969416,-0.27993770747395486,-0.14540214738188295,0.13696040038348412,002380
14,Korea_Shell_Petroleum,Energy_&_Utilities,2021,Q1,0.09674709919178137,-0.1618546226329893,-0.13685548448926377,0.10497558223264447,-0.11986553335044303,-0.0728336574421724,-0.08882705913962449,002960
14,SeAH_Steel,Materials_&_Chemicals,2021,Q1,-0.0005719744557555195,-0.1939477822948153,-3.2365952637157545,-0.01095431404191638,0.07134528872440604,-1.0543160227682606,0.16847130800535326,003030
