Year,Quarter,공시일,sj_div,account_nm,thstrm_dt,thstrm_amount
2024,Q1,20240516,BS,유동자산,2024.03.31 현재,"7,060,478,055,303"
2024,Q1,20240516,BS,비유동자산,2024.03.31 현재,"5,463,961,789,684"
2024,Q1,20240516,BS,자산총계,2024.03.31 현재,"12,524,439,844,987"
2024,Q1,20240516,BS,유동부채,2024.03.31 현재,"4,239,716,338,562"
2024,Q1,20240516,BS,비유동부채,2024.03.31 현재,"1,671,418,422,291"
2024,Q1,20240516,BS,부채총계,2024.03.31 현재,"5,911,134,760,853"
2024,Q1,20240516,BS,자본금,2024.03.31 현재,"18,750,000,000"
2024,Q1,20240516,BS,이익잉여금,2024.03.31 현재,"6,380,779,888,056"
2024,Q1,20240516,BS,자본총계,2024.03.31 현재,"6,613,305,084,134"
2024,Q1,20240516,IS,매출액,2024.01.01 ~ 2024.03.31,5057308368370
2024,Q1,20240516,IS,영업이익,2024.01.01 ~ 2024.03.31,271336700073
2024,Q1,20240516,IS,법인세차감전 순이익,2024.01.01 ~ 2024.03.31,423824575112
2024,Q1,20240516,IS,당기순이익,2024.01.01 ~ 2024.03.31,341813606211
2024,Q1,20240516,IS,당기순이익(손실),2024.01.01 ~ 2024.03.31,341813606211
2024,Q1,20240516,IS,총포괄손익,2024.01.01 ~ 2024.03.31,352046125623
2024,Q2,20240814,BS,유동자산,2024.06.30 현재,"6,767,681,635,918"
2024,Q2,20240814,BS,비유동자산,2024.06.30 현재,"5,929,507,477,584"
2024,Q2,20240814,BS,자산총계,2024.06.30 현재,"12,697,189,113,502"
2024,Q2,20240814,BS,유동부채,2024.06.30 현재,"3,922,786,097,206"
2024,Q2,20240814,BS,비유동부채,2024.06.30 현재,"1,927,545,043,945"
2024,Q2,20240814,BS,부채총계,2024.06.30 현재,"5,850,331,141,151"
2024,Q2,20240814,BS,자본금,2024.06.30 현재,"18,750,000,000"
2024,Q2,20240814,BS,이익잉여금,2024.06.30 현재,"6,615,169,599,920"
2024,Q2,20240814,BS,자본총계,2024.06.30 현재,"6,846,857,972,351"
2024,Q2,20240814,IS,매출액,2024.01.01 ~ 2024.06.30,5363132999179
2024,Q2,20240814,IS,영업이익,2024.01.01 ~ 2024.06.30,279860242705
2024,Q2,20240814,IS,법인세차감전 순이익,2024.01.01 ~ 2024.06.30,291981257477
2024,Q2,20240814,IS,당기순이익,2024.01.01 ~ 2024.06.30,234415898816
2024,Q2,20240814,IS,당기순이익(손실),2024.01.01 ~ 2024.06.30,234415898816
2024,Q2,20240814,IS,총포괄손익,2024.01.01 ~ 2024.06.30,233552888217
2024,Q3,20241114,BS,유동자산,2024.09.30 현재,"6,865,844,278,936"
2024,Q3,20241114,BS,비유동자산,2024.09.30 현재,"6,397,634,880,936"
2024,Q3,20241114,BS,자산총계,2024.09.30 현재,"13,263,479,159,872"
2024,Q3,20241114,BS,유동부채,2024.09.30 현재,"4,028,194,027,763"
2024,Q3,20241114,BS,비유동부채,2024.09.30 현재,"2,016,555,483,784"
2024,Q3,20241114,BS,부채총계,2024.09.30 현재,"6,044,749,511,547"
2024,Q3,20241114,BS,자본금,2024.09.30 현재,"37,500,000,000"
2024,Q3,20241114,BS,이익잉여금,2024.09.30 현재,"7,004,801,547,918"
2024,Q3,20241114,BS,자본총계,2024.09.30 현재,"7,218,729,648,325"
2024,Q3,20241114,IS,매출액,2024.01.01 ~ 2024.09.30,5689807000387
2024,Q3,20241114,IS,영업이익,2024.01.01 ~ 2024.09.30,360908174435
2024,Q3,20241114,IS,법인세차감전 순이익,2024.01.01 ~ 2024.09.30,471923747808
2024,Q3,20241114,IS,당기순이익,2024.01.01 ~ 2024.09.30,389632904961
2024,Q3,20241114,IS,당기순이익(손실),2024.01.01 ~ 2024.09.30,389632904961
2024,Q3,20241114,IS,총포괄손익,2024.01.01 ~ 2024.09.30,372065149514
2024,Q4,20250317,BS,유동자산,2024.12.31 현재,"7,460,358,215,013"
2024,Q4,20250317,BS,비유동자산,2024.12.31 현재,"6,380,762,617,277"
2024,Q4,20250317,BS,자산총계,2024.12.31 현재,"13,841,120,832,290"
2024,Q4,20250317,BS,유동부채,2024.12.31 현재,"4,286,305,780,351"
2024,Q4,20250317,BS,비유동부채,2024.12.31 현재,"2,170,495,976,363"
2024,Q4,20250317,BS,부채총계,2024.12.31 현재,"6,456,801,756,714"
2024,Q4,20250317,BS,자본금,2024.12.31 현재,"37,500,000,000"
2024,Q4,20250317,BS,이익잉여금,2024.12.31 현재,"7,156,901,691,363"
2024,Q4,20250317,BS,자본총계,2024.12.31 현재,"7,384,319,075,576"
2024,Q4,20250317,IS,매출액,2024.01.01 ~ 2024.12.31,5524486399824
2024,Q4,20250317,IS,영업이익,2024.01.01 ~ 2024.12.31,335602129545
2024,Q4,20250317,IS,법인세차감전 순이익,2024.01.01 ~ 2024.12.31,229780498507
2024,Q4,20250317,IS,당기순이익,2024.01.01 ~ 2024.12.31,159083368642
2024,Q4,20250317,IS,당기순이익(손실),2024.01.01 ~ 2024.12.31,159083368642
2024,Q4,20250317,IS,총포괄손익,2024.01.01 ~ 2024.12.31,165589427251
