,name,sector,year,quarter,비유동부채변화율,유동자산변화율,자산총계변화율,자본총계변화율,영업이익변화율,주주 수변화율,Relative Return,1인평균급여변화율,전체 주주 수변화율,전체 주식 수변화율,Label,Code
19,S-1_Corporation,Financials,2019,Q4,0.4424266907423333,-0.05546920050612636,-0.02302295826793177,-0.02954419411847553,0.029538179345563242,0.24276142698410652,0.020584731687051955,-0.13540365741457872,-0.03971432228231042,-0.03917884556242601,-0.11138729833057176,012750
