,name,sector,year,quarter,비유동부채변화율,유동자산변화율,자산총계변화율,자본총계변화율,영업이익변화율,주주 수변화율,Relative Return,1인평균급여변화율,전체 주주 수변화율,전체 주식 수변화율,Label,Code
23,S-1_Corporation,Financials,2018,Q4,-0.04083443970821499,0.040038727289110065,0.013565370391464326,0.013254729107151086,0.07230968737668042,0.3584011004397626,-0.060432088395933815,-0.1758377778018243,0.02413256008468101,0.02376364407381537,0.23561762396118224,012750
