,name,sector,year,quarter,비유동부채변화율,유동자산변화율,자산총계변화율,자본총계변화율,영업이익변화율,주주 수변화율,Relative Return,1인평균급여변화율,전체 주주 수변화율,전체 주식 수변화율,Label,Code
17,S-1_Corporation,Financials,2020,Q2,-0.13470464311190988,0.02715486734818162,0.005914852499044443,-0.03010820591064922,-0.09322523298471319,0.004621261068364357,0.04788849235199019,-0.0075586756117065335,0.010732411807972575,0.010257747772540737,-0.10557445220086617,012750
