,name,sector,year,quarter,비유동부채변화율,유동자산변화율,자산총계변화율,자본총계변화율,영업이익변화율,주주 수변화율,Relative Return,1인평균급여변화율,전체 주주 수변화율,전체 주식 수변화율,Label,Code
25,S-1_Corporation,Financials,2018,Q2,-0.007122094532657108,0.08513088595712581,0.03446445354363492,-0.027164162067301545,0.17443429418906453,0.03536770118790167,-0.04156223074497512,0.012389476212536166,0.04407234447284858,0.043132655951492516,0.03713483037905261,012750
