,name,sector,year,quarter,비유동부채변화율,유동자산변화율,자산총계변화율,자본총계변화율,영업이익변화율,주주 수변화율,Relative Return,1인평균급여변화율,전체 주주 수변화율,전체 주식 수변화율,Label,Code
22,S-1_Corporation,Financials,2019,Q1,-0.2140096816635919,-0.050754601621243234,-0.03785705247065185,-0.012246778456903806,-0.03454908318823713,-0.5775652310806731,0.23561762396118224,0.1424530120151194,-0.04013762251898312,-0.03970854818067315,-0.049857603949117126,012750
