,name,sector,year,quarter,비유동부채변화율,유동자산변화율,자산총계변화율,자본총계변화율,영업이익변화율,주주 수변화율,Relative Return,1인평균급여변화율,전체 주주 수변화율,전체 주식 수변화율,Label,Code
1,S-1_Corporation,Financials,2024,Q2,-0.09875986231562539,0.023884616126494063,0.01284276311569399,-0.027788995740607225,0.028724920886906147,0.008213539735359765,-0.05272304915961092,-0.002647827347504794,0.01376201866703508,0.013423854093975951,-0.06132159877075339,012750
