,name,sector,year,quarter,비유동부채변화율,유동자산변화율,자산총계변화율,자본총계변화율,영업이익변화율,주주 수변화율,Relative Return,1인평균급여변화율,전체 주주 수변화율,전체 주식 수변화율,Label,Code
28,S-1_Corporation,Financials,2017,Q3,0.06339611559006308,0.004914600165430438,0.003015793191968097,-0.036277260077109075,-0.060131298536799216,-0.004497515067307445,-0.027278044532195483,-0.008001357969424694,-0.005614377688580419,-0.0057350231341393165,-0.09057639669421481,012750
