,name,sector,year,quarter,비유동부채변화율,유동자산변화율,자산총계변화율,자본총계변화율,영업이익변화율,주주 수변화율,Relative Return,1인평균급여변화율,전체 주주 수변화율,전체 주식 수변화율,Label,Code
14,S-1_Corporation,Financials,2021,Q1,-0.03152602551938233,-0.025112830572315614,-0.008148421739120781,0.033202309245810135,-0.022025470619747578,0.19299543034995692,-0.292380892857503,0.08665141144193833,0.22749344857870268,0.2914948749445284,-0.0929521975670885,012750
