,name,year,quarter,sector,Relative Return,국제유가 변화율,보유 주식 수 변화율,1인평균급여 변화율,실업률 변화율,기초 소유 주식 수 변화율,금리 변화율,Label,Code
12,하이트진로,2021,Q4,생활소비재,0.20334813704858318,0.08325393584683072,-0.04582335289401673,0.04643045828777703,0.02083333333333348,-0.11764705882352955,0.16812521036687933,-0.012106847679306795,000080
12,조선내화,2021,Q4,철강_소재,-0.015945313905378677,0.08325393584683072,-0.34961130587364064,-0.022727272727272707,0.02083333333333348,0.0214318109325784,0.16812521036687933,0.0629350071393891,000480
12,영풍,2021,Q4,철강_소재,0.051367048840005515,0.08325393584683072,-0.04721333229256108,0.030131702209731603,0.02083333333333348,-0.0625,0.16812521036687933,-0.001544456997103285,000670
12,CJ,2021,Q4,생활소비재,-0.049183820687011576,0.08325393584683072,-0.05254381203929259,0.10000000000000009,0.02083333333333348,0.005666151614349024,0.16812521036687933,0.08096572305841608,001040
12,동국제강,2021,Q4,철강_소재,0.06570784103928433,0.08325393584683072,-0.02986384132683295,0.2302158273381294,0.02083333333333348,0.03666590005449,0.16812521036687933,0.09972054546315418,001230
12,세아베스틸,2021,Q4,철강_소재,-0.04342548840018298,0.08325393584683072,0.05310516629684425,0.11023622047244097,0.02083333333333348,0.18847599915185564,0.16812521036687933,-0.03918363838167925,001430
12,대상,2021,Q4,생활소비재,0.017341955966959574,0.08325393584683072,0.04530936616334591,-0.008064516129032251,0.02083333333333348,0.0,0.16812521036687933,0.13444508417465725,001680
12,오리온,2021,Q4,생활소비재,-0.041456974598205895,0.08325393584683072,-0.01873013429888626,-0.26642771804062126,0.02083333333333348,0.14281542718751128,0.16812521036687933,0.05552237888351503,001800
12,고려제강,2021,Q4,철강_소재,0.024999428476657454,0.08325393584683072,0.13230576378430392,-0.022222222222222254,0.02083333333333348,-0.014594705986625267,0.16812521036687933,0.26182065319179265,002240
12,아모레G,2021,Q4,생활소비재,-0.00833068060234668,0.08325393584683072,-0.03150653779597601,0.4171779141104295,0.02083333333333348,-0.0040571792516176375,0.16812521036687933,0.058838877200013344,002790
12,세아제강,2021,Q4,철강_소재,0.0568436038234696,0.08325393584683072,0.09111046039332749,0.07438016528925617,0.02083333333333348,0.1221298864364253,0.16812521036687933,0.13846068597161285,003030
12,남양유업,2021,Q4,생활소비재,0.0018168583606366084,0.08325393584683072,0.4539625045718938,-0.006437794454782764,0.02083333333333348,0.2320486234698773,0.16812521036687933,0.0018108270868471901,003920
12,현대제철,2021,Q4,철강_소재,0.042357343369467206,0.08325393584683072,-0.021849268684221657,0.22480620155038755,0.02083333333333348,-0.09085798609789275,0.16812521036687933,0.05920767539639432,004020
12,농심,2021,Q4,생활소비재,0.10709349271989102,0.08325393584683072,-0.021679237705458876,-0.04914550978160537,0.02083333333333348,-0.375,0.16812521036687933,0.08963650623354918,004370
12,삼광글라스,2021,Q4,철강_소재,0.24352357672666586,0.08325393584683072,-0.06631047370437892,3.974025974025974,0.02083333333333348,-0.09205226000966593,0.16812521036687933,-0.059946692783945335,005090
12,빙그레,2021,Q4,생활소비재,0.06609510289579595,0.08325393584683072,0.062158234353206554,0.009166931697004888,0.02083333333333348,0.0,0.16812521036687933,0.01513203476435735,005180
12,롯데칠성,2021,Q4,생활소비재,0.2759766312462517,0.08325393584683072,-0.060245848875552954,0.12565445026178002,0.02083333333333348,0.3080107925830631,0.16812521036687933,0.24279269149990607,005300
12,현대그린푸드,2021,Q4,생활소비재,0.011690806518644348,0.08325393584683072,0.09378325721351177,-0.04684224810454041,0.02083333333333348,0.0,0.16812521036687933,0.04004255462786395,005440
12,POSCO,2021,Q4,철강_소재,0.07595374521403123,0.08325393584683072,-0.11698480488603213,0.125,0.02083333333333348,-0.004322622081741834,0.16812521036687933,0.020524133645244344,005490
12,삼립식품,2021,Q4,생활소비재,0.39023344982245645,0.08325393584683072,-0.0016057253215002731,0.0501410778456135,0.02083333333333348,0.0004727029786590897,0.16812521036687933,-0.09474296463364472,005610
12,크라운제과,2021,Q4,생활소비재,0.1232020655509444,0.08325393584683072,0.030444339562239575,-0.1661921744760887,0.02083333333333348,0.07587270128160029,0.16812521036687933,0.09190569715711869,005740
12,GS리테일,2021,Q4,생활소비재,-0.03777362464368331,0.08325393584683072,0.5389955193896605,0.20925449871465296,0.02083333333333348,-0.33333333333333337,0.16812521036687933,-0.032465579571449535,007070
12,오뚜기,2021,Q4,생활소비재,0.006480859993874724,0.08325393584683072,-0.007104056889409627,0.011111111111111072,0.02083333333333348,0.024477196514612,0.16812521036687933,0.11998002740190816,007310
