,name,year,quarter,sector,Relative Return,국제유가 변화율,보유 주식 수 변화율,1인평균급여 변화율,실업률 변화율,기초 소유 주식 수 변화율,금리 변화율,Label,Code
6,하이트진로,2023,Q2,생활소비재,-0.15510437639735503,-0.03519218134034163,0.0,0.0,-0.04938271604938271,0.0,0.0022310602386272915,0.06525524190560864,000080
6,조선내화,2023,Q2,철강_소재,0.01859796740924216,-0.03519218134034163,0.0,0.0,-0.04938271604938271,0.0,0.0022310602386272915,-0.20592868253686974,000480
6,영풍,2023,Q2,철강_소재,-0.008138775911639778,-0.03519218134034163,0.0,0.0,-0.04938271604938271,0.0,0.0022310602386272915,-0.11496775629119849,000670
6,CJ,2023,Q2,생활소비재,-0.17919900942632128,-0.03519218134034163,0.0,0.0,-0.04938271604938271,0.0,0.0022310602386272915,0.23725698679259047,001040
6,동국제강,2023,Q2,철강_소재,0.20365198402539958,-0.03519218134034163,0.0,0.0,-0.04938271604938271,0.0,0.0022310602386272915,-0.2414258499784816,001230
6,세아베스틸,2023,Q2,철강_소재,-0.01517141271331833,-0.03519218134034163,0.0,0.0,-0.04938271604938271,0.0,0.0022310602386272915,-0.011149875952507583,001430
6,대상,2023,Q2,생활소비재,-0.11603061908663619,-0.03519218134034163,0.0,0.0,-0.04938271604938271,0.0,0.0022310602386272915,0.20231955530211015,001680
6,오리온,2023,Q2,생활소비재,-0.10112309208470176,-0.03519218134034163,0.0,0.0,-0.04938271604938271,0.0,0.0022310602386272915,0.09904749246854505,001800
6,고려제강,2023,Q2,철강_소재,0.19543682499953216,-0.03519218134034163,0.0,0.0,-0.04938271604938271,0.0,0.0022310602386272915,-0.14986109013631127,002240
6,아모레G,2023,Q2,생활소비재,-0.0006872790240209092,-0.03519218134034163,0.0,0.0,-0.04938271604938271,0.0,0.0022310602386272915,-0.0855900374796735,002790
6,세아제강,2023,Q2,철강_소재,0.21341076251411584,-0.03519218134034163,0.0,0.0,-0.04938271604938271,0.0,0.0022310602386272915,-0.0356870328660239,003030
6,남양유업,2023,Q2,생활소비재,-0.14653587963211323,-0.03519218134034163,0.0,0.0,-0.04938271604938271,0.0,0.0022310602386272915,0.08233999261266219,003920
6,현대제철,2023,Q2,철강_소재,-0.048063175218814744,-0.03519218134034163,0.0,0.0,-0.04938271604938271,0.0,0.0022310602386272915,0.02053365005905311,004020
6,농심,2023,Q2,생활소비재,0.02837237111550478,-0.03519218134034163,0.0,0.0,-0.04938271604938271,0.0,0.0022310602386272915,0.24311145778868068,004370
6,삼광글라스,2023,Q2,철강_소재,-0.14846349759528193,-0.03519218134034163,0.0,0.0,-0.04938271604938271,0.0,0.0022310602386272915,0.0944702679884324,005090
6,빙그레,2023,Q2,생활소비재,0.0038271566715171526,-0.03519218134034163,0.0,0.0,-0.04938271604938271,0.0,0.0022310602386272915,0.24468215121572648,005180
6,롯데칠성,2023,Q2,생활소비재,-0.12258151255371992,-0.03519218134034163,0.0,0.0,-0.04938271604938271,0.0,0.0022310602386272915,0.19770512006767577,005300
6,현대그린푸드,2023,Q2,생활소비재,-0.1294554152404964,-0.03519218134034163,0.0,0.0,-0.04938271604938271,0.0,0.0022310602386272915,0.036903402736017006,005440
6,POSCO,2023,Q2,철강_소재,0.5378390778086102,-0.03519218134034163,0.0,0.0,-0.04938271604938271,0.0,0.0022310602386272915,-0.1548998759525076,005490
6,삼립식품,2023,Q2,생활소비재,-0.15021653276331445,-0.03519218134034163,0.0,0.0,-0.04938271604938271,0.0,0.0022310602386272915,0.0066272894141746405,005610
6,크라운제과,2023,Q2,생활소비재,-0.12217600288614477,-0.03519218134034163,0.0,0.0,-0.04938271604938271,0.0,0.0022310602386272915,0.002583117244771331,005740
6,GS리테일,2023,Q2,생활소비재,-0.10015120560834488,-0.03519218134034163,0.0,0.0,-0.04938271604938271,0.0,0.0022310602386272915,0.06785490497220799,007070
6,오뚜기,2023,Q2,생활소비재,-0.21360309296137564,-0.03519218134034163,0.0,0.0,-0.04938271604938271,0.0,0.0022310602386272915,0.06850714615412441,007310
6,무림P&P,2023,Q2,철강_소재,-0.11948345723663582,-0.03519218134034163,0.0,0.0,-0.04938271604938271,0.0,0.0022310602386272915,-0.04189260821913885,009580
6,고려아연,2023,Q2,철강_소재,-0.02949819793436219,-0.03519218134034163,0.0,0.0,-0.04938271604938271,0.0,0.0022310602386272915,0.015317304317304298,010130
6,한국전력,2023,Q2,생활소비재,-0.08901985447336633,-0.03519218134034163,0.0,0.0,-0.04938271604938271,0.0,0.0022310602386272915,-0.014868313616894745,015760
6,KT&G,2023,Q2,생활소비재,-0.045784684525965166,-0.03519218134034163,0.0,0.0,-0.04938271604938271,0.0,0.0022310602386272915,0.11667024549377489,033780
