,name,year,quarter,sector,Relative Return,국제유가 변화율,보유 주식 수 변화율,1인평균급여 변화율,실업률 변화율,기초 소유 주식 수 변화율,금리 변화율,Label,Code
21,하이트진로,2019,Q3,생활소비재,0.2802798329144396,-0.10146539633409102,0.0,0.0,-0.05084745762711873,0.0,-0.21649484536082508,0.038010294575439196,000080
21,조선내화,2019,Q3,철강_소재,-0.03144183754940612,-0.10146539633409102,0.0,0.0,-0.05084745762711873,0.0,-0.21649484536082508,-0.0801617267083218,000480
21,영풍,2019,Q3,철강_소재,-0.07773391307052892,-0.10146539633409102,0.0,0.0,-0.05084745762711873,0.0,-0.21649484536082508,-0.06864437869804776,000670
21,CJ,2019,Q3,생활소비재,0.0876596259759125,-0.10146539633409102,0.0,0.0,-0.05084745762711873,0.0,-0.21649484536082508,-0.12836156294329962,001040
21,동국제강,2019,Q3,철강_소재,-0.10926373781301162,-0.10146539633409102,0.0,0.0,-0.05084745762711873,0.0,-0.21649484536082508,-0.23015265352589184,001230
21,세아베스틸,2019,Q3,철강_소재,-0.022017793378926218,-0.10146539633409102,0.0,0.0,-0.05084745762711873,0.0,-0.21649484536082508,-0.40263041274606515,001430
21,대상,2019,Q3,생활소비재,-0.016678527527980727,-0.10146539633409102,0.0,0.0,-0.05084745762711873,0.0,-0.21649484536082508,-0.17116254653552745,001680
21,오리온,2019,Q3,생활소비재,0.02043666881706442,-0.10146539633409102,0.0,0.0,-0.05084745762711873,0.0,-0.21649484536082508,-0.1504634047634513,001800
21,고려제강,2019,Q3,철강_소재,-0.1426712206449453,-0.10146539633409102,0.0,0.0,-0.05084745762711873,0.0,-0.21649484536082508,-0.20833910725425817,002240
21,아모레G,2019,Q3,생활소비재,0.3027252659402598,-0.10146539633409102,0.0,0.0,-0.05084745762711873,0.0,-0.21649484536082508,-0.14143855502809646,002790
21,세아제강,2019,Q3,철강_소재,-0.1571294559099436,-0.10146539633409102,0.0,0.0,-0.05084745762711873,0.0,-0.21649484536082508,-0.35538363092121505,003030
