,name,year,quarter,sector,Relative Return,국제유가 변화율,보유 주식 수 변화율,1인평균급여 변화율,실업률 변화율,기초 소유 주식 수 변화율,금리 변화율,Label,Code
20,하이트진로,2019,Q4,생활소비재,0.038010294575439196,0.023897949297593923,0.0024926080444966914,0.09282140876102596,-0.05357142857142849,0.0525955292986553,0.191387559808615,0.30181752030032916,000080
20,조선내화,2019,Q4,철강_소재,-0.0801617267083218,0.023897949297593923,0.06816583771516505,0.040000000000000036,-0.05357142857142849,0.0005236181154726349,0.191387559808615,-0.024622085199050528,000480
20,영풍,2019,Q4,철강_소재,-0.06864437869804776,0.023897949297593923,0.32144103279832525,0.12155014770009842,-0.05357142857142849,0.0,0.191387559808615,-0.003615429771146275,000670
20,CJ,2019,Q4,생활소비재,-0.12836156294329962,0.023897949297593923,0.03112638190022965,-0.07363770250368185,-0.05357142857142849,-0.38435679416909774,0.191387559808615,0.12774314746819232,001040
20,동국제강,2019,Q4,철강_소재,-0.23015265352589184,0.023897949297593923,0.14352350503505074,0.04385964912280693,-0.05357142857142849,-0.06357970416581626,0.191387559808615,-0.053165258989395614,001230
20,세아베스틸,2019,Q4,철강_소재,-0.40263041274606515,0.023897949297593923,0.0,0.03418803418803429,-0.05357142857142849,0.0,0.191387559808615,0.24359554903487962,001430
20,대상,2019,Q4,생활소비재,-0.17116254653552745,0.023897949297593923,0.01610074885405477,-0.1839080459770115,-0.05357142857142849,0.0,0.191387559808615,0.6107140407435353,001680
20,오리온,2019,Q4,생활소비재,-0.1504634047634513,0.023897949297593923,-0.008209018828129855,0.09247135842880527,-0.05357142857142849,-0.37499946830043474,0.191387559808615,0.17173407717340772,001800
20,고려제강,2019,Q4,철강_소재,-0.20833910725425817,0.023897949297593923,0.029198802530625123,0.05882352941176472,-0.05357142857142849,0.11122843411879324,0.191387559808615,-0.12138879456848223,002240
20,아모레G,2019,Q4,생활소비재,-0.14143855502809646,0.023897949297593923,-0.01784882811491506,0.1518987341772151,-0.05357142857142849,-0.22372688571878574,0.191387559808615,-0.0450300553801985,002790
20,세아제강,2019,Q4,철강_소재,-0.35538363092121505,0.023897949297593923,-0.09499070058995152,0.07874015748031504,-0.05357142857142849,-0.13881091421286018,0.191387559808615,0.10991942409237912,003030
20,남양유업,2019,Q4,생활소비재,-0.21975698492432408,0.023897949297593923,0.057881402326459774,0.07195649259234438,-0.05357142857142849,0.0,0.191387559808615,-0.003714744304484721,003920
20,현대제철,2019,Q4,철강_소재,-0.27326187784493083,0.023897949297593923,0.0,-0.007352941176470562,-0.05357142857142849,-2.2009577268722325e-05,0.191387559808615,0.05098678120487285,004020
20,농심,2019,Q4,생활소비재,0.2389364481694069,0.023897949297593923,-0.010061625107810612,0.005697532372342939,-0.05357142857142849,0.0,0.191387559808615,0.10675410669059096,004370
20,삼광글라스,2019,Q4,철강_소재,0.012278646620486292,0.023897949297593923,-0.009475149918819703,0.07581475128644932,-0.05357142857142849,-0.1428571428571428,0.191387559808615,-0.0531710791857181,005090
20,빙그레,2019,Q4,생활소비재,-0.04657183270994533,0.023897949297593923,0.05879288009718264,0.03828266787658796,-0.05357142857142849,0.0,0.191387559808615,0.43685215692563384,005180
