,name,year,quarter,sector,Relative Return,국제유가 변화율,보유 주식 수 변화율,1인평균급여 변화율,실업률 변화율,기초 소유 주식 수 변화율,금리 변화율,Label,Code
4,하이트진로,2023,Q4,생활소비재,-0.14990381084427554,-0.03388722209400741,0.009775024537570065,0.0318694960808219,0.0625,0.0,0.00757180156657955,-0.004698098076335337,000080
4,조선내화,2023,Q4,철강_소재,-0.23123545640332863,-0.03388722209400741,7.681107031288784,-0.09523809523809523,0.0625,0.07396224939613494,0.00757180156657955,-0.03284289441307822,000480
4,영풍,2023,Q4,철강_소재,-0.11901841935253826,-0.03388722209400741,-0.0032476629992607142,0.061817645323104076,0.0625,-0.03664407184698171,0.00757180156657955,-0.1913417954123733,000670
4,CJ,2023,Q4,생활소비재,0.10516296191705135,-0.03388722209400741,-0.04522139925967783,-0.030033370411568394,0.0625,0.025762931959695257,0.00757180156657955,0.3078080192280813,001040
4,동국제강,2023,Q4,철강_소재,-0.16895502636089346,-0.03388722209400741,-0.8152463536500727,0.09770114942528729,0.0625,-0.060041529583194864,0.00757180156657955,0.028548288267116508,001230
4,세아베스틸,2023,Q4,철강_소재,-0.08331126280678475,-0.03388722209400741,-0.15897645674263883,0.03645833333333326,0.0625,0.0,0.00757180156657955,-0.08023989203481333,001430
4,대상,2023,Q4,생활소비재,-0.18735620286412608,-0.03388722209400741,-0.006214903222069079,0.051587301587301626,0.0625,0.0,0.00757180156657955,0.10969403614789311,001680
4,오리온,2023,Q4,생활소비재,-0.22410267205819728,-0.03388722209400741,0.0037299784195738983,0.8299155609167672,0.0625,0.0,0.00757180156657955,-0.005094542641011161,001800
4,고려제강,2023,Q4,철강_소재,0.02206669831066725,-0.03388722209400741,0.08626442183880734,0.019230769230769162,0.0625,0.0,0.00757180156657955,0.14439091227243822,002240
4,아모레G,2023,Q4,생활소비재,-0.2113172777498022,-0.03388722209400741,0.019767685660306844,0.1287128712871286,0.0625,-0.04439890701014293,0.00757180156657955,0.30261872870898676,002790
4,세아제강,2023,Q4,철강_소재,0.06408017624255795,-0.03388722209400741,-0.23757449371422368,0.037634408602150504,0.0625,-0.0037957033382467475,0.00757180156657955,0.024587676592854324,003030
4,남양유업,2023,Q4,생활소비재,0.12716429007244945,-0.03388722209400741,-0.002050494868035213,0.14634146341463405,0.0625,0.0,0.00757180156657955,-0.13964426314076286,003920
4,현대제철,2023,Q4,철강_소재,-0.12991780905310743,-0.03388722209400741,0.01698663471490991,-0.16759776536312854,0.0625,-8.05692879625175e-05,0.00757180156657955,-0.06897158170214987,004020
4,농심,2023,Q4,생활소비재,-0.3832606228220312,-0.03388722209400741,-0.01343762909728441,0.03908391471047845,0.0625,-0.008890745745633533,0.00757180156657955,0.16104578546195905,004370
4,삼광글라스,2023,Q4,철강_소재,-0.244654431794135,-0.03388722209400741,0.17769238506821106,0.11151079136690645,0.0625,0.10115625490494451,0.00757180156657955,0.0357202492376105,005090
4,빙그레,2023,Q4,생활소비재,-0.18555266399671505,-0.03388722209400741,0.03556026547657387,0.11789152663995695,0.0625,0.0,0.00757180156657955,0.3699871883729232,005180
4,롯데칠성,2023,Q4,생활소비재,-0.29854025651173866,-0.03388722209400741,-0.07424441264856052,0.040000000000000036,0.0625,0.05627403705967127,0.00757180156657955,0.010995740149094723,005300
4,현대그린푸드,2023,Q4,생활소비재,0.08749462331802357,-0.03388722209400741,-0.16876006657894593,1.1223830670742259,0.0625,0.0,0.00757180156657955,0.09085452462285674,005440
4,POSCO,2023,Q4,철강_소재,-0.12689963756875255,-0.03388722209400741,0.13010694060438222,0.20574162679425845,0.0625,-0.04424816404645071,0.00757180156657955,-0.12751720515276052,005490
4,삼립식품,2023,Q4,생활소비재,-0.23143933308341808,-0.03388722209400741,-0.017171395869186368,-0.002802007940672646,0.0625,0.0,0.00757180156657955,0.027331515279521636,005610
