접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160516003078,Y,00159023,SK텔레콤,소액주주,"62,620",-,99.87%,"33,220,219",-,41.14%,2015-12-31,2015,Q4
20170331003875,Y,00159023,SK텔레콤,소액주주,"55,826",-,99.9%,"34,275,422",-,42.45%,2016-12-31,2016,Q4
20180402003090,Y,00159023,SK텔레콤,소액주주,"55,348",-,99.9%,"33,953,935",-,42.05%,2017-12-31,2017,Q4
20190401004425,Y,00159023,SK텔레콤,소액주주,-,-,-,-,-,-,2018-12-31,2018,Q4
20200330003443,Y,00159023,SK텔레콤,소액주주,"70,697",-,99.99%,"33,249,477",-,41.17%,2019-12-31,2019,Q4
20210317000804,Y,00159023,SK텔레콤,소액주주,"156,093","156,099",99.9%,"31,513,010","80,745,711",39.0%,2020-12-31,2020,Q4
20220812000185,Y,00159023,SK텔레콤,소액주주,"188,155","188,162",99.9%,"112,345,220","218,833,144",52.8%,2021-12-31,2021,Q4
20230320000235,Y,00159023,SK텔레콤,소액주주,"203,268","203,335",99.97%,"109,394,365","218,833,144",50.0%,2022-12-31,2022,Q4
20240318000570,Y,00159023,SK텔레콤,소액주주,"212,691","212,700",99.9%,"104,391,612","218,833,144",47.7%,2023-12-31,2023,Q4
20250317000684,Y,00159023,SK텔레콤,소액주주,"195,721","195,727",99.9%,"113,131,436","212,886,342",53.1%,2024-12-31,2024,Q4
