접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160330003411,Y,00428251,현대백화점,소액주주,"13,053",-,99.92%,"11,525,870",-,49.25%,2015-12-31,2015,Q4
20170331003946,Y,00428251,현대백화점,소액주주,"13,308",-,99.91%,"10,537,738",-,45.03%,2016-12-31,2016,Q4
20180402004469,Y,00428251,현대백화점,소액주주,-,-,-,-,-,-,2017-12-31,2017,Q4
20190401003503,Y,00428251,현대백화점,소액주주,"14,587",-,99.93%,"11,909,202",-,50.89%,2018-12-31,2018,Q4
20200330004495,Y,00428251,현대백화점,소액주주,"12,985",-,99.93%,"11,894,605",-,50.83%,2019-12-31,2019,Q4
20210316001102,Y,00428251,현대백화점,소액주주,"58,811","58,818",99.99%,"11,911,170","23,402,441",50.90%,2020-12-31,2020,Q4
20220318000922,Y,00428251,현대백화점,소액주주,"79,998","80,007",99.99%,"11,176,425","23,402,441",47.76%,2021-12-31,2021,Q4
20230320001061,Y,00428251,현대백화점,소액주주,"70,395","70,405",99.99%,"11,051,076","23,402,441",47.22%,2022-12-31,2022,Q4
20240318000213,Y,00428251,현대백화점,소액주주,"62,901","62,910",99.99%,"11,088,604","23,402,441",47.38%,2023-12-31,2023,Q4
20250318001045,Y,00428251,현대백화점,소액주주,"53,870","53,879",99.98%,"10,940,670","22,628,813",48.35%,2024-12-31,2024,Q4
