접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160330003114,Y,00992871,종근당,소액주주,"11,757",-,99.83%,"3,790,233",-,40.27%,2015-12-31,2015,Q4
20170331001683,Y,00992871,종근당,소액주주,"18,563",-,99.91%,"4,173,895",-,44.35%,2016-12-31,2016,Q4
20180402002615,Y,00992871,종근당,소액주주,"11,485",-,99.87%,"4,150,065",-,44.11%,2017-12-31,2017,Q4
20190401004693,Y,00992871,종근당,소액주주,"12,077",-,99.88%,"4,421,819",-,44.75%,2018-12-31,2018,Q4
20200330002362,Y,00992871,종근당,소액주주,"12,637",-,99.90%,"4,295,759",-,41.42%,2019-12-31,2019,Q4
20210318000944,Y,00992871,종근당,소액주주,"31,644","31,657",99.96%,"4,876,656","10,885,685",44.80%,2020-12-31,2020,Q4
20220317001126,Y,00992871,종근당,소액주주,"62,641","62,653",99.98%,"5,279,673","11,426,099",46.21%,2021-12-31,2021,Q4
20230316000376,Y,00992871,종근당,소액주주,"58,097","58,110",99.98%,"5,102,298","11,988,038",42.56%,2022-12-31,2022,Q4
20240320001136,Y,00992871,종근당,소액주주,"43,205","43,219",99.97%,"4,912,634","12,568,464",39.09%,2023-12-31,2023,Q4
20250325000403,Y,00992871,종근당,소액주주,"36,905","36,918",99.96%,"4,816,471","13,174,420",36.56%,2024-12-31,2024,Q4
