접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160516003193,Y,00141307,영풍,소액주주,"3,160",-,99.37%,"264,044",-,14.33%,2015-12-31,2015,Q4
20180515001305,Y,00141307,영풍,소액주주,"2,649",-,99.21%,"271,821",-,14.76%,2016-12-31,2016,Q4
20180402003331,Y,00141307,영풍,소액주주,"2,762",-,99.23%,"260,551",-,14.14%,2017-12-31,2017,Q4
20190401004367,Y,00141307,영풍,소액주주,"3,042",-,99.31%,"206,352",-,14.13%,2018-12-31,2018,Q4
20200330002771,Y,00141307,영풍,소액주주,"2,956",-,99.39%,"272,682",-,14.80%,2019-12-31,2019,Q4
20210316000780,Y,00141307,영풍,소액주주,"3,813","3,833",99.50%,"256,220","1,842,040",13.91%,2020-12-31,2020,Q4
20220315000564,Y,00141307,영풍,소액주주,"3,894","3,915",99.46%,"244,123","1,842,040",13.25%,2021-12-31,2021,Q4
20230713000143,Y,00141307,영풍,소액주주,"5,821","5,842",99.64%,"296,213","1,842,040",16.08%,2022-12-31,2022,Q4
20240814004220,Y,00141307,영풍,소액주주,"5,309","5,330",99.61%,"295,251","1,842,040",16.03%,2023-12-31,2023,Q4
20250319001075,Y,00141307,영풍,소액주주,"5,877","5,896",99.68%,"361,616","1,842,040",19.63%,2024-12-31,2024,Q4
