접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160516003040,Y,00106368,금호석유화학,소액주주,"29,437",-,99.97%,"14,513,953",-,47.64%,2015-12-31,2015,Q4
20170331005241,Y,00106368,금호석유화학,소액주주,"22,073",-,99.95%,"14,966,674",-,49.12%,2016-12-31,2016,Q4
20180402005051,Y,00106368,금호석유화학,소액주주,"18,291",-,99.93%,"14,068,014",-,46.17%,2017-12-31,2017,Q4
20190401004932,Y,00106368,금호석유화학,소액주주,"18,664",-,99.95%,"15,063,601",-,49.44%,2018-12-31,2018,Q4
20200330004439,Y,00106368,금호석유화학,소액주주,"17,979",-,99.94%,"15,378,659",-,50.48%,2019-12-31,2019,Q4
20210330001578,Y,00106368,금호석유화학,소액주주,"31,951","31,964",99.96%,"15,466,600","30,467,691",50.76%,2020-12-31,2020,Q4
20220328000826,Y,00106368,금호석유화학,소액주주,"139,548","139,568",99.99%,"16,116,108","30,295,844",53.20%,2021-12-31,2021,Q4
20230316001213,Y,00106368,금호석유화학,소액주주,"119,567","119,588",99.98%,"15,285,951","29,314,312",52.15%,2022-12-31,2022,Q4
20240328001337,Y,00106368,금호석유화학,소액주주,"96,784","96,804",99.98%,"14,363,466","28,547,679",50.31%,2023-12-31,2023,Q4
20250317000810,Y,00106368,금호석유화학,소액주주,"85,662","85,681",99.98%,"13,959,400","27,334,587",51.07%,2024-12-31,2024,Q4
