접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160328000777,E,00340917,동원F&B,소액주주,-,-,-,-,-,-,2015-12-31,2015,Q4
20170328000271,E,00340917,동원F&B,소액주주,-,-,-,-,-,-,2016-12-31,2016,Q4
20180330000351,E,00340917,동원F&B,소액주주,-,-,-,-,-,-,2017-12-31,2017,Q4
20190328000805,E,00340917,동원F&B,소액주주,"5,878",-,99.45%,"629,673",-,16.32%,2018-12-31,2018,Q4
20200330002304,E,00340917,동원F&B,소액주주,"5,113",-,99.88%,"738,051",-,19.12%,2019-12-31,2019,Q4
20210316001089,E,00340917,동원F&B,소액주주,"12,588","12,591",97.2%,"626,369","3,859,124",16.2%,2020-12-31,2020,Q4
20220812000485,E,00340917,동원F&B,소액주주,"12,588","12,591",97.2%,"626,369","3,859,124",16.2%,2021-12-31,2021,Q4
20230317000669,E,00340917,동원F&B,소액주주,"11,857","11,860",99.9%,"706,528","3,859,124",18.3%,2022-12-31,2022,Q4
20240320001417,E,00340917,동원F&B,소액주주,"11,539","11,544",99.96%,"4,445,247","19,295,620",23.04%,2023-12-31,2023,Q4
20250318001158,E,00340917,동원F&B,소액주주,"12,058","12,060",99.98%,"4,262,705","19,295,620",22.09%,2024-12-31,2024,Q4
