접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160330003330,Y,00109189,대덕,소액주주,"11,370",-,99.89%,"24,270,870",-,49.74%,2015-12-31,2015,Q4
20170331004089,Y,00109189,대덕,소액주주,"9,781",-,99.87%,"23,603,114",-,48.37%,2016-12-31,2016,Q4
20180402004738,Y,00109189,대덕,소액주주,"8,541",-,99.84%,"21,664,311",-,44.40%,2017-12-31,2017,Q4
20190401004966,Y,00109189,대덕,소액주주,"20,529",-,99.92%,"39,669,722",-,48.78%,2018-12-31,2018,Q4
20200330004644,Y,00109189,대덕,소액주주,"23,996",-,99.96%,"45,581,475",-,56.06%,2019-12-31,2019,Q4
20210318001367,Y,00109189,대덕,소액주주,"20,147","20,158",99.95%,"18,804,488","33,890,150",55.49%,2020-12-31,2020,Q4
20220317001186,Y,00109189,대덕,소액주주,"22,670","22,682",99.95%,"18,137,969","33,890,150",53.52%,2021-12-31,2021,Q4
20230316001303,Y,00109189,대덕,소액주주,"20,293","20,305",99.94%,"18,754,479","33,890,150",55.34%,2022-12-31,2022,Q4
20240321001788,Y,00109189,대덕,소액주주,"18,309","18,321",99.93%,"18,034,987","33,890,150",53.22%,2023-12-31,2023,Q4
20250320001383,Y,00109189,대덕,소액주주,"17,263","17,274",99.94%,"18,296,259","33,890,150",53.99%,2024-12-31,2024,Q4
