접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160516002428,Y,00896285,삼양사,소액주주,"5,163",-,99.92%,"1,411,657",-,22.40%,2015-12-31,2015,Q4
20170526000260,Y,00896285,삼양사,소액주주,"5,043",-,99.64%,"2,157,969",-,20.97%,2016-12-31,2016,Q4
20180725000280,Y,00896285,삼양사,소액주주,-,-,-,-,-,-,2017-12-31,2017,Q4
20190401003903,Y,00896285,삼양사,소액주주,"5,988",-,99.72%,"1,691,163",-,16.44%,2018-12-31,2018,Q4
20200407002751,Y,00896285,삼양사,소액주주,"6,176",-,99.74 %,"1,822,592",-,17.71%,2019-12-31,2019,Q4
20210317001085,Y,00896285,삼양사,소액주주,"9,775","9,791",99.84%,"2,004,247","10,313,449",19.43%,2020-12-31,2020,Q4
20220812000103,Y,00896285,삼양사,소액주주,"12,422","12,438",99.87%,"2,232,586","10,313,449",21.65%,2021-12-31,2021,Q4
20230315001060,Y,00896285,삼양사,소액주주,"14,606","14,621",99.90%,"2,519,209","10,313,449",24.43%,2022-12-31,2022,Q4
20240325000879,Y,00896285,삼양사,소액주주,"13,590","13,595",99.96%,"2,925,338","10,313,449",28.36%,2023-12-31,2023,Q4
20250319000739,Y,00896285,삼양사,소액주주,"11,733","11,738",99.95%,"2,901,256","10,313,449",28.13%,2024-12-31,2024,Q4
