접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20211210000418,Y,00106641,기아,소액주주,"161,438",-,99.99%,"221,467,493",-,54.63%,2015-12-31,2015,Q4
20211210000438,Y,00106641,기아,소액주주,"200,645",-,99.99%,"223,013,969",-,55.01%,2016-12-31,2016,Q4
20211210000450,Y,00106641,기아,소액주주,"191,123",-,99.99%,"217,174,303",-,53.57%,2017-12-31,2017,Q4
20211210000468,Y,00106641,기아,소액주주,"158,871",-,99.99%,"210,805,485",-,52.00%,2018-12-31,2018,Q4
20211210000477,Y,00106641,기아,소액주주,"126,510",-,99.99%,"215,205,690",-,53.09%,2019-12-31,2019,Q4
20211210000500,Y,00106641,기아,소액주주,"248,759","248,765",99.99%,"219,517,507","405,363,347",54.15%,2020-12-31,2020,Q4
20220321000650,Y,00106641,기아,소액주주,"597,198","597,205",99.99%,"226,433,293","405,363,347",55.85%,2021-12-31,2021,Q4
20230309000734,Y,00106641,기아,소액주주,"620,723","620,730",99.99%,"223,469,217","405,363,347",55.12%,2022-12-31,2022,Q4
20240312000909,Y,00106641,기아,소액주주,"395,265","395,271",99.99%,"222,360,477","402,044,203",55.30%,2023-12-31,2023,Q4
20250313001390,Y,00106641,기아,소액주주,"385,235","385,241",99.99%,"218,320,550","397,672,632",54.89%,2024-12-31,2024,Q4
