접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160330003554,Y,00161383,한미반도체,소액주주,"7,086",-,99.79%,"8,002,815",-,31.47%,2015-12-31,2015,Q4
20170329000017,Y,00161383,한미반도체,소액주주,"6,430",-,99.80%,"7,841,926",-,30.83%,2016-12-31,2016,Q4
20180328000631,Y,00161383,한미반도체,소액주주,"8,843",-,99.83%,"17,095,310",-,26.89%,2017-12-31,2017,Q4
20190329001992,Y,00161383,한미반도체,소액주주,"6,896",-,99.78%,"16,742,346",-,29.26%,2018-12-31,2018,Q4
20200327001498,Y,00161383,한미반도체,소액주주,"9,364",-,99.85%,"17,891,056",-,31.27%,2019-12-31,2019,Q4
20210311000922,Y,00161383,한미반도체,소액주주,"21,338","21,354",99.93%,"17,307,636","51,501,501",33.61%,2020-12-31,2020,Q4
20220415000576,Y,00161383,한미반도체,소액주주,"70,139","70,153",99.98%,"19,899,097","49,459,877",40.23%,2021-12-31,2021,Q4
20230316001554,Y,00161383,한미반도체,소액주주,"80,543","80,556",99.98%,"39,308,635","97,339,302",40.38%,2022-12-31,2022,Q4
20240314001257,Y,00161383,한미반도체,소액주주,"110,619","110,630",99.99%,"39,661,482","97,339,302",40.75%,2023-12-31,2023,Q4
20250313001171,Y,00161383,한미반도체,소액주주,"204,761","204,769",99.99%,"40,099,161","96,614,259",41.50%,2024-12-31,2024,Q4
