,0
K_전체 주주 수 변화율,0.27112702408501266
K_특정 증권 등 소유 비율 변화율,0.26189288419957923
K_특정 증권 등 소유 수 변화율,0.1480944116236053
K_특정 증권 등 소유 증감 수 변화율,0.11893549449512275
K_전체 주식 수 변화율,0.07871073539543101
