,name,year,quarter,sector,Relative Return,환율 변화율,국제유가 변화율,실업률 변화율,소비자물가지수 변화율,자본총계 변화율,비유동자산 변화율,금리 변화율,유동부채 변화율,특정 증권 등 소유 증감 수 변화율,Label,Code
12,SK_Telecom,2021,Q3,통신,0.09868999786052407,-0.034507991437758845,-0.06736077481840197,0.1504424778761062,-0.01761921683046319,0.02180949390770548,0.02049939131781786,0.05306772908366497,0.003398312425347494,-0.10548617715084885,0.09841343742645212,017670
12,KT_Corp,2021,Q3,통신,0.06731897174553117,-0.034507991437758845,-0.06736077481840197,0.1504424778761062,-0.01761921683046319,-0.019922041412469893,-0.0059934846267695185,0.05306772908366497,-0.11295073852766047,-0.07177159868023986,0.11105504824391182,030200
12,LG_Uplus,2021,Q3,통신,0.195568141561173,-0.034507991437758845,-0.06736077481840197,0.1504424778761062,-0.01761921683046319,-0.005972405803559955,0.0008135301342122592,0.05306772908366497,-0.13951913848471476,-0.06801405270276528,0.06950437291655848,032640
