,name,year,quarter,sector,Relative Return,환율 변화율,국제유가 변화율,실업률 변화율,소비자물가지수 변화율,자본총계 변화율,비유동자산 변화율,금리 변화율,유동부채 변화율,특정 증권 등 소유 증감 수 변화율,Label,Code
22,SK_Telecom,2019,Q1,통신,0.08691002696461184,0.0016632023276192953,0.06709658363690052,-0.01754385964912264,0.6874179652905958,0.0013864703493183805,-0.015735966993598582,0.09282764948769218,-0.2334054878953622,0.14347597376347576,-0.10965870030255027,017670
22,KT_Corp,2019,Q1,통신,0.12125524215693996,0.0016632023276192953,0.06709658363690052,-0.01754385964912264,0.6874179652905958,-0.0020687981995839433,-0.019902307589833468,0.09282764948769218,-0.06351615309274083,0.10402036420656435,-0.12729868139019457,030200
22,LG_Uplus,2019,Q1,통신,0.1010022393457976,0.0016632023276192953,0.06709658363690052,-0.01754385964912264,0.6874179652905958,0.0055353087294153225,-0.0035769246298547053,0.09282764948769218,-0.11605154171732646,0.09665314413218706,-0.1745034963003919,032640
