,name,year,quarter,sector,Relative Return,국제유가 변화율,법인세차감전 순이익 변화율,비유동부채 변화율,이익잉여금 변화율,유동부채 변화율,비유동자산 변화율,Label,Code
30,하이트진로,2017,Q2,생활소비재,0.06856733350009801,-0.07470193740685538,-1.7708285686901073,0.0705316149159343,0.058471993297237956,-0.044554357083758545,1.7273490862779184e-05,-0.001981459988192033,000080
30,유한양행,2017,Q2,헬스케어,-0.0987697269702833,-0.07470193740685538,-0.396716537321543,0.07087623339446925,0.01663232815133986,-0.010773604412750104,0.027134462151341854,-0.15957438856395717,000100
30,일동제약,2017,Q2,헬스케어,-0.2359797441310619,-0.07470193740685538,-0.546432992114182,0.01818234042057143,0.007607184940968237,2.7256177272729163,0.0023395789164719627,-0.08256152990791404,000230
30,동아쏘시오홀딩스,2017,Q2,헬스케어,-0.1727828607768211,-0.07470193740685538,-1.1633199708168716,-0.026457968880553184,-0.00799254163365637,-0.162219899765236,0.0022242550083153567,-0.048003219157301255,000640
30,CJ,2017,Q2,생활소비재,-0.13370168117654951,-0.07470193740685538,-0.8500881165783496,-0.9234042174282954,0.0031935988091149614,1.3772806905667263,6.742038822782348e-07,0.045448715919286786,001040
30,대상,2017,Q2,생활소비재,-0.06228111840310379,-0.07470193740685538,-0.2744133071247773,0.011012804249244335,0.02783919423005643,0.011991673337298892,0.03111158702325123,-0.124502577508572,001680
30,오리온,2017,Q2,생활소비재,-0.2537593226356348,-0.07470193740685538,-4.68358155228902,47.92166337625026,3.6149592305155203,-0.9952565911544548,1.165631959954108,-0.005459134665010176,001800
30,아모레G,2017,Q2,생활소비재,-0.19942881632401815,-0.07470193740685538,-0.9795733384194539,-0.012717444828105995,0.0009177839002851851,-0.8734610718803982,-0.0005100049089176162,0.15783766278717792,002790
30,부광약품,2017,Q2,헬스케어,-0.08736549355583235,-0.07470193740685538,-0.5074651647646736,0.28898319685574014,0.012882311376704925,-0.07308146089575185,0.04340936026860032,0.03419259920863009,003000
30,영진약품,2017,Q2,헬스케어,0.011959066139880035,-0.07470193740685538,-0.4713288048072306,0.011566478045288875,0.05836719078961017,0.04454962656101791,0.014161614650939347,-0.15590136794306436,003520
30,남양유업,2017,Q2,생활소비재,-0.22634890191258605,-0.07470193740685538,-7.597568023759442,-0.09662522282409203,0.003240749186000036,-0.012936555815882267,0.05339397829551418,-0.12800420780693628,003920
30,농심,2017,Q2,생활소비재,-0.032183292021169714,-0.07470193740685538,-0.3783038047026013,-0.11474294815587871,0.009831763806827043,-0.04942484462684371,0.03286657001082993,-0.03910110997365216,004370
30,빙그레,2017,Q2,생활소비재,-0.11675163638520118,-0.07470193740685538,1.7550434283695724,-0.17043401869136499,0.37999964719396795,0.32745461514178253,0.0009996270025556253,-0.10708634507915683,005180
30,롯데칠성,2017,Q2,생활소비재,-0.14032625642741683,-0.07470193740685538,-2.523479118310555,0.4609220713342408,-0.02781567930068629,-0.07393532477190223,0.06438326581714704,-0.21125151497241576,005300
30,현대그린푸드,2017,Q2,생활소비재,0.08208728133176543,-0.07470193740685538,-0.3103699300097693,-0.036577105062885584,0.020599854500151782,0.00837547643115144,0.030483046298233063,-0.2418276399515148,005440
30,삼립식품,2017,Q2,생활소비재,-0.27094591828379594,-0.07470193740685538,2.6499109252148436,-0.09351265187611224,0.10340468706494432,-0.02495356773381463,0.044315067362157734,-0.12994220669409448,005610
30,크라운제과,2017,Q2,생활소비재,-0.31204707644521473,-0.07470193740685538,-1.0625287369069822,0.007827908401027095,-0.00031474532683695156,-0.06634211800305956,-0.003660246041658599,-0.23437317751347925,005740
30,녹십자,2017,Q2,헬스케어,0.020284240446362754,-0.07470193740685538,4.685675733854786,0.8228494248651617,0.038354403493861655,-0.2659210696735247,0.00890441945792042,0.13925718830616043,006280
30,GS리테일,2017,Q2,생활소비재,-0.2715185981900748,-0.07470193740685538,0.831687863288127,0.014449875821862523,0.040749963501942155,0.15579865757813582,0.06371877479366739,-0.21420762367075274,007070
30,오뚜기,2017,Q2,생활소비재,-0.07445487434312986,-0.07470193740685538,0.15435556350646573,-0.0029427882710244546,0.033061465451725836,-0.029017880651606154,0.026289184850993852,-0.08551896752858136,007310
30,일양약품,2017,Q2,헬스케어,-0.13946731234866833,-0.07470193740685538,-0.988318231736423,-0.2480796887702541,0.09991193898281847,0.04714067466867178,-0.004650366591061106,-0.023961915065807582,007570
30,서흥,2017,Q2,헬스케어,-0.13460001263980625,-0.07470193740685538,0.21583638198388821,-0.04173299005591369,0.023849175954535173,0.09866101115449699,0.0164206356280423,-0.11315723383542628,008490
30,광동제약,2017,Q2,헬스케어,-0.09819239769236829,-0.07470193740685538,-0.32426315455431776,-0.035873186912087074,0.01298483815850826,0.05888742075064801,0.0027427815070963923,-0.05426387270765522,009290
30,한국전력,2017,Q2,생활소비재,0.0010448224569447623,-0.07470193740685538,2.235185994642637,0.02273278906745335,0.006772553544130977,-0.026728831048389967,0.009667662288813217,-0.22390797118682276,015760
30,KT&G,2017,Q2,생활소비재,0.04688529560606538,-0.07470193740685538,0.17189096858256026,0.002766455711353588,1.0425841100075703,-0.2738773095738606,0.011546973316639786,-0.11074925009064832,033780
30,무학,2017,Q2,생활소비재,-0.08649614334894641,-0.07470193740685538,-0.48308996042152685,0.6751545243960819,0.03282397069739895,-0.10764288032936575,-0.15581735639628902,-0.25373412198109335,033920
30,한국가스공사,2017,Q2,생활소비재,-0.010915054086265114,-0.07470193740685538,-1.4216114730812452,0.009755513748809452,-0.05994416645191092,-0.06945516314786548,0.024358632771638078,-0.23345477736653525,036460
30,팜스코,2017,Q2,생활소비재,-0.06096342456772376,-0.07470193740685538,-0.7261987230425602,0.02092472693364189,0.018411618773277683,-0.0006263912923440973,-0.00010532582194677786,-0.11817309188336764,036580
30,동원F&B,2017,Q2,생활소비재,-0.2286470140673431,-0.07470193740685538,-0.9463759625785565,2.5994713392921813,0.040706507798299096,0.07873856457937589,0.2927927660094083,-0.09503457636833912,049770
30,LG생활건강,2017,Q2,생활소비재,0.0016072670555496108,-0.07470193740685538,-0.015148302617532083,0.02397073348621448,0.10427359859075769,-0.32686810463645655,0.013793099887738913,0.17307042264152556,051900
30,대웅제약,2017,Q2,헬스케어,-0.0003172633130357431,-0.07470193740685538,1.6996276831849477,0.00042879532550887944,0.03168950358867351,0.008867059751643813,0.02457033942751763,0.28865489637848146,069620
30,에이블씨엔씨,2017,Q2,생활소비재,-0.253690633644007,-0.07470193740685538,3.2186706182266995,0.31013729473054763,0.01536620948097811,-0.08657485584090652,-0.02250869965807345,-0.15940956503481982,078520
30,아모레퍼시픽,2017,Q2,생활소비재,-0.21285698170773493,-0.07470193740685538,-0.5898091769888685,-0.10845501256864809,0.022847572684854933,-0.1854142153902405,0.044959086330235154,0.047417145870844835,090430
30,CJ제일제당,2017,Q2,생활소비재,-0.008414881660580582,-0.07470193740685538,-0.9932481551349271,-0.06003118170525512,5.9714163357815764e-05,0.11272409621509594,0.030285059055156438,-0.017687478711536045,097950
30,락앤락,2017,Q2,생활소비재,-0.08572963193987047,-0.07470193740685538,0.5571105407649619,0.3020833792905273,0.09300433392090857,-0.49122906237333663,0.01478579500610322,0.5874181072855258,115390
30,한미약품,2017,Q2,헬스케어,-0.1135130908570594,-0.07470193740685538,-0.8522491680077543,0.012325344438387953,0.04584668566653072,0.10979809435740928,0.08934254742229375,0.44090160307636417,128940
30,이마트,2017,Q2,생활소비재,0.04740203493257829,-0.07470193740685538,-0.6917744155916212,-0.045364143701440596,0.022905791232170403,0.09715470543072557,0.025070746599280547,-0.08791830190678612,139480
30,삼양사,2017,Q2,생활소비재,-0.026816931333303352,-0.07470193740685538,-0.2546017266655807,0.005245672990340067,0.050134419760023974,-0.10828752674676201,0.009517462657254283,-0.1294369650566947,145990
30,한국콜마,2017,Q2,생활소비재,-0.18239824431224655,-0.07470193740685538,-0.16232461592171787,20.32273674785809,0.015666647605117268,-0.14973796545660711,0.05548747055357084,0.10711962666893787,161890
30,동아에스티,2017,Q2,헬스케어,-0.1825340328542464,-0.07470193740685538,-1.378886514417951,0.016771410882404192,0.060059517183373545,-0.07265565488134429,-0.014069102182276416,0.13251735957453206,170900
30,종근당,2017,Q2,헬스케어,-0.146260401266196,-0.07470193740685538,-0.018312037676393,-0.10084773895486532,0.16804912195455102,-0.08820168140012052,-0.00015697224970712131,0.07937974578550577,185750
30,코스맥스,2017,Q2,생활소비재,-0.16122897208418904,-0.07470193740685538,0.7292081740488527,-0.02181221961366453,0.14491274531396714,-0.025180963789887545,0.05863557427383004,0.0672484432325403,192820
