,name,year,quarter,sector,Relative Return,국제유가 변화율,법인세차감전 순이익 변화율,비유동부채 변화율,이익잉여금 변화율,유동부채 변화율,비유동자산 변화율,Label,Code
33,하이트진로,2016,Q3,생활소비재,-0.03598531033709729,0.005784579336604034,-0.4965490301398281,0.007578404108758541,0.019400058661172448,-0.02312419709068536,-0.00035696854703115566,-0.17068264442794995,000080
33,유한양행,2016,Q3,헬스케어,-0.28882475635575133,0.005784579336604034,-0.5602569102589632,-0.1876729676722586,0.003568665312222441,-0.07666236190257236,0.026092307253118063,-0.0777993263259322,000100
33,일동제약,2016,Q3,헬스케어,0.0,0.005784579336604034,1.8354444916169212,-0.43905989485712316,0.912555447455933,-0.9833745382260942,-0.14308820253855326,-0.44602156784564295,000230
33,동아쏘시오홀딩스,2016,Q3,헬스케어,-0.09565615732344623,0.005784579336604034,-0.31549606417158194,0.33947578993123817,-0.01668877413615788,-0.0035414124623047716,0.002670239737982083,-0.2526357168042266,000640
33,CJ,2016,Q3,생활소비재,-0.1523368496930036,0.005784579336604034,0.028864798176029716,0.007249193258550113,0.004574507703857478,0.011462646777816499,-0.0006186861606024552,-0.06228555020128465,001040
33,대상,2016,Q3,생활소비재,-0.13602207737328315,0.005784579336604034,0.4067816851806436,0.01379193633164566,0.05498587715038128,-0.03213016483462894,0.03836325979662458,-0.27888938087563453,001680
33,오리온,2016,Q3,생활소비재,-0.18535685414290062,0.005784579336604034,-0.31802019502549705,-0.1605360508029724,0.024592276178315498,-0.13524174512083387,-0.031217306569349512,-0.17317446296599925,001800
33,아모레G,2016,Q3,생활소비재,0.025949920262107042,0.005784579336604034,-3.041531187439077,0.01301595309686876,-0.0010731504098437927,0.08869821845707171,0.0013426432607561711,-0.3155265935223543,002790
33,부광약품,2016,Q3,헬스케어,-0.1251943868695893,0.005784579336604034,-0.6154014343815304,0.0760575109177557,0.00845987173874585,-0.1575888102721924,0.016839585077475183,-0.15125339957992842,003000
33,영진약품,2016,Q3,헬스케어,-0.17987018730530918,0.005784579336604034,0.24727210648338316,0.009709282648497908,0.14605082302483918,0.07310409834924503,-0.2280233074001361,-0.2861865203969422,003520
33,남양유업,2016,Q3,생활소비재,0.005181239854440141,0.005784579336604034,-0.30062247363327343,-0.11207685588350424,0.008543108875769923,-0.045392916868185584,-0.03387612013010277,0.1127092949915663,003920
33,농심,2016,Q3,생활소비재,-0.1457451772756213,0.005784579336604034,0.8627131513314488,-0.03885686732472038,0.011822760087215833,-0.07411301152396466,-0.0025486343369718334,-0.12867600189882653,004370
33,빙그레,2016,Q3,생활소비재,-0.015148782523825285,0.005784579336604034,0.9583255234710171,-0.01389388780367462,1.2952123035638423,-0.09684036700440479,-0.013879962506929466,-0.039775037143353675,005180
33,롯데칠성,2016,Q3,생활소비재,-0.04036610090069271,0.005784579336604034,0.21053650173321858,0.002219944672770202,0.018555124496791864,0.016730291475613557,0.018941164879079375,-0.208945235739463,005300
33,현대그린푸드,2016,Q3,생활소비재,-0.06730279186944621,0.005784579336604034,0.0010907333123508778,-0.08802069287186154,0.019720730260001984,0.6903505922922089,-0.028787918353178954,-0.18310686026381745,005440
33,삼립식품,2016,Q3,생활소비재,-0.08257330918951808,0.005784579336604034,-0.48095669311906064,0.06398974857759443,0.02211577162651479,0.08102388976941866,0.05875043309831973,0.15027343740866905,005610
33,크라운제과,2016,Q3,생활소비재,-0.20353549157697867,0.005784579336604034,-0.42551539024847995,0.004276006770203011,0.00913437778955739,0.20166109450358705,0.07138020417287705,0.03330212457718697,005740
33,녹십자,2016,Q3,헬스케어,-0.09427004078851697,0.005784579336604034,0.25545442903950333,0.013955933628462924,0.03780139685754014,0.11446070442123468,-0.0011458798926152758,-0.13201985373027553,006280
33,GS리테일,2016,Q3,생활소비재,-0.01442743672275524,0.005784579336604034,0.3934242584765659,-0.43176300413297997,-0.0505404410386564,0.5044307556382202,-0.16255403805763158,-0.04133650312588509,007070
33,오뚜기,2016,Q3,생활소비재,-0.17209549331982874,0.005784579336604034,0.052687429542165765,-0.0215868369313601,0.03866694768792689,0.022176784834817553,0.004465816828976621,0.04818200962376175,007310
33,일양약품,2016,Q3,헬스케어,-0.16573600366504107,0.005784579336604034,28.274073387092468,-0.25422043466243127,-0.08919570461619519,0.10984360875215304,0.002477606279893907,-0.22605738399661934,007570
33,서흥,2016,Q3,헬스케어,-0.02161304775481084,0.005784579336604034,-0.373384646109433,-0.1865720031227993,0.02661468495933761,0.14060536555083436,-0.0007552293482705474,-0.17877250932823466,008490
33,광동제약,2016,Q3,헬스케어,-0.08789709631564545,0.005784579336604034,-0.1472041041467994,-0.0017634985902638123,0.02890039084941387,0.0018138193969050587,-0.000963183195603512,-0.0900739170257911,009290
