Variable,VIF
const,1.249196931136756
F_유동자산 변화율,1.1755210655087776
F_비유동자산 변화율,1.896731091539779
F_자산총계 변화율,3.093125079530226
F_유동부채 변화율,2.2924042026390583
F_비유동부채 변화율,1.0798414022091678
F_부채총계 변화율,2.859702172469619
F_이익잉여금 변화율,1.0112246339234743
F_자본총계 변화율,2.425785319489359
F_매출액 변화율,1.041600727475104
F_영업이익 변화율,1.0113220506501164
F_법인세차감전 순이익 변화율,1.3174647240077155
F_당기순이익 변화율,inf
F_당기순이익(손실) 변화율,inf
M_소비자물가지수 변화율,1.4073665073501376
M_환율 변화율,40.21006691476582
M_GDP 변화율,116.86694055738806
M_금리 변화율,3.323057542204347
M_수출액 변화율,19.540290363762654
M_실업률 변화율,7.929450624554642
M_국제유가 변화율,5.06701208551682
M_주택가격 변화율,88.2059428228196
Relative Return,1.0276891035738378
