,name,year,quarter,sector,Relative Return,국제유가 변화율,법인세차감전 순이익 변화율,비유동부채 변화율,이익잉여금 변화율,유동부채 변화율,비유동자산 변화율,Label,Code
2,하이트진로,2024,Q2,생활소비재,0.028627711658482734,0.01979840167061564,0.3236607120656536,-0.10159521656540127,0.24580088480732942,0.07640142417074114,0.00016175982469013306,0.06823672954739804,000080
2,유한양행,2024,Q2,헬스케어,0.2848114793230269,0.01979840167061564,-0.2640870695217775,-0.5072802986534846,0.012744224911674484,0.23632179249996854,-0.006281401579499746,0.5302977539193272,000100
2,일동제약,2024,Q2,헬스케어,0.037205930743872746,0.01979840167061564,27.65349699784431,0.07497798000774214,-0.9954333847029359,0.020044553631552997,-0.15030499699250888,-0.0836245273219364,000230
2,동아쏘시오홀딩스,2024,Q2,헬스케어,0.15859709832860064,0.01979840167061564,-1.2673307436629944,-0.3268231025111954,-0.015986620400102125,0.07152591524904017,0.00014498803666929128,0.10673495881254522,000640
2,CJ,2024,Q2,생활소비재,-0.17122467059725835,0.01979840167061564,1.871926562107221,-0.12451928963161796,0.0833451866729138,-0.08533264005112495,0.04897929944839419,-0.059163245803340925,001040
2,대상,2024,Q2,생활소비재,0.1485137855390761,0.01979840167061564,-0.22856208780346732,-0.056376479047764994,0.020950335689395194,0.045818968928757364,0.007073145785054358,-0.09678073320051425,001680
2,오리온,2024,Q2,생활소비재,0.1064926806430334,0.01979840167061564,-0.9802847790575435,-1.2205710953727689e-05,0.05806911646901569,-0.12614817137714085,0.0010536108177958692,0.12731873388248122,001800
2,아모레G,2024,Q2,생활소비재,-0.2562303020917185,0.01979840167061564,-0.9274970752791104,-0.4400941589448568,0.0014948848475409005,-0.8774309371266971,-0.02110643985469285,0.0063917608834866135,002790
2,부광약품,2024,Q2,헬스케어,-0.132677991624114,0.01979840167061564,-2.6636253685116786,-0.07458360132903319,-0.031543685949217526,-0.6099775363807544,-0.03638924459329895,-0.09209426705591194,003000
2,영진약품,2024,Q2,헬스케어,0.21382556383006918,0.01979840167061564,-1.2511326959556008,0.04047574052834002,0.10203177870127655,0.012877304838604164,0.014865495323485467,-0.06584683970613461,003520
2,남양유업,2024,Q2,생활소비재,0.045951548082037684,0.01979840167061564,1.9309911229138859,-0.014453368594926519,-0.019939844469459622,-0.024050825329228087,-0.03725721260958326,0.4641145683163189,003920
2,농심,2024,Q2,생활소비재,0.08444982766988073,0.01979840167061564,-0.3567221092173971,0.30199846808694164,0.011775325988728547,-0.06617918741475226,-0.007817650460232417,-0.07293287864881526,004370
2,빙그레,2024,Q2,생활소비재,0.12835130908752176,0.01979840167061564,0.4164805104603102,-0.13710285333258743,1.188174274963242,-0.022327615655989175,0.029328965966966436,-0.11972007385289135,005180
2,롯데칠성,2024,Q2,생활소비재,0.10864647338456154,0.01979840167061564,-0.21846623541555943,-0.11298768859480046,0.006379277805625305,0.2211624984442877,0.002583496450661249,-0.12846413187448424,005300
