,Code
1,000080
1,000100
1,000230
1,000640
1,001040
1,001680
1,001800
1,002790
1,003000
1,003520
1,003920
1,004370
1,005180
1,005300
1,005440
1,005610
1,005740
1,006280
1,007070
1,007310
1,007570
1,008490
1,009290
1,015760
1,033780
1,033920
1,036460
1,036580
1,049770
1,051900
1,069620
1,078520
1,090430
1,097950
1,115390
1,128940
1,139480
1,145990
1,161890
1,170900
1,185750
1,192820
