code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,이자비용,차입부채
480,Chosun_Refractories,철강_소재,2019,Q3,"209,216,517,859","524,259,532,238","733,476,050,097","190,186,679,702","49,426,552,842","239,613,232,544","412,524,099,214","493,862,817,553",111421451021.0,3773774946.0,6255536076.0,5476389809.0,5476389809.0,"20,000,000,000",,,,,,,,,,
670,Youngpoong,철강_소재,2019,Q3,"680,932,434,026","1,589,815,096,319","2,270,747,530,345","167,529,933,574","282,334,905,344","449,864,838,918","1,833,106,666,487","1,820,882,691,427",325016176641.0,5348414844.0,2147522678.0,1880569173.0,1880569173.0,"9,210,200,000",,,,,,,,,,
1230,Dongkuk_Steel,철강_소재,2019,Q3,"1,822,490,532,502","3,891,759,328,344","5,714,249,860,846","2,781,298,944,998","549,207,886,806","3,330,506,831,804","706,261,916,239","2,383,743,029,042",1262964458579.0,43898533336.0,-32903492509.0,-29932920760.0,-29932920760.0,"690,953,196,364",,,,,,,,,,
1430,SeAH_Besteel,철강_소재,2019,Q3,"883,996,819,260","1,852,283,175,444","2,736,279,994,704","618,499,191,228","455,809,849,512","1,074,309,040,740","1,147,218,781,921","1,661,970,953,964",406392994245.0,-15601207079.0,-14492183624.0,-10785270028.0,-10785270028.0,"219,310,595,000",,,,,,,,,,
2240,KIS_Wire,철강_소재,2019,Q3,"272,894,910,755","1,118,534,309,263","1,391,429,220,018","215,363,820,413","90,378,183,196","305,742,003,609","1,047,504,408,049","1,085,687,216,409",113107948951.0,4170798200.0,4461947716.0,2847970708.0,2847970708.0,"20,000,000,000",,,,,,,,,,
3030,SeAH_Steel,철강_소재,2019,Q3,"44,865,001,466","664,074,007,835","708,939,009,301","11,067,051,802","35,319,132,547","46,386,184,349","536,467,794,919","662,552,824,952",2061718609.0,319456526.0,3103169907.0,2451576694.0,2451576694.0,"20,708,285,000",,,,,,,,,,
4020,Hyundai_Steel,철강_소재,2019,Q3,"7,498,772,005,432","24,387,363,261,801","31,886,135,267,233","5,218,131,696,978","9,684,901,837,006","14,903,033,533,984","11,506,333,609,149","16,983,101,733,249",4458713184184.0,33890554077.0,-51162334397.0,-52095584176.0,-52095584176.0,"667,228,925,000",,,,,,,,,,
5090,Samkwang_Glass,철강_소재,2019,Q3,"175,797,978,884","348,068,068,391","523,866,047,275","319,909,630,588","21,084,317,126","340,993,947,714","143,135,452,840","182,872,099,561",60088981726.0,352714055.0,-1739263663.0,-4040516806.0,-4040516806.0,"24,272,090,000",,,,,,,,,,
5490,POSCO_Holdings,철강_소재,2019,Q3,"17,716,458,788,079","37,711,522,945,019","55,427,981,733,098","2,825,160,798,240","6,266,838,232,201","9,091,999,030,441","46,151,051,277,446","46,335,982,702,657",7735894942797.0,662475809033.0,692958820317.0,499044928266.0,499044928266.0,"482,403,125,000",,,,,,,,,,
9580,Moorim_P&P,철강_소재,2019,Q3,"272,919,565,371","859,284,081,662","1,132,203,647,033","232,599,119,855","271,228,987,106","503,828,106,961","354,629,203,175","628,375,540,072",139276779299.0,8186841776.0,4538799149.0,3497754742.0,3497754742.0,,,,,,,,,,,
10130,Korea_Zinc,철강_소재,2019,Q3,"3,751,682,037,952","3,201,670,427,816","6,953,352,465,768","607,180,078,307","111,311,776,357","718,491,854,664","6,122,331,395,445","6,234,860,611,104",1305928654790.0,182625777139.0,199910407230.0,144732658716.0,144732658716.0,"94,350,000,000",,,,,,,,,,
103140,Poongsan,철강_소재,2019,Q3,"987,829,362,135","1,406,124,965,363","2,393,954,327,498","682,184,629,467","318,407,114,554","1,000,591,744,021","736,316,698,373","1,393,362,583,477",426484310332.0,6230603366.0,-752665795.0,-2935124194.0,-2935124194.0,"140,121,390,000",,,,,,,,,,
104700,Korea_Steel,철강_소재,2019,Q3,"578,461,436,271","305,939,799,133","884,401,235,404","137,696,342,347","16,396,070,512","154,092,412,859","131,857,742,382","730,308,822,545",175258271954.0,8547730904.0,11306195038.0,10770365054.0,10770365054.0,"46,050,000,000",,,,,,,,,,
