,name,year,quarter,sector,Relative Return,이익잉여금 변화율,비유동자산 변화율,소비자물가지수 변화율,자본총계 변화율,비유동부채 변화율,Label,Code
29,대림산업,2017,Q3,건설,-0.11560459519957578,0.027850920539118196,0.08638699690624452,0.15372330132051748,0.025253118995087753,0.045603353885667275,-0.11154265413313096,000210
29,현대건설,2017,Q3,건설,-0.1900207477224205,0.01689500152429857,-0.004480705171823418,0.15372330132051748,0.0162684194179199,0.018446694986392398,0.20833757687430982,000720
29,KCC,2017,Q3,건설,-0.09493906539262703,0.013276958693922536,-0.036741109062945254,0.15372330132051748,-0.03257373292464216,-0.06967811441801386,-0.10068709323209238,002380
29,한일시멘트,2017,Q3,건설,0.07450946031834868,0.015288171858353738,0.17695179660021298,0.15372330132051748,0.00928986800013809,0.45505007370740325,-0.1328015080024008,003300
29,아이에스동서,2017,Q3,건설,-0.14836272527852445,0.10952294527167461,0.013313247109586035,0.15372330132051748,0.0633533976823204,-0.11347294111953543,-0.10459321326294091,010780
29,현대산업,2017,Q3,건설,-0.09943011953419714,0.04774872723556167,0.004926659404400402,0.15372330132051748,0.04178047600545054,0.36530546351596205,0.05853474064697794,012630
29,삼성엔지니어링,2017,Q3,건설,0.1238958183741534,-1.3726019858627585,-0.004111419056675336,0.15372330132051748,-0.04918686825960861,-0.00035641872223168836,0.48502412230596204,028050
29,대우건설,2017,Q3,건설,-0.23459878992406843,-2.5817981529532754,-0.006923519294128377,0.15372330132051748,0.021023892225438434,-0.11641197300650219,-0.11673522808773876,047040
29,한전기술,2017,Q3,건설,-0.0989931714951364,0.011951139889514018,-0.007904942282547678,0.15372330132051748,0.01204274315388254,0.024485459059709447,0.810527552024306,052690
29,LG하우시스,2017,Q3,건설,-0.16172406895413802,0.06495504929253726,0.035983970269181764,0.15372330132051748,0.02093813957242152,0.010445937392713489,-0.08122129241574594,108670
