,name,year,quarter,sector,Relative Return,비유동자산 변화율,법인세차감전 순이익 변화율,자산총계 변화율,자본총계 변화율,매출액 변화율,영업이익 변화율,Label,Code
34,SK하이닉스,2016,Q2,정보기술,0.24876142612831736,0.0036532546348084782,-0.2982800500527517,-0.014396037045085741,0.013597490461988215,0.10478242965390483,-0.19461865342377138,0.159503652536732,000660
34,LG,2016,Q2,정보기술,-0.09291841151364286,-0.00012569422252217688,-0.8868105923363178,-0.02604003656208409,0.0032697452834240526,-0.7554529317535682,-0.893057958122573,-0.06569475201101335,003550
34,한솔테크닉스,2016,Q2,정보기술,-0.20771220901654622,-0.007215851552752617,-3.0344034777204576,0.019046185463216236,0.0026208413504673622,0.0435111457852464,0.26222644305026366,-0.20891271278621495,004710
34,삼성전자,2016,Q2,정보기술,0.16571017441977415,-0.008438729249771848,0.10547589329544516,-0.01564719644810897,0.001519658140393787,0.01903271592217015,0.2096524018936119,0.053607573533440186,005930
34,삼성SDI,2016,Q2,정보기술,0.060029098997607486,0.015398418420353721,-0.9333146976379244,0.042701027492344945,0.09903591843263437,0.10163166477221308,-0.8916442814583756,-0.20506661229947815,006400
34,대덕전자,2016,Q2,정보기술,0.013435611939242587,0.008471300436446949,0.4771227932971669,-0.00841685605980258,0.014051860973777863,0.1262668765731696,0.9261225991788695,-0.00692040981007714,008060
34,삼성전기,2016,Q2,정보기술,0.10466947210532883,-0.052666683946229975,-1.6407124463153875,-0.009995149759570388,-0.00033676810749028174,0.032563403889338094,-0.03820479675174837,-0.18528067433332976,009150
34,LG이노텍,2016,Q2,정보기술,0.12340516692821714,-0.0030192747516250007,0.10299712310943754,-0.015412156401723442,-0.01573904436132445,-0.08304809419116144,1.5901393181319583,-0.10697649706752957,011070
34,삼성에스디에스,2016,Q2,정보기술,-0.07856648295085093,-0.030483586514598482,-0.47478874110251257,-0.00022765225758891727,0.009945113111391013,0.050117992165908065,0.10502341131851423,-0.16251481540448273,018260
34,일진머티리얼즈,2016,Q2,정보기술,0.07825357356313102,-0.0023233818570606024,0.43050098231827105,-0.006981611362292917,-0.014355595487670958,0.003585200293189761,0.6452745048884432,-0.278990304761328,020150
34,신도리코,2016,Q2,정보기술,0.03321001264586938,0.01972749240630023,-0.3036848974117655,-0.004413836954454298,0.007125359188304925,-0.10955022582340401,-0.47255896425396626,0.052313075151563165,029530
34,LG디스플레이,2016,Q2,정보기술,0.1781595304821888,0.006902518501431754,-0.3229480841184458,0.013495160405625262,-0.012581333211240775,-0.03439228231135505,-0.22827097423476128,-0.11853559606636194,034220
34,SK,2016,Q2,정보기술,-0.047060257624400886,0.0005737407023194141,-0.9708313715325342,-0.00696192250246086,0.00016014115346973945,-0.41370606937346444,-0.9051713173364768,0.019303366413699084,034730
34,한미반도체,2016,Q2,정보기술,-0.1682479590873317,-0.1346066756595855,-0.493248087431595,-0.04693144916941283,-0.04386706514098404,-0.16678716063472798,-0.4036377919053661,-0.057284077974767214,042700
34,LG전자,2016,Q2,정보기술,-0.09335283272738491,0.010986032816366231,11.253174388761312,0.0012227572381966478,0.02249280714430535,0.07134752111206888,1.3491223319136365,-0.11748908641648959,066570
