,name,year,quarter,sector,Relative Return,비유동자산 변화율,법인세차감전 순이익 변화율,자산총계 변화율,자본총계 변화율,매출액 변화율,영업이익 변화율,Label,Code
27,SK하이닉스,2018,Q1,정보기술,0.038442663684447834,0.1205907755099449,0.08484669097030983,0.08156971005653757,0.07573234671498041,-0.01637143941015351,0.005852989045462831,-0.03550835541951301,000660
27,LG,2018,Q1,정보기술,-0.07444355270467415,0.0011138006569169079,11.45357732526142,0.048587422757250254,0.020589791400904334,3.246071757129715,7.133143250417854,0.00598980207591944,003550
27,한솔테크닉스,2018,Q1,정보기술,0.010298365668419143,0.02410398841338024,-1.343832667615363,0.029201586320749096,0.006130507567957411,-0.22610137053282742,1.1931218274204158,-0.13571566747667213,004710
27,삼성전자,2018,Q1,정보기술,0.015604005577386153,0.037083691103546146,-0.05642098274655527,0.03513295106530756,0.030517938025572677,0.011288378546699951,-0.00520325844445968,-0.01484218290028759,005930
27,삼성SDI,2018,Q1,정보기술,0.023440581259759306,-0.023082213513964667,-0.09253686381819437,0.02788912445175451,0.010236075339977058,0.09461079293891528,-0.829223968274037,0.16815212523828227,006400
27,대덕전자,2018,Q1,정보기술,0.021896118622128993,-0.08859416052019486,0.01592674253380877,-0.014724058254268257,-0.05362250264779711,0.08935867106138651,0.7594696641348413,0.05515263194773247,008060
27,삼성전기,2018,Q1,정보기술,0.17798914920829823,0.04280905445957073,-1.1373278068398152,0.056741420922561625,0.009977433697170746,0.17123445098905732,-1.474030715166714,0.1865616877829872,009150
27,LG이노텍,2018,Q1,정보기술,0.044742327572851,0.02613715794565019,-1.0250001817252103,-0.13533352024338674,-0.00248821741365135,-0.40354892247558394,-0.9275883074651667,0.19759594338246023,011070
27,삼성에스디에스,2018,Q1,정보기술,-0.14997843629684904,-0.021996037740237173,0.030316173466803154,0.010903697937244106,-0.009322027210367234,-0.02419236220423171,-0.10555061848084923,0.11722591658386199,018260
27,일진머티리얼즈,2018,Q1,정보기술,-0.08392733455899663,-0.03149524497985012,7.999068033550792,0.004929657848928404,-0.0512476266116112,0.09492264296093689,0.6450367647058823,0.514239452711559,020150
27,신도리코,2018,Q1,정보기술,-0.09892080504600474,0.08849917253630646,1.06597449097641,0.007189185377207252,-0.010227133362239571,-0.05849014286896603,0.13500978022026655,-0.06183237339879774,029530
27,LG디스플레이,2018,Q1,정보기술,-0.11238137805149839,0.10841619861852658,-1.325323096037582,0.02928552270880691,-0.019046212092781012,-0.19852809690072792,1.663862280480632,0.0067287264125395485,034220
27,SK,2018,Q1,정보기술,0.025578234176675697,-0.006090484039561694,-8.068954135597798,0.022633780216414046,0.022679297908868357,0.02333465786205524,76.14108720706876,-0.06225254146602463,034730
27,한미반도체,2018,Q1,정보기술,-0.07792508441272449,0.14006494836282557,-1.976610021862705,-0.05004323958105006,-0.05812355457071017,-0.0791191615052379,-0.09502895718133475,0.008487575040580356,042700
27,LG전자,2018,Q1,정보기술,-0.12048133765081422,-0.006298901420015102,-3.0664550082429027,-0.010323446762600885,0.02818460245135146,-0.04557992293774071,-4.63809115352259,-0.12646469388621,066570
