,name,sector,year,quarter,Relative Return,영업이익변화율,자본총계변화율,비유동자산변화율,매출액변화율,비유동부채변화율,Label,Code
23,CJ_Logistics,Trading_&_Logistics,2018,Q4,-0.05853917999785394,-0.8281898675671915,-0.04576171443330579,-0.010882751276726443,-0.06522854673160206,0.0028637842507244216,0.19491628708150138,000120
23,Hankook_Tire_Worldwide,Automotive_&_Parts,2018,Q4,0.02983579419169799,0.03688539391955903,-0.00357459599639931,-0.009718527948925137,0.058517572490045966,0.01620400337647221,0.05859632124155548,000240
24,Kia_Corp,Automotive_&_Parts,2018,Q4,0.1331164067217377,3.616495266634884,0.04310790474130666,0.011991763690717194,-0.1817898734008263,0.034195002090053106,0.08997024147169447,000270
23,Hyundai_E&C,Construction_&_Real_Estate,2018,Q4,0.1775115783026665,0.4740536100948256,0.013189279837160561,-0.03266533995503029,-0.06419722672462491,-0.03229878933859465,-0.06107865549371791,000720
23,SK_Networks,Consumer_Services,2018,Q4,0.21757525779323056,0.13596059113300496,-0.009796702475512786,0.018110907214665573,0.04810744894672203,0.03157607876661683,0.07496067655287365,001740
23,Nexen_Tire,Automotive_&_Parts,2018,Q4,-0.061789821571848806,0.04679286261967508,-0.02295899647286337,-0.03895422014659711,0.03288258678424427,-0.3023074621422881,0.09648517746031468,002350
23,Korean_Air,Automotive_&_Parts,2018,Q4,-0.008201790789396366,1.002571853636984,0.19359411626687817,-0.010343593010539776,0.05973392799131927,0.003207935703665732,0.3116130964039144,003490
23,SsangYong_Motor,Automotive_&_Parts,2018,Q4,-0.016465892967825288,0.9839038288217956,-0.01093530576605617,-0.013301477696061381,-0.17242846667963008,-0.06671070360838494,0.000696678209410273,003620
23,SEBANG_Global_Battery,Automotive_&_Parts,2018,Q4,0.19121290818247333,-0.6181342304752699,-0.0340686387921878,-0.06868944452193437,-0.1633129588625979,0.17310998310036307,0.08861216603694932,004490
23,Hyundai_Motor,Automotive_&_Parts,2018,Q4,0.03135303557100833,0.8110775000595472,0.025377525707380943,-0.0009065278851072556,-0.23106899798264857,0.21852143548746783,0.04276048110403936,005380
23,Dong-A_Tire,Automotive_&_Parts,2018,Q4,0.0497286945557952,-0.9635157333439859,-0.034962158853421244,-0.032111977242053946,-0.15940288183246487,-0.06288124951702723,0.04679344813700641,007340
23,Seoyon,Automotive_&_Parts,2018,Q4,-0.06164696442899167,-4.573090162317692,0.0019564808999784633,0.0016246005920300677,-0.4251559482294416,-1.13147139831886,-0.10133611996930589,007860
23,Seohung,Automotive_&_Parts,2018,Q4,-0.026386094863774273,-0.7049147169809649,0.0016437955968503504,0.035320774446951586,0.015432453304155658,0.1412866582800678,-0.12117414656860748,008490
23,Hotel_Shilla,Consumer_Services,2018,Q4,-0.12964696442899165,0.5867877265870625,0.040823356615410256,0.04978134887054375,0.019940912831424518,8.960090281184829e-05,-0.16370885601045904,008770
23,Motonic,Automotive_&_Parts,2018,Q4,0.017861074156217342,-0.38188313886895475,0.0014087249057943563,0.02640890612146307,-0.27269890744139813,0.0051407026513402565,0.18169520568545164,009680
23,Hwashin,Automotive_&_Parts,2018,Q4,-0.020545215621360503,1.163022098720715,-0.00027205228942128734,0.02129124889535272,-0.34674580670967203,0.006004252523469922,-0.09627388878139434,010690
23,Hyundai_Merchant_Marine,Transportation,2018,Q4,-0.020646964428991665,0.4166831311494843,-1.6922668674988057,-0.0057894874515465045,-0.009293441011245962,0.05742300802200817,-0.12531721584689703,011200
24,Hyundai_Mobis,Automotive_&_Parts,2018,Q4,0.07848842749499883,-0.3470055743234368,-0.012107789072075104,0.008034451062260306,-0.2013121573566905,0.02617192755023423,-0.024333535989977728,012330
23,Hyundai_Development_Company,Construction_&_Real_Estate,2018,Q4,-0.20673755676348643,-0.8337257312849482,0.003447829309230599,0.0015413774611392483,-0.3149427959840325,-0.018098897613199938,-0.11550287126411649,012630
23,Hanon_Systems,Automotive_&_Parts,2018,Q4,0.2001149403329131,2.615003876485933,0.08519681659554612,-0.030677526505696884,-0.053289199458408376,-1.2065676364739462,-0.018384279647020607,018880
