,name,sector,year,quarter,Relative Return,영업이익변화율,자본총계변화율,비유동자산변화율,매출액변화율,비유동부채변화율,Label,Code
21,CJ_Logistics,Trading_&_Logistics,2019,Q2,-0.05286965214188821,-1.7060469546520687,-0.001864550295372025,-0.00860717587598181,-0.03357720524302632,0.04718831995253214,-0.1913422176873937,000120
21,Hankook_Tire_Worldwide,Automotive_&_Parts,2019,Q2,-0.1131106159973099,0.687239283619135,-0.004296346281931873,-0.005308235488530544,0.5433774006803509,-0.005476854623049254,0.09911520612313221,000240
22,Kia_Corp,Automotive_&_Parts,2019,Q2,0.006943591865531604,-0.002095501869269878,-0.017090238715792294,-0.00014207325575288365,-0.1351110998199574,0.021655618412082966,0.24270518047402992,000270
21,Hyundai_E&C,Construction_&_Real_Estate,2019,Q2,-0.10470370741997502,-0.05759641482042532,-0.017750961939028143,0.0036005788868747057,-0.19118629057728875,0.0061472678011326165,0.0014120303622121855,000720
21,SK_Networks,Consumer_Services,2019,Q2,0.10033251011932395,-1.029346716570262,-0.0028368912138969637,-0.014425245426636035,-0.019544801424949076,-0.02071047867113296,-0.16036780288064356,001740
21,Nexen_Tire,Automotive_&_Parts,2019,Q2,0.043857941806119925,-0.45872729968428816,-0.032397812541978155,-0.0029679536377400506,-0.1398063457055565,-0.08279746008112476,-0.012876747014209294,002350
21,Korean_Air,Automotive_&_Parts,2019,Q2,-0.08322994188499355,1.6845587518995844,0.06866544481192005,-9.880591987787568e-05,0.00974462978538082,-0.010867230515806403,-0.09196953448237516,003490
21,SsangYong_Motor,Automotive_&_Parts,2019,Q2,0.23810023250744164,-0.6237081526479142,-0.002318631339960131,0.013520391755239114,0.011245608878181823,-0.006061518097375318,-0.203576677339518,003620
21,SEBANG_Global_Battery,Automotive_&_Parts,2019,Q2,0.24789520503964693,0.12818145640959133,-0.0221673742915669,-0.009436416265966363,0.00203800590078429,-0.04867255621121114,-0.0714067639196046,004490
21,Hyundai_Motor,Automotive_&_Parts,2019,Q2,-0.03283632735337244,-1.8642374113256626,-0.01977752451615311,-0.006272393536297383,-0.14862047585282956,-0.0016073528023548,0.16993522742238673,005380
21,Dong-A_Tire,Automotive_&_Parts,2019,Q2,-0.0050284186036232345,-0.39904233653436405,-0.007927672150549903,-0.004708057901720464,-0.05723969236580917,-0.054167322592808986,-0.049899997945242705,007340
21,Seoyon,Automotive_&_Parts,2019,Q2,0.10724622118749491,1.4356974672118321,0.0035563265240813324,0.000998575537251356,0.5195202423365803,0.04088295418641619,0.20088760837476768,007860
21,Seohung,Automotive_&_Parts,2019,Q2,0.04609122334299375,-0.13568115875543274,-0.029017473431644847,0.009993875621832404,0.05530023538554396,-0.5879053087229993,0.31214886963602895,008490
21,Hotel_Shilla,Consumer_Services,2019,Q2,0.17794162385011067,-0.03944321067986101,-0.05403084890907284,0.030732689019318582,-0.02330907892029721,0.06625930269475067,0.024321192334667438,008770
21,Motonic,Automotive_&_Parts,2019,Q2,0.16014239605088287,0.2369018400891686,-0.028970817658067416,0.017396494334799506,-0.22030802507619174,0.3361394402357767,-0.12274769940688154,009680
21,Hwashin,Automotive_&_Parts,2019,Q2,-0.041524270615783794,1.5312484740883354,0.030578351775958468,0.038675644819867405,0.0628464487448035,-0.4249916871869557,0.17063257749212174,010690
21,Hyundai_Merchant_Marine,Transportation,2019,Q2,-0.07789498712668722,-0.13396105478870823,0.0020559071563593934,-0.08343471028312255,-0.055673549270965905,-0.04635729810770095,0.015563642722933185,011200
22,Hyundai_Mobis,Automotive_&_Parts,2019,Q2,0.044630585027260826,-0.3476612230228975,-0.023576931483212382,-0.006322174388265767,-0.08431350017425054,-0.0923924101138589,0.1246971321842915,012330
21,Hyundai_Development_Company,Construction_&_Real_Estate,2019,Q2,0.04551811859423547,0.7530666683214442,-0.00281492432868502,-0.027278401729333712,0.47732448034622155,0.011860104487168344,-0.19725914372976805,012630
21,Hanon_Systems,Automotive_&_Parts,2019,Q2,0.0010683219768087976,0.06159396007957085,0.024591907514094347,-0.010832329772098248,-0.0642973788661041,-0.38147862589450576,0.025198385317123578,018880
21,Daekyo,Consumer_Services,2019,Q2,-0.11481228672857333,0.5374862218219342,0.002845986236241105,0.006154015910827426,0.025139105466016498,0.07197549346343801,0.016192631838111024,019680
