,Feature,Average_Importance
0,F_매출액 변화율,0.09784985534911146
1,F_유동자산 변화율,0.08179451621631292
2,M_국제유가 변화율,0.07991672567543015
3,F_비유동자산 변화율,0.06671822097312705
4,F_이익잉여금 변화율,0.06552183705949693
5,F_법인세차감전 순이익 변화율,0.0614610327285792
