,name,year,quarter,sector,Relative Return,매출액 변화율,유동자산 변화율,국제유가 변화율,비유동자산 변화율,이익잉여금 변화율,법인세차감전 순이익 변화율,Label,Code
10,SK텔레콤,2022,Q2,커뮤니케이션서비스,-0.09228983719541448,0.013270648240247596,0.060635764212126686,0.13207484462760455,-0.023513939728127875,0.0030513311321311853,-0.03024271543615842,0.01864789207147642,017670
10,제일기획,2022,Q2,커뮤니케이션서비스,-0.05083642078624897,0.12912124102287814,-0.0853386743668183,0.13207484462760455,0.039504957280382724,0.03498190674739776,0.8044823073336782,0.06391421923812787,030000
10,KT,2022,Q2,커뮤니케이션서비스,0.04618542425539806,-0.019646127963589888,-0.01222190681682711,0.13207484462760455,0.04367938511451808,0.001892953759987881,-0.3828175355495028,-0.00291953180614948,030200
10,LG유플러스,2022,Q2,커뮤니케이션서비스,-0.040755412685438884,-0.006786743327780398,0.0676473510985891,0.13207484462760455,0.011264797424071604,0.05228681887479025,-0.08693872039793193,-0.01898226500035678,032640
10,SBS,2022,Q2,커뮤니케이션서비스,-0.03902019812959706,-0.05858945159802542,0.11150231042851,0.13207484462760455,-0.05325007552121164,0.10045414653481588,0.4073636401392593,-0.27190250710621316,034120
10,NAVER,2022,Q2,커뮤니케이션서비스,0.004943729452190855,0.06782044089482797,-0.1639443750125238,0.13207484462760455,0.03190987658495992,0.027867329369430482,-0.5520696123686681,-0.2505031089986652,035420
10,엔씨소프트,2022,Q2,커뮤니케이션서비스,-0.08467778245050528,-0.22428692005634143,0.04057389122473287,0.13207484462760455,-0.14884817382247872,0.0462141034297876,-0.27149220928509754,0.2541229426276293,036570
