code,name,year,quarter,sector,F_자본금 변화율,M_소비자물가지수 변화율,M_금리 변화율,M_실업률 변화율,M_국제유가 변화율,Relative Return,Label,Code
50,경방,2024,Q4,경기소비재,0.0,-0.9944473918520955,-0.9958466164561746,-0.9933179486843279,-0.9956226920709641,-0.02886037179999912,-0.02886037179999912,000050
50,경방,2024,Q3,경기소비재,0.0,-0.2377021247854798,-0.11983510689291532,-0.09523809523809512,-0.05674568795778523,0.09305574478690715,-0.02886037179999912,000050
50,경방,2024,Q2,경기소비재,0.0,-0.110334699467731,0.02546205269366908,-3.3306690738754696e-16,0.01979840167061564,-0.13327121036347922,0.09305574478690715,000050
50,경방,2024,Q1,경기소비재,0.0,-0.11265192787422551,-0.12136131985833976,-0.011764705882352788,-0.008599753155233536,-0.10878884492008238,-0.13327121036347922,000050
50,경방,2023,Q4,경기소비재,0.0,0.10965773361610065,0.00757180156657955,0.0625,-0.03388722209400741,-0.06536116314323508,-0.10878884492008238,000050
50,경방,2023,Q3,경기소비재,0.0,-0.028955398190522508,0.11207897793263655,0.03896103896103886,0.106533304958502,-0.08219063219063219,-0.06536116314323508,000050
50,경방,2023,Q2,경기소비재,0.0,-0.3075171004307199,0.0022310602386272915,-0.04938271604938271,-0.03519218134034163,-0.1480480934124126,-0.08219063219063219,000050
50,경방,2023,Q1,경기소비재,0.0,-0.11353477832962133,-0.12061758935426237,-0.05813953488372092,-0.08337411073888668,-0.05075163065633926,-0.1480480934124126,000050
50,경방,2022,Q4,경기소비재,0.0,-0.11456608043309557,0.11445954938682568,0.023809523809523725,-0.12070563315019511,-0.015779626136757832,-0.05075163065633926,000050
50,경방,2022,Q3,경기소비재,0.0,0.09093510066157107,0.0359464250541639,-0.023255813953488302,-0.11299650647329962,-0.13229381994235823,-0.015779626136757832,000050
50,경방,2022,Q2,경기소비재,0.0,0.38636857995042173,0.2746673361787626,-0.033707865168539186,0.13207484462760455,-0.10140683498790896,-0.13229381994235823,000050
50,경방,2022,Q1,경기소비재,0.0,0.09364288108448604,0.14767324592997877,-0.09183673469387776,0.2602194672474454,0.11273574077530271,-0.10140683498790896,000050
50,경방,2021,Q4,경기소비재,0.0,0.4025512712822732,0.16812521036687933,0.02083333333333348,0.08325393584683072,0.11458560288894182,0.11273574077530271,000050
50,경방,2021,Q3,경기소비재,0.0,0.01761921683046319,-0.05306772908366497,-0.1504424778761062,0.06736077481840197,0.055764862783849796,0.11458560288894182,000050
50,경방,2021,Q2,경기소비재,0.0,0.7421096287815034,0.11734330484330613,-0.11023622047244086,0.131754905184698,-0.0030792581925372384,0.055764862783849796,000050
50,경방,2021,Q1,경기소비재,0.0,2.0127382750040668,0.17195325542571194,0.016000000000000014,0.3732219462632649,0.06024886078885398,-0.0030792581925372384,000050
50,경방,2020,Q4,경기소비재,0.0,-0.3780443147289393,0.13205764233403983,0.04166666666666674,0.030879044146171264,-0.15686657248467922,0.06024886078885398,000050
50,경방,2020,Q3,경기소비재,0.0,29.267844017171594,-0.01328671328671327,-0.032258064516129115,0.464159945473134,-0.04972281080367345,-0.15686657248467922,000050
50,경방,2020,Q2,경기소비재,0.0,-0.9744470971009336,-0.0835291604358025,0.15887850467289732,-0.41825270948982285,-0.11949602641425311,-0.04972281080367345,000050
50,경방,2020,Q1,경기소비재,0.0,2.326416414584117,-0.060040160642572116,0.00943396226415083,-0.20454187036744997,0.31535207533686044,-0.11949602641425311,000050
50,경방,2019,Q4,경기소비재,0.0,5.380260221408914,0.191387559808615,-0.05357142857142849,0.023897949297593923,-0.10188173438043172,0.31535207533686044,000050
50,경방,2019,Q3,경기소비재,0.0,-0.9303677156060576,-0.21649484536082508,-0.05084745762711873,-0.10146539633409102,-0.08417773824815472,-0.10188173438043172,000050
50,경방,2019,Q2,경기소비재,0.0,0.17798441463015324,-0.10064059339177356,0.017241379310344973,0.09107698802174014,-0.040084517690679194,-0.08417773824815472,000050
50,경방,2019,Q1,경기소비재,0.0,-0.6874179652905958,-0.09282764948769218,0.01754385964912264,-0.06709658363690052,0.11455147885393055,-0.040084517690679194,000050
50,경방,2018,Q4,경기소비재,0.0,0.1528942253920036,-0.10693799508331026,-0.08800000000000008,-0.09983604378074207,-0.1629344263704438,0.11455147885393055,000050
50,경방,2018,Q3,경기소비재,0.0,0.0442397512820667,-0.09246405552800974,0.11607142857142883,0.009709172259507959,-0.07696262658426821,-0.1629344263704438,000050
50,경방,2018,Q2,경기소비재,0.0,0.3971853095173552,-0.0044422507403751865,0.009009009009008917,0.11515816784752042,0.011885389568458124,-0.07696262658426821,000050
50,경방,2018,Q1,경기소비재,0.0,-0.2528409114579355,0.08530869157626775,0.01834862385321112,0.08575762500677153,0.0378657636253889,0.011885389568458124,000050
50,경방,2017,Q4,경기소비재,0.0,-0.3500195788744318,0.094065934065934,-0.0267857142857143,0.18077144502014986,0.041282164991423786,0.0378657636253889,000050
50,경방,2017,Q3,경기소비재,0.18113668010803186,0.15372330132051748,0.03346456692913535,0.018181818181818077,0.04912421985101645,-0.12313590234177786,0.041282164991423786,000050
50,경방,2017,Q2,경기소비재,0.04068952718191565,-0.1259798444991046,0.01678214010777368,-0.00900900900900925,-0.07470193740685538,-0.024001473839351535,-0.12313590234177786,000050
50,경방,2017,Q1,경기소비재,0.05747849021378393,0.5158067335463936,0.13548951048950886,0.0277777777777779,0.09135267010029824,-0.02973383446205497,-0.024001473839351535,000050
50,경방,2016,Q4,경기소비재,0.08864666498348961,0.9720054193181309,0.3210161662817601,-0.06896551724137923,0.07425742574257432,-0.2813695647129345,-0.02973383446205497,000050
50,경방,2016,Q3,경기소비재,-0.05061484244509484,-0.1224419591674838,-0.16954353663214605,0.08411214953271018,0.005784579336604034,0.05179556550348005,-0.2813695647129345,000050
50,경방,2016,Q2,경기소비재,0.008469300826789983,-0.027027232119385514,-0.08606485539000996,-0.044642857142857095,0.3509743792660007,-0.03362986153695546,0.05179556550348005,000050
50,경방,2016,Q1,경기소비재,-0.024374235351847462,-0.03306613361493349,-0.1254024221983725,0.05660377358490565,-0.22660852268380383,-0.10944646341062639,-0.03362986153695546,000050
240,한국타이어월드와이드,2024,Q4,경기소비재,0.0,-0.9705346772442986,-0.9779596771355207,-0.9645409275029253,-0.9767714200684698,-0.13537504162504166,-0.13537504162504166,000240
240,한국타이어월드와이드,2024,Q3,경기소비재,0.0,-0.2377021247854798,-0.11983510689291532,-0.09523809523809512,-0.05674568795778523,0.19368652376094134,-0.13537504162504166,000240
240,한국타이어월드와이드,2024,Q2,경기소비재,0.0,-0.110334699467731,0.02546205269366908,-3.3306690738754696e-16,0.01979840167061564,0.09538229206225915,0.19368652376094134,000240
240,한국타이어월드와이드,2024,Q1,경기소비재,0.0,-0.11265192787422551,-0.12136131985833976,-0.011764705882352788,-0.008599753155233536,-0.08591958436319505,0.09538229206225915,000240
240,한국타이어월드와이드,2023,Q4,경기소비재,0.0,0.10965773361610065,0.00757180156657955,0.0625,-0.03388722209400741,0.034485011002909904,-0.08591958436319505,000240
240,한국타이어월드와이드,2023,Q3,경기소비재,0.0,-0.028955398190522508,0.11207897793263655,0.03896103896103886,0.106533304958502,0.2914854459102246,0.034485011002909904,000240
240,한국타이어월드와이드,2023,Q2,경기소비재,0.0,-0.3075171004307199,0.0022310602386272915,-0.04938271604938271,-0.03519218134034163,-0.14674011905728682,0.2914854459102246,000240
240,한국타이어월드와이드,2023,Q1,경기소비재,0.0,-0.11353477832962133,-0.12061758935426237,-0.05813953488372092,-0.08337411073888668,0.04704054396149173,-0.14674011905728682,000240
240,한국타이어월드와이드,2022,Q4,경기소비재,0.0,-0.11456608043309557,0.11445954938682568,0.023809523809523725,-0.12070563315019511,-0.05457576397169826,0.04704054396149173,000240
240,한국타이어월드와이드,2022,Q3,경기소비재,0.0,0.09093510066157107,0.0359464250541639,-0.023255813953488302,-0.11299650647329962,-0.023218109725545246,-0.05457576397169826,000240
240,한국타이어월드와이드,2022,Q2,경기소비재,0.0,0.38636857995042173,0.2746673361787626,-0.033707865168539186,0.13207484462760455,0.0035586961447989784,-0.023218109725545246,000240
240,한국타이어월드와이드,2022,Q1,경기소비재,0.0,0.09364288108448604,0.14767324592997877,-0.09183673469387776,0.2602194672474454,0.0625080874675382,0.0035586961447989784,000240
240,한국타이어월드와이드,2021,Q4,경기소비재,0.0,0.4025512712822732,0.16812521036687933,0.02083333333333348,0.08325393584683072,-0.10970540170367923,0.0625080874675382,000240
240,한국타이어월드와이드,2021,Q3,경기소비재,0.0,0.01761921683046319,-0.05306772908366497,-0.1504424778761062,0.06736077481840197,0.005208661600547844,-0.10970540170367923,000240
240,한국타이어월드와이드,2021,Q2,경기소비재,0.02058765252995176,0.7421096287815034,0.11734330484330613,-0.11023622047244086,0.131754905184698,-0.028322307323184102,0.005208661600547844,000240
240,한국타이어월드와이드,2021,Q1,경기소비재,0.0,2.0127382750040668,0.17195325542571194,0.016000000000000014,0.3732219462632649,0.029795879984576185,-0.028322307323184102,000240
240,한국타이어월드와이드,2020,Q4,경기소비재,0.0,-0.3780443147289393,0.13205764233403983,0.04166666666666674,0.030879044146171264,-0.08167199783449117,0.029795879984576185,000240
240,한국타이어월드와이드,2020,Q3,경기소비재,0.0,29.267844017171594,-0.01328671328671327,-0.032258064516129115,0.464159945473134,0.09946325091362876,-0.08167199783449117,000240
240,한국타이어월드와이드,2020,Q2,경기소비재,0.0,-0.9744470971009336,-0.0835291604358025,0.15887850467289732,-0.41825270948982285,0.17887525823928324,0.09946325091362876,000240
240,한국타이어월드와이드,2020,Q1,경기소비재,0.0,2.326416414584117,-0.060040160642572116,0.00943396226415083,-0.20454187036744997,0.005318434420071766,0.17887525823928324,000240
240,한국타이어월드와이드,2019,Q4,경기소비재,0.0,5.380260221408914,0.191387559808615,-0.05357142857142849,0.023897949297593923,-0.20232934492999802,0.005318434420071766,000240
240,한국타이어월드와이드,2019,Q3,경기소비재,0.0,-0.9303677156060576,-0.21649484536082508,-0.05084745762711873,-0.10146539633409102,-0.14771301028660141,-0.20232934492999802,000240
240,한국타이어월드와이드,2019,Q2,경기소비재,0.0,0.17798441463015324,-0.10064059339177356,0.017241379310344973,0.09107698802174014,-0.06653944086627385,-0.14771301028660141,000240
240,한국타이어월드와이드,2019,Q1,경기소비재,0.0,-0.6874179652905958,-0.09282764948769218,0.01754385964912264,-0.06709658363690052,0.08965665710338488,-0.06653944086627385,000240
240,한국타이어월드와이드,2018,Q4,경기소비재,0.0,0.1528942253920036,-0.10693799508331026,-0.08800000000000008,-0.09983604378074207,-0.0506737404824085,0.08965665710338488,000240
240,한국타이어월드와이드,2018,Q3,경기소비재,0.0,0.0442397512820667,-0.09246405552800974,0.11607142857142883,0.009709172259507959,-0.07805195120300458,-0.0506737404824085,000240
240,한국타이어월드와이드,2018,Q2,경기소비재,0.0,0.3971853095173552,-0.0044422507403751865,0.009009009009008917,0.11515816784752042,0.12610362291753702,-0.07805195120300458,000240
240,한국타이어월드와이드,2018,Q1,경기소비재,0.0,-0.2528409114579355,0.08530869157626775,0.01834862385321112,0.08575762500677153,-0.012265028214992585,0.12610362291753702,000240
240,한국타이어월드와이드,2017,Q4,경기소비재,0.0,-0.3500195788744318,0.094065934065934,-0.0267857142857143,0.18077144502014986,0.001746463831453167,-0.012265028214992585,000240
240,한국타이어월드와이드,2017,Q3,경기소비재,0.1669977560661362,0.15372330132051748,0.03346456692913535,0.018181818181818077,0.04912421985101645,-0.15109247683773183,0.001746463831453167,000240
