Variable,VIF
const,1.1611163608642903
F_유동자산 변화율,1710580649.186033
F_비유동자산 변화율,82712256007.83295
F_자산총계 변화율,160407452178.74683
F_유동부채 변화율,1536055274.0410683
F_비유동부채 변화율,768796715.4867239
F_부채총계 변화율,9659661061.113932
F_이익잉여금 변화율,175304500.9917222
F_자본총계 변화율,56817359945.12671
F_매출액 변화율,22129455.30159099
F_영업이익 변화율,3831735.3301742063
F_법인세차감전 순이익 변화율,1851145.8884787906
F_당기순이익 변화율,inf
F_당기순이익(손실) 변화율,inf
M_소비자물가지수 변화율,1.4045884934350186
M_환율 변화율,36.802297664886765
M_GDP 변화율,101.96453544846172
M_금리 변화율,3.2284116520199775
M_수출액 변화율,18.617454304341916
M_실업률 변화율,6.61840138708541
M_국제유가 변화율,4.824970466515454
M_주택가격 변화율,78.40866612236789
Relative Return,1.0215765557353464
