접수번호,법인구분,회사코드,회사명,구분,발행할 주식 총수,현재까지 발행한 주식 총수,현재까지 감소한 주식의 총수,주식 수 감소,이익 소각,상환주식의 상환,기타,발행주식의 총수,자기주식수,유통주식수,결제일시,연도,분기
20160330002087,Y,00121941,대상,보통주,"115,000,000","51,298,339","16,886,764","16,886,764",-,-,-,"34,411,575",-,"34,411,575",2015-12-31,2015,Q4
20160330002087,Y,00121941,대상,우선주,"10,000,000","4,177,287","2,570,614","1,576,335",-,-,"994,279","1,606,673",-,"1,606,673",2015-12-31,2015,Q4
20160330002087,Y,00121941,대상,합계,"125,000,000","55,475,626","19,457,378","18,463,099",-,-,"994,279","36,018,248",-,"36,018,248",2015-12-31,2015,Q4
20160330002087,Y,00121941,대상,비고,-,-,-,-,-,-,2우선주 : 2011년 보통주 전환,-,-,-,2015-12-31,2015,Q4
20170331003401,Y,00121941,대상,보통주,"115,000,000","51,298,339","16,886,764","16,886,764",-,-,-,"34,411,575",-,"34,411,575",2016-12-31,2016,Q4
20170331003401,Y,00121941,대상,우선주,"10,000,000","4,177,287","2,570,614","1,576,335",-,-,"994,279","1,606,673",-,"1,606,673",2016-12-31,2016,Q4
20170331003401,Y,00121941,대상,합계,"125,000,000","55,475,626","19,457,378","18,463,099",-,-,"994,279","36,018,248",-,"36,018,248",2016-12-31,2016,Q4
20170331003401,Y,00121941,대상,비고,-,-,-,-,-,-,2우선주 : 2011년 보통주 전환,-,-,-,2016-12-31,2016,Q4
20180402002096,Y,00121941,대상,보통주,"115,000,000","51,534,789","16,886,764","16,886,764",-,-,-,"34,648,025",-,"34,648,025",2017-12-31,2017,Q4
20180402002096,Y,00121941,대상,우선주,"10,000,000","4,177,287","2,807,064","1,576,335",-,-,"1,230,729","1,370,223",-,"1,370,223",2017-12-31,2017,Q4
20180402002096,Y,00121941,대상,합계,"125,000,000","55,712,076","19,693,828","18,463,099",-,-,"1,230,729","36,018,248",-,"36,018,248",2017-12-31,2017,Q4
20180402002096,Y,00121941,대상,비고,-,-,-,-,-,-,(*1),-,-,-,2017-12-31,2017,Q4
20190401002441,Y,00121941,대상,보통주,"115,000,000","51,534,789","16,886,764","16,886,764",-,-,-,"34,648,025",-,"34,648,025",2018-12-31,2018,Q4
20190401002441,Y,00121941,대상,우선주,"10,000,000","4,177,287","2,807,064","1,576,335",-,-,"1,230,729","1,370,223",-,"1,370,223",2018-12-31,2018,Q4
